,name,address,type,buil_time,floors,property_fee,rent,rent_more,area,location,address_for_coordinate,latitude,longitude
2802,宝钢大厦,浦东-竹园商贸区- 浦电路370号, 纯写字楼(甲级), 2000 6, 33, 30元/m²•月,6.08元/m²•天,,浦东,竹园商贸区,浦东 竹园商贸区 宝钢大厦,31.2281970978,121.537574768
2803,凯翔商务中心,徐汇-万体馆- 漕东支路1-9号, 纯写字楼(乙级), 2003 9, 4, ,,,徐汇-万体馆, 漕东支路1,徐汇-万体馆  漕东支路1 凯翔商务中心,31.1757297516,121.444702148
2804,万源晶典,浦东-陆家嘴- 浦东大道599号, 纯写字楼(甲级), , 28, ,,,浦东,陆家嘴,浦东 陆家嘴 万源晶典,31.2457942963,121.529197693
2805,中国港中旅大厦,普陀-长寿路- 长寿路868号, 纯写字楼(甲级), 2006 9, 27, 21元/m²•月,3.04元/m²•天,,普陀,长寿路,普陀 长寿路 中国港中旅大厦,31.2417354584,121.436882019
2806,土控大楼,浦东-陆家嘴- 含笑路36号, 纯写字楼(乙级), , , ,,,浦东,陆家嘴,浦东 陆家嘴 土控大楼,31.2445545197,121.509902954
2807,华源世界广场,普陀-中山北路- 中山北路1958号, 纯写字楼(甲级), 1997 8, 32, 25元/m²•月,null,,普陀,中山北路,普陀 中山北路 华源世界广场,31.2555980682,121.438941956
2808,陆家嘴SMART,浦东-陆家嘴- 浦东南路1101号, 纯写字楼(乙级), 2005 12, 18, 21元/m²•月,,,浦东,陆家嘴,浦东 陆家嘴 陆家嘴SMART,31.2445545197,121.509902954
2809,申窑艺术中心,嘉定-江桥- 华江路348号, 纯写字楼(甲级), 2017 06, 3, 10元/m²•月,2.64元/m²•天,,嘉定,江桥,嘉定 江桥 申窑艺术中心,31.2653598785,121.352172852
2810,复旦创业中心大厦三期,杨浦-五角场- 国定路315号, 纯写字楼(乙级), 2009 10, 15, 11元/m²•月,,,杨浦,五角场,杨浦 五角场 复旦创业中心大厦三期,31.3028945923,121.515533447
2811,远洋大厦,闸北-火车站- 东大名路378号, 纯写字楼(甲级), , 27, 30元/m²•月,,,闸北,火车站,闸北 火车站 远洋大厦,31.2880439758,121.457771301
2812,铭晖大楼,长宁-天山路- 哈密路442，446号, 纯写字楼(甲级), 2004 8, 6, 16元/m²•月,,,长宁,天山路,长宁 天山路 铭晖大楼,31.2172546387,121.408561707
2813,凯旋门大厦,闸北-火车站- 天目中路428号, 综合写字楼(乙级), 1996 12, 30, 5.5元/m²•月,null,,闸北,火车站,闸北 火车站 凯旋门大厦,31.2498950958,121.473777771
2814,莘庄商务楼,闵行-莘庄- 莘松路, 纯写字楼(甲级), 2000 10, 12, 6元/m²•月,,,闵行,莘庄,闵行 莘庄 莘庄商务楼,31.1065368652,121.37399292
2815,上海证券大厦,浦东-陆家嘴- 浦东南路528号, 纯写字楼(甲级), 1997 12, 27, 29.1元/m²•月,8.11元/m²•天,40000元/m²,浦东,陆家嘴,浦东 陆家嘴 上海证券大厦,31.2418613434,121.517807007
2816,华苑大厦,徐汇-万体馆- 凯旋路3500号, 综合写字楼(乙级), 1998 1, 31, 4元/m²•月,2.75元/m²•天,,徐汇,万体馆,徐汇 万体馆 华苑大厦,31.187871933,121.440132141
2817,交能大厦,浦东-外高桥- 外高桥保税区奥纳路79号, 纯写字楼(甲级), 2001 12, 26, 8元/m²•月,,,浦东,外高桥,浦东 外高桥 交能大厦,31.3504543304,121.599006653
2818,景裕创意园,闸北-火车站- 中华新路496号, 纯写字楼(甲级), , 0, 12元/m²•月,3.34元/m²•天,,闸北,火车站,闸北 火车站 景裕创意园,31.2548942566,121.455688477
2819,东银中心,长宁-古北- 红宝石路500号, 纯写字楼(甲级), 2008 12, 30, 30元/m²•月,8.11元/m²•天,,长宁,古北,长宁 古北 东银中心,31.2040557861,121.405593872
2820,永融企业中心,虹口-北外滩- 溧阳路111号, 纯写字楼(甲级), , 0, 15元/m²•月,3.64元/m²•天,,虹口,北外滩,虹口 北外滩 永融企业中心,31.2676086426,121.495429993
2821,荣博商务楼,长宁-天山路- 仙霞路335号, 综合写字楼(乙级), 2006 9, 5, 3.5元/m²•月,4.06元/m²•天,,长宁,天山路,长宁 天山路 荣博商务楼,31.212518692,121.40461731
2822,外高桥商务大厦,浦东-外高桥- 杨高北路889号, 纯写字楼(甲级), , 25, 6元/m²•月,1.52元/m²•天,,浦东,外高桥,浦东 外高桥 外高桥商务大厦,31.35679245,121.594009399
2823,上海西郊商务区-C2国际区,嘉定-江桥- 金沙江西路1555弄, 纯写字楼(乙级), 2013 1, 6, 15元/m²•月,2.15元/m²•天,,嘉定,江桥,嘉定 江桥 上海西郊商务区-C2国际区,31.2427597046,121.338119507
2824,闿鑫商务园,浦东-上南地区- 恒南路1325号, 纯写字楼(甲级), , 0, 6元/m²•月,1.52元/m²•天,,浦东,上南地区,浦东 上南地区 闿鑫商务园,31.182264328,121.503608704
2825,吴昌硕纪念馆,浦东-陆家嘴- 陆家嘴东路15号, 纯写字楼(甲级), , , ,,,浦东,陆家嘴,浦东 陆家嘴 吴昌硕纪念馆,31.2423534393,121.513587952
2826,静安律德大厦,静安-曹家渡- 武定西路1189号, 纯写字楼(甲级), 1995 5, 6, 18元/m²•月,,,静安,曹家渡,静安 曹家渡 静安律德大厦,31.2326717377,121.442222595
2827,紫安大厦,静安-南京西路- 上海愚园路309号, 纯写字楼(乙级), 2000 9, 14, 30元/m²•月,4.56元/m²•天,,静安,南京西路,静安 南京西路 紫安大厦,31.2293376923,121.448921204
2828,一统商务大厦,虹口-凉城路/虹口足球场- 西江湾路230号, 纯写字楼(乙级), , 11, 6元/m²•月,3.55元/m²•天,,虹口,凉城路/虹口足球场,虹口 凉城路/虹口足球场 一统商务大厦,31.2772426605,121.48714447
2829,机场航站楼,静安-南京西路- 南京西路1600号, 纯写字楼(乙级), 2001 7, 11, 27元/m²•月,,,静安,南京西路,静安 南京西路 机场航站楼,31.2344989777,121.46308136
2830,333世纪大厦,浦东-世纪公园- 芳甸路与兰花路交汇处, 纯写字楼(甲级), , 0, 29元/m²•月,7.1元/m²•天,,浦东,世纪公园,浦东 世纪公园 333世纪大厦,31.2125225067,121.569297791
2831,远中产业园,徐汇-漕河泾- 虹梅路2007号, 纯写字楼(乙级), 2010 6, 5, 6元/m²•月,3.55元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 远中产业园,31.177532196,121.399917603
2832,银洲国际商务大厦,闵行-龙柏- 程家桥路258号(靠近延安西路路口), 纯写字楼(甲级), 2009 1, 7, 12元/m²•月,2.74元/m²•天,,闵行,龙柏,闵行 龙柏 银洲国际商务大厦,31.1905288696,121.38180542
2833,展宏大厦,普陀-甘泉宜川- 延长西路318弄, 纯写字楼(甲级), 2000 8, 18, 1.1元/m²•月,,,普陀,甘泉宜川,普陀 甘泉宜川 展宏大厦,31.2682952881,121.443367004
2834,达邦协作广场,闸北-火车站- 恒丰路399号, 纯写字楼(甲级), , 0, 31元/m²•月,6.59元/m²•天,,闸北,火车站,闸北 火车站 达邦协作广场,31.2505893707,121.461853027
2835,御华山大厦,静安-静安寺- 华山路328号, 纯写字楼(甲级), 2009 8, 30, 16元/m²•月,,,静安,静安寺,静安 静安寺 御华山大厦,31.2248249054,121.452377319
2836,锋尚99,松江-松江- 茸平路511号, 纯写字楼(甲级), 2012 6, 13, 3.8元/m²•月,,,松江,松江,松江 松江 锋尚99,31.0212440491,121.226791382
2838,中建锦绣天地,青浦-青浦其他- 徐泾东蟠中东路1899号, 纯写字楼(甲级), 2016 08, 18, 4.8元/m²•月,,,青浦,青浦其他,青浦 青浦其他 中建锦绣天地,31.188085556,121.290878296
2839,虹桥德必易园,闵行-虹桥镇- 吴中路1189号, 纯写字楼(甲级), 2014 01, 8, 12.7元/m²•月,3.24元/m²•天,,闵行,虹桥镇,闵行 虹桥镇 虹桥德必易园,31.1814537048,121.390419006
2840,世博办公楼,浦东-上南地区- 浦东世博园区内, 纯写字楼(甲级), , 0, 20元/m²•月,5.88元/m²•天,,浦东,上南地区,浦东 上南地区 世博办公楼,31.182264328,121.503608704
2841,广昊世纪大厦,浦东-浦东外环- 申港大道588号, 纯写字楼(甲级), , 9, ,,,浦东,浦东外环,浦东 浦东外环 广昊世纪大厦,30.9036159515,121.929100037
2842,恒积大厦,黄浦-人民广场- 淮海东路99号, 纯写字楼(甲级), 1905 6, 20, 23元/m²•月,4.06元/m²•天,19800元/m²,黄浦,人民广场,黄浦 人民广场 恒积大厦,31.2360095978,121.478942871
2843,塘桥生活广场,浦东-北蔡/塘桥- 浦建路15号, 综合写字楼(乙级), 2006 5, 28, 3.1元/m²•月,,,浦东,北蔡/塘桥,浦东 北蔡/塘桥 塘桥生活广场,31.2164573669,121.52481842
2844,金桃大厦,浦东-八佰伴- 商城路1900号, 纯写字楼(乙级), 2004 1, 12, 9元/m²•月,3.04元/m²•天,,浦东,八佰伴,浦东 八佰伴 金桃大厦,31.2437934875,121.544242859
2845,上勤大厦,"闸北-彭浦- 寿阳路,近汶水路", 纯写字楼(甲级), 2016 1, 13, 25元/m²•月,3.04元/m²•天,,闸北,彭浦,闸北 彭浦 上勤大厦,31.3169937134,121.458511353
2846,怡亚通广场,浦东-金桥开发区- 金桥出口加工区金粤路202号, 纯写字楼(甲级), 2009 12, 8, 20元/m²•月,2.53元/m²•天,,浦东,金桥开发区,浦东 金桥开发区 怡亚通广场,31.2489700317,121.632133484
2847,延和大厦,长宁-延安西路- 番禺路37弄, 纯写字楼(甲级), 1998 2, 20, 1.2元/m²•月,,,长宁,延安西路,长宁 延安西路 延和大厦,31.2154750824,121.436683655
2848,兴力达大厦,徐汇-万体馆- 凯旋路2588号, 纯写字楼(乙级), 2002 12, 11, 3.5元/m²•月,,,徐汇,万体馆,徐汇 万体馆 兴力达大厦,31.1946277618,121.448524475
2849,科技商务楼,长宁-中山公园- 定西路1118号, 纯写字楼(乙级), 2001 3, 9, 3.8元/m²•月,,,长宁,中山公园,长宁 中山公园 科技商务楼,31.2187347412,121.429977417
2850,新上海城市广场,黄浦-老西门- 河南南路33号, 纯写字楼(甲级), 2000 12, 23, 16.5元/m²•月,3.33元/m²•天,25800元/m²,黄浦,老西门,黄浦 老西门 新上海城市广场,31.2353839874,121.49394989
2851,中海万锦城,闸北-火车站- 长兴路188号, 纯写字楼(乙级), 2012 6, 20, 5.8元/m²•月,2.38元/m²•天,,闸北,火车站,闸北 火车站 中海万锦城,31.2567691803,121.466674805
2852,桂林高智科技大厦,徐汇-漕河泾- 漕宝路650号, 纯写字楼(甲级), , 0, 9元/m²•月,4.97元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 桂林高智科技大厦,31.1681728363,121.411376953
2853,永登商务广场,普陀-长风商务区- 永登路277号, 纯写字楼(甲级), , 18, ,,,普陀,长风商务区,普陀 长风商务区 永登商务广场,31.2717914581,121.434669495
2854,上海铁路大厦,闸北-火车站- 秣陵路355号, 酒店写字楼(乙级), 2005 2, 21, 18元/m²•月,3.04元/m²•天,,闸北,火车站,闸北 火车站 上海铁路大厦,31.2559890747,121.459022522
2855,同济联合广场,杨浦-鞍山- 四平路1388-1398号, 纯写字楼(甲级), 2006 11, 22, 15元/m²•月,3.65元/m²•天,26000元/m²,杨浦-鞍山, 四平路1388,杨浦-鞍山  四平路1388 同济联合广场,31.2874393463,121.513450623
2856,青松城,徐汇-衡山路/肇嘉浜- 肇嘉浜路777号, 纯写字楼(甲级), 1997 12, 19, 25元/m²•月,4.97元/m²•天,,徐汇,衡山路/肇嘉浜,徐汇 衡山路/肇嘉浜 青松城,31.2016716003,121.448776245
2857,恒升半岛国际中心大厦,虹口-北外滩- 吴淞路205号, 纯写字楼(甲级), , 25, 5元/m²•月,null,,虹口,北外滩,虹口 北外滩 恒升半岛国际中心大厦,31.2528800964,121.495727539
2858,协通创展,闸北-彭浦- 共和新路1301号, 纯写字楼(乙级), 2010 1, 5, 6元/m²•月,,,闸北,彭浦,闸北 彭浦 协通创展,31.2713222504,121.466560364
2859,置汇旭辉广场,"浦东-源深洋泾- 崮山路,近张杨路", 纯写字楼(甲级), 2017 1, 16, 35元/m²•月,6.08元/m²•天,,浦东,源深洋泾,浦东 源深洋泾 置汇旭辉广场,30.8843860626,121.40864563
2860,万灵谷,闸北-大宁绿地- 灵石路709号, 纯写字楼(甲级), , 0, 15元/m²•月,,,闸北,大宁绿地,闸北 大宁绿地 万灵谷,31.2893543243,121.44947052
2861,盘古创业,浦东-陆家嘴- 浦东新区浦电路57号, 纯写字楼(甲级), , 0, 15元/m²•月,,,浦东,陆家嘴,浦东 陆家嘴 盘古创业,31.2231998444,121.522941589
2862,枫林创意园,徐汇-衡山路/肇嘉浜- 枫林路485号, 纯写字楼(甲级), 2012 9, 6, 18元/m²•月,4.36元/m²•天,,徐汇,衡山路/肇嘉浜,徐汇 衡山路/肇嘉浜 枫林创意园,31.2016716003,121.448776245
2863,东方维京大厦,长宁-虹桥开发区- 仙霞路333号, 纯写字楼(甲级), 2008 12, 30, 23元/m²•月,6.08元/m²•天,,长宁,虹桥开发区,长宁 虹桥开发区 东方维京大厦,31.2122421265,121.405334473
2864,天华信息科技服务园,徐汇-漕河泾- 龙漕路299号，龙田路190号, 纯写字楼(甲级), 2008 6, 10, 6元/m²•月,3.9元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 天华信息科技服务园,31.1789741516,121.448455811
2865,源创创意园,静安-南京西路- 陕西北路600号(与新闸路交汇处), 纯写字楼(乙级), 2010 5, 6, 30元/m²•月,6.08元/m²•天,,静安,南京西路,静安 南京西路 源创创意园,31.238986969,121.458366394
2866,晶耀前滩,"浦东-三林- 海阳西路,近耀龙路", 纯写字楼(甲级), 20017 6, 28, 32元/m²•月,6.59元/m²•天,,浦东,三林,浦东 三林 晶耀前滩,31.1566314697,121.482833862
2867,幸福里,长宁-延安西路- 长宁区番禺路381号, 纯写字楼(甲级), , 0, 9元/m²•月,6.08元/m²•天,,长宁,延安西路,长宁 延安西路 幸福里,31.2106075287,121.436958313
2868,泛欧现代大厦,闸北-大宁绿地- 共和新路2449号, 纯写字楼(甲级), 2007 8, 14, 4元/m²•月,1.98元/m²•天,48199元/m²,闸北,大宁绿地,闸北 大宁绿地 泛欧现代大厦,31.2868309021,121.459259033
2869,凯悦大厦,普陀-长寿路- 江宁路1600号, 纯写字楼(甲级), , , ,,,普陀,长寿路,普陀 长寿路 凯悦大厦,31.2445678711,121.441818237
2870,金虹桥商场,长宁-古北- 茅台路179号, 纯写字楼(甲级), 2013 , , ,8.11元/m²•天,,长宁,古北,长宁 古北 金虹桥商场,31.2149715424,121.40914917
2871,苏河1号,闸北-火车站- 恒丰路638、666号, 商业综合体楼(甲级), 2009 12, 28, 25元/m²•月,3.85元/m²•天,,闸北,火车站,闸北 火车站 苏河1号,31.2544784546,121.457855225
2872,洲明商务楼,闸北-火车站- 平型关路15号, 纯写字楼(丙级), 2008 9, 7, 12元/m²•月,,,闸北,火车站,闸北 火车站 洲明商务楼,31.2702503204,121.475105286
2873,浦东青年创业园,浦东-张江高科- 蔡伦路333号, 纯写字楼(乙级), 2005 12, 8, 5元/m²•月,,,浦东,张江高科,浦东 张江高科 浦东青年创业园,31.2407226562,121.397903442
2874,银鹿大厦,杨浦-平凉/杨浦外滩- 平凉路1128弄1号, 纯写字楼(甲级), , , 3.5元/m²•月,,,杨浦,平凉/杨浦外滩,杨浦 平凉/杨浦外滩 银鹿大厦,31.2669944763,121.539672852
2875,快易名商徐汇中心,徐汇-万体馆- 零陵路599号, 纯写字楼(甲级), 2016 08, 30, 30元/m²•月,5.03元/m²•天,,徐汇,万体馆,徐汇 万体馆 快易名商徐汇中心,31.2164115906,121.485794067
2876,科技绿洲（松江）,松江-九亭- 莘砖公路518号, 纯写字楼(甲级), 2014 12, 8, 3元/m²•月,,,松江,九亭,松江 九亭 科技绿洲（松江）,31.1073589325,121.331604004
2877,之俊大厦副楼,徐汇-徐家汇- 斜土路1223号, 纯写字楼(乙级), 2005 6, 13, 16元/m²•月,3.04元/m²•天,20000元/m²,徐汇,徐家汇,徐汇 徐家汇 之俊大厦副楼,31.2057628632,121.470611572
2878,昌乐商务楼,黄浦-城隍庙- 万豫码头街165号, 纯写字楼(甲级), 2000 2, 5, ,,,黄浦,城隍庙,黄浦 城隍庙 昌乐商务楼,31.2214164734,121.51109314
2879,中山万博国际中心,长宁-虹桥开发区- 淮海西路666号, 纯写字楼(甲级), 2011 3, 28, 28元/m²•月,6.59元/m²•天,48035元/m²,长宁,虹桥开发区,长宁 虹桥开发区 中山万博国际中心,31.2032241821,121.428962708
2880,裕丰国际大厦,长宁-中山公园- 延安西路777号, 纯写字楼(甲级), 2004 7, 26, 30元/m²•月,3.04元/m²•天,25054元/m²,长宁,中山公园,长宁 中山公园 裕丰国际大厦,31.2204322815,121.441070557
2881,中铁诺德国际中心,闵行-莘庄- 秀文路908号, 纯写字楼(甲级), 2015 12, 17, 22元/m²•月,3.04元/m²•天,,闵行,莘庄,闵行 莘庄 中铁诺德国际中心,31.1289749146,121.369003296
2882,伽利略商务公馆,浦东-金桥开发区- 伽利略路11号, 纯写字楼(甲级), 2008 6, 4, 7元/m²•月,,,浦东,金桥开发区,浦东 金桥开发区 伽利略商务公馆,31.2032546997,121.623001099
2883,康琳创意园,浦东-北蔡/塘桥- 杨高南路2875号, 纯写字楼(甲级), 2010 1, 8, 6元/m²•月,,,浦东,北蔡/塘桥,浦东 北蔡/塘桥 康琳创意园,31.1820907593,121.526901245
2884,恒安大厦,闸北-火车站- 曲阜西路268号, (甲级), 1998 1, 31, 1.7元/m²•月,,,闸北,火车站,闸北 火车站 恒安大厦,31.246969223,121.47379303
2885,弘轩大楼,浦东-金桥开发区- 金穗路1268号, 纯写字楼(丙级), 1996 3, 6, 6元/m²•月,,,浦东,金桥开发区,浦东 金桥开发区 弘轩大楼,31.2520370483,121.631591797
2887,东海商业中心一期,黄浦-人民广场- 延安东路588号, 纯写字楼(甲级), 1995 6, 23, 25元/m²•月,5.07元/m²•天,30500元/m²,黄浦,人民广场,黄浦 人民广场 东海商业中心一期,31.2361907959,121.487030029
2888,腾飞浦汇大厦,黄浦-外滩- 福州路319号, 纯写字楼(甲级), 2012 7, 24, 29元/m²•月,7.96元/m²•天,,黄浦,外滩,黄浦 外滩 腾飞浦汇大厦,31.2404842377,121.490760803
