,name,address,type,buil_time,floors,property_fee,rent,rent_more,area,location,address_for_coordinate,latitude,longitude
964,上海国峰科技大厦,徐汇-万体馆- 中山西路1279号6号, 纯写字楼(乙级), 2001 4, 13, 16元/m²•月,3.55元/m²•天,,徐汇,万体馆,徐汇 万体馆 上海国峰科技大厦,31.1982574463,121.427177429
965,永新商务楼,卢湾-打浦桥- 瞿溪路, 商业综合体楼(乙级), 2001 3, 15, 8元/m²•月,,,卢湾,打浦桥,卢湾 打浦桥 永新商务楼,31.2134399414,121.474891663
966,金融街海伦中心,虹口-北外滩- 虹口区四平路96号, 纯写字楼(甲级), , , ,6.08元/m²•天,,虹口,北外滩,虹口 北外滩 金融街海伦中心,31.2642841339,121.495674133
967,嘉和美舍,静安-静安寺- 花园路16号, 纯写字楼(乙级), 2006 1, 21, 20元/m²•月,,,静安,静安寺,静安 静安寺 嘉和美舍,31.2297477722,121.451797485
968,宝胜国际财富中心,松江-松江- 松江区宝胜路18号, 纯写字楼(甲级), 2010 3, 12, 2.2元/m²•月,,,松江,松江,松江 松江 宝胜国际财富中心,31.0285358429,121.274520874
969,云海大厦,徐汇-淮海西路- 上海淮海中路1333号, 纯写字楼(乙级), 1998 10, 24, 25元/m²•月,2.94元/m²•天,,徐汇,淮海西路,徐汇 淮海西路 云海大厦,31.2181034088,121.455909729
970,骏利财富大厦,宝山-共康- 共和新路5199号, 纯写字楼(乙级), 2009 7, 22, 6元/m²•月,2.94元/m²•天,,宝山,共康,宝山 共康 骏利财富大厦,31.3319072723,121.451774597
971,科中大厦,静安-南京西路- 中山北二路1800号, 纯写字楼(甲级), , , ,,,静安,南京西路,静安 南京西路 科中大厦,31.2344989777,121.46308136
972,中友大厦,普陀-曹杨- 曹杨路1040弄, 纯写字楼(乙级), 2004 2, 28, 3.5元/m²•月,2.53元/m²•天,,普陀,曹杨,普陀 曹杨 中友大厦,31.251209259,121.415992737
973,共和大厦,闸北-闸北公园- 共和新路938号, 纯写字楼(乙级), 2005 3, 24, 3元/m²•月,2.04元/m²•天,26600元/m²,闸北,闸北公园,闸北 闸北公园 共和大厦,31.2652816772,121.468513489
974,徐家汇国际,徐汇-徐家汇- 肇嘉浜路1033号, 纯写字楼(甲级), 2005 1, 19, 28元/m²•月,5.88元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 徐家汇国际,31.2002086639,121.443481445
976,博海商务楼,杨浦-平凉/杨浦外滩- 隆昌路208号, 纯写字楼(乙级), 2008 12, 5, 12元/m²•月,,,杨浦,平凉/杨浦外滩,杨浦 平凉/杨浦外滩 博海商务楼,31.2761878967,121.554931641
977,金隆物业大楼,卢湾-打浦桥- 中山南路617号, 纯写字楼(乙级), 2005 2, 5, 12元/m²•月,7.48元/m²•天,,卢湾,打浦桥,卢湾 打浦桥 金隆物业大楼,31.2134399414,121.474891663
978,尚街LOFT,徐汇-衡山路/肇嘉浜- 建国西路283号, 商业综合体楼(乙级), 2007 10, 8, 26元/m²•月,4.06元/m²•天,,徐汇,衡山路/肇嘉浜,徐汇 衡山路/肇嘉浜 尚街LOFT,31.2105464935,121.466911316
979,科乐苑办公楼,徐汇-衡山路/肇嘉浜- 斜土路2084号, 纯写字楼(甲级), 1998 1, 18, 1.4元/m²•月,,,徐汇,衡山路/肇嘉浜,徐汇 衡山路/肇嘉浜 科乐苑办公楼,31.199514389,121.457122803
980,月月光伯爵天地,嘉定-嘉定城区- 陈家山路388弄, 纯写字楼(甲级), , , ,2.53元/m²•天,,嘉定,嘉定城区,嘉定 嘉定城区 月月光伯爵天地,31.4009742737,121.250259399
981,富力虹桥十号,闵行-虹桥镇- 宁虹路6号, 纯写字楼(甲级), , , ,4.06元/m²•天,40000元/m²,闵行,虹桥镇,闵行 虹桥镇 富力虹桥十号,31.1816043854,121.389411926
982,政华商务大厦,普陀-甘泉宜川- 中山北路1775号, 纯写字楼(甲级), 2005 8, 24, 15元/m²•月,,,普陀,甘泉宜川,普陀 甘泉宜川 政华商务大厦,31.2584991455,121.440856934
983,天物空间,浦东-源深洋泾- 杨高中路2108号, 纯写字楼(甲级), 2016 02, 8, 25元/m²•月,6.59元/m²•天,,浦东,源深洋泾,浦东 源深洋泾 天物空间,30.8843860626,121.40864563
984,增泽世贸大楼,长宁-延安西路- 延安西路1590号, 纯写字楼(乙级), 1996 1, 10, 30元/m²•月,3.05元/m²•天,,长宁,延安西路,长宁 延安西路 增泽世贸大楼,31.2146072388,121.426300049
985,Workingdom PLUS淮海中路长乐店,徐汇-淮海西路- 新乐路134弄2号, 纯写字楼(甲级), 2017 4, 3, 1元/m²•月,,,徐汇,淮海西路,徐汇 淮海西路 Workingdom PLUS淮海中路长乐店,31.2050380707,121.433059692
986,大卫国际大厦,嘉定-嘉定城区- 阿克苏路1187号, 纯写字楼(乙级), 2005 6, 27, 2元/m²•月,2.43元/m²•天,,嘉定,嘉定城区,嘉定 嘉定城区 大卫国际大厦,31.3534412384,121.266242981
987,上海国际贸易中心,长宁-虹桥开发区- 延安西路2200号, 纯写字楼(甲级), 1990 1, 37, 25元/m²•月,6.08元/m²•天,,长宁,虹桥开发区,长宁 虹桥开发区 上海国际贸易中心,31.2083282471,121.410522461
988,南苏州路独栋,黄浦-人民广场- 南苏州路1230弄, 纯写字楼(甲级), , , ,5.33元/m²•天,,黄浦,人民广场,黄浦 人民广场 南苏州路独栋,31.2360095978,121.478942871
989,宜山路,闵行-莘庄- 宜山路288弄, 纯写字楼(甲级), 1988 11, 25, ,,,闵行,莘庄,闵行 莘庄 宜山路,31.1807804108,121.423675537
990,现代物流大厦,徐汇-漕河泾- 虹漕路448号, 纯写字楼(甲级), 2004 1, 15, 23元/m²•月,3.45元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 现代物流大厦,31.1829395294,121.415901184
991,悦海国际,嘉定-江桥- 滨海镇通源东路66号, 纯写字楼(甲级), 2010 12, 0, ,,,嘉定,江桥,嘉定 江桥 悦海国际,31.2653598785,121.352172852
992,合景理想家,嘉定-嘉定城区- 希望路978弄, 纯写字楼(甲级), 2015 7, , ,null,,嘉定,嘉定城区,嘉定 嘉定城区 合景理想家,31.3894863129,121.259674072
993,SOHO中山广场,长宁-虹桥开发区- 中山西路1055号, 纯写字楼(甲级), 2011 7, 23, 28元/m²•月,5.5元/m²•天,41095元/m²,长宁,虹桥开发区,长宁 虹桥开发区 SOHO中山广场,31.2157382965,121.414268494
994,徐汇滨江大厦,徐汇-龙华- 龙腾大道2815号, 纯写字楼(甲级), , 5, 25元/m²•月,5.58元/m²•天,,徐汇,龙华,徐汇 龙华 徐汇滨江大厦,31.1749076843,121.465652466
995,上置金融大厦,卢湾-打浦桥- 打浦路15号, 纯写字楼(甲级), 2012 11, 46, 32元/m²•月,5.88元/m²•天,35500元/m²,卢湾,打浦桥,卢湾 打浦桥 上置金融大厦,31.2104797363,121.477653503
996,湖南大厦,普陀-长寿路- 长寿路748弄1号, 综合写字楼(乙级), 1998 2, 12, 3元/m²•月,,,普陀,长寿路,普陀 长寿路 湖南大厦,31.2435588837,121.438171387
997,仁恒广场大厦,浦东-北蔡/塘桥- 茂兴路90号, 纯写字楼(丙级), 1994 8, 25, 2.8元/m²•月,2.18元/m²•天,,浦东,北蔡/塘桥,浦东 北蔡/塘桥 仁恒广场大厦,31.2153224945,121.520393372
998,金峰大厦,闸北-火车站- 恒丰路31号, 综合写字楼(乙级), 1996 12, 28, 4元/m²•月,3.06元/m²•天,,闸北,火车站,闸北 火车站 金峰大厦,31.2460575104,121.465141296
999,科美商务中心,长宁-中山公园- 中山西路1245号, 纯写字楼(甲级), 2000 12, 6, 15元/m²•月,,,长宁,中山公园,长宁 中山公园 科美商务中心,31.2005081177,121.425102234
1000,静安中华大厦,静安-静安寺- 北京西路1071号, 纯写字楼(甲级), 2005 3, 30, 24元/m²•月,6.08元/m²•天,,静安,静安寺,静安 静安寺 静安中华大厦,31.2318668365,121.450683594
1001,建配龙综合楼,黄浦-人民广场- 长逸路115号, (乙级), , 0, ,,,黄浦,人民广场,黄浦 人民广场 建配龙综合楼,31.2360095978,121.478942871
1002,绿地嘉创国际,嘉定-嘉定城区- 沪宜公路3113号, 纯写字楼(甲级), 2010 6, 26, 10元/m²•月,null,,嘉定,嘉定城区,嘉定 嘉定城区 绿地嘉创国际,31.3894863129,121.259674072
1003,兴园373号,虹口-凉城路/虹口足球场- 中兴路373号, 纯写字楼(甲级), , 0, 18元/m²•月,3.55元/m²•天,,虹口,凉城路/虹口足球场,虹口 凉城路/虹口足球场 兴园373号,31.2772426605,121.48714447
1004,黄埔独栋园区办公楼紧邻滨江,黄浦-外滩- 黄浦-西藏南路-黄埔独栋园区办公楼紧邻滨江 浦西世博园附近, 纯写字楼(甲级), , 30, 12元/m²•月,null,,黄浦-外滩- 黄浦,西藏南路,黄浦-外滩- 黄浦 西藏南路 黄埔独栋园区办公楼紧邻滨江,31.2130222321,121.510597229
1005,嘉华国际,嘉定-嘉定城区- 嘉罗公路368号, 综合写字楼(乙级), 2012 9, 45, 6元/m²•月,,,嘉定,嘉定城区,嘉定 嘉定城区 嘉华国际,31.3847923279,121.269416809
1006,绿洲湖畔花园,普陀-甘泉宜川- 金沙江路1698弄, 纯写字楼(甲级), 2008 9, 30, 2元/m²•月,,,普陀,甘泉宜川,普陀 甘泉宜川 绿洲湖畔花园,31.2403373718,121.387573242
1007,西藏北路3G软件园,闸北-火车站- 西藏北路605号, 纯写字楼(甲级), 2008 6, 5, 0.5元/m²•月,,,闸北,火车站,闸北 火车站 西藏北路3G软件园,31.2465934753,121.478248596
1008,永新广场,黄浦-南京东路- 上海黄浦区南京西路128号, 纯写字楼(甲级), 1996 5, 22, 35元/m²•月,8.11元/m²•天,,黄浦,南京东路,黄浦 南京东路 永新广场,31.240064621,121.47869873
1009,泰富商业广场,宝山-大华- 水产路2399号, 纯写字楼(甲级), 2008 10, 10, 9.8元/m²•月,null,,宝山,大华,宝山 大华 泰富商业广场,31.3734073639,121.451713562
1010,安基商厦,黄浦-人民广场- 广西北路528号, 纯写字楼(甲级), 1998 7, 16, 10元/m²•月,null,,黄浦,人民广场,黄浦 人民广场 安基商厦,31.2360095978,121.478942871
1011,中信大厦,浦东-世博- 世博馆路138号, 纯写字楼(甲级), 2017 05, 15, 30元/m²•月,5.93元/m²•天,,浦东,世博,浦东 世博 中信大厦,31.1892547607,121.494232178
1012,新地大厦,黄浦-老西门- 国货路8号, 纯写字楼(甲级), 1998 1, 6, 3元/m²•月,,,黄浦,老西门,黄浦 老西门 新地大厦,31.2133369446,121.504440308
1013,制造局创意园一期,卢湾-打浦桥- 蒙自路169弄, 纯写字楼(甲级), 2007 8, 5, 15元/m²•月,4.66元/m²•天,,卢湾,打浦桥,卢湾 打浦桥 制造局创意园一期,31.2165603638,121.511428833
1014,盛创企业家园,嘉定-嘉定城区- 嘉罗公路1661弄, 商业综合体楼(甲级), 2013 6, 5, 3.5元/m²•月,1.62元/m²•天,,嘉定,嘉定城区,嘉定 嘉定城区 盛创企业家园,31.4061450958,121.280799866
1015,汇丰创意园,徐汇-龙华- 喜泰路239号, 纯写字楼(乙级), 2006 11, 4, 2元/m²•月,,,徐汇,龙华,徐汇 龙华 汇丰创意园,31.1546154022,121.459197998
1016,彭浦科技园,闸北-彭浦- 江场西路1577号, 纯写字楼(甲级), , 4, 12元/m²•月,2.84元/m²•天,,闸北,彭浦,闸北 彭浦 彭浦科技园,31.3010025024,121.429969788
1017,乐业天地创意园,徐汇-漕河泾- 田林路418号, 纯写字楼(甲级), , 0, 10.5元/m²•月,3.3元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 乐业天地创意园,31.1728801727,121.402534485
1018,强生营运大楼,长宁-天山路- 天山路601号, 纯写字楼(甲级), 2011 10, 14, 28元/m²•月,4.06元/m²•天,,长宁,天山路,长宁 天山路 强生营运大楼,31.2188358307,121.400421143
1019,北美广场,杨浦-控江- 昆明路518号, 纯写字楼(甲级), 2010 9, 23, 22元/m²•月,5.07元/m²•天,32000元/m²,杨浦,控江,杨浦 控江 北美广场,31.2657089233,121.519355774
1020,汇金大厦,黄浦-南京东路- 汉口路515号, 纯写字楼(甲级), 1996 , 29, 26元/m²•月,null,,黄浦,南京东路,黄浦 南京东路 汇金大厦,31.2399253845,121.487190247
1021,中友中谊大厦,普陀-曹杨- 曹杨路1040弄1号, 纯写字楼(乙级), 1999 6, 28, 3.5元/m²•月,2.43元/m²•天,11000元/m²,普陀,曹杨,普陀 曹杨 中友中谊大厦,31.2511749268,121.416053772
1022,中核浦原科技园,徐汇-漕河泾- 桂林路396号, 纯写字楼(甲级), 2004 6, 13, 9元/m²•月,4.74元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 中核浦原科技园,31.1742649078,121.423805237
1023,长宁时尚产业园,徐汇-漕河泾- 剑河路200号, 纯写字楼(甲级), , 5, ,,,徐汇,漕河泾,徐汇 漕河泾 长宁时尚产业园,31.1717357635,121.43586731
1024,海上颐和城SOHO中心,杨浦-黄兴公园- 安波路333号, 纯写字楼(乙级), 2012 05, 14, 4.8元/m²•月,,,杨浦,黄兴公园,杨浦 黄兴公园 海上颐和城SOHO中心,31.2991085052,121.5362854
1025,智苑创意园,闸北-大宁绿地- 共和新路2802号, 纯写字楼(甲级), , 0, 15元/m²•月,3.47元/m²•天,,闸北,大宁绿地,闸北 大宁绿地 智苑创意园,31.2548942566,121.455688477
1026,宝轻大厦,徐汇-衡山路/肇嘉浜- 桃江路8号, 纯写字楼(甲级), 1999 10, 9, 3元/m²•月,,,徐汇,衡山路/肇嘉浜,徐汇 衡山路/肇嘉浜 宝轻大厦,31.2157840729,121.457679749
1027,产业大楼园,闵行-浦江- 联航路1588号, 纯写字楼(甲级), 2017 03, 9, 7.5元/m²•月,1.62元/m²•天,,闵行,浦江,闵行 浦江 产业大楼园,31.0935382843,121.42502594
1028,海话剧艺术中心大厦,静安-静安寺- 安福路288号, 纯写字楼(甲级), 2001 1, 11, 2元/m²•月,,,静安,静安寺,静安 静安寺 海话剧艺术中心大厦,31.2297477722,121.451797485
1029,绿地公元1860,宝山-顾村- 富长路1118弄, 纯写字楼(甲级), 2012 9, 0, ,,,宝山,顾村,宝山 顾村 绿地公元1860,31.3614387512,121.424858093
1030,钱江商务大厦,长宁-古北- 伊犁南路111号, 纯写字楼(乙级), 2003 10, 19, 24元/m²•月,3.35元/m²•天,,长宁,古北,长宁 古北 钱江商务大厦,31.2002620697,121.400032043
1031,飞乐大厦二期,闸北-大宁绿地- 永和路390号, 纯写字楼(甲级), 2015 6, 10, 10元/m²•月,3.55元/m²•天,,闸北,大宁绿地,闸北 大宁绿地 飞乐大厦二期,31.2946357727,121.449234009
1032,万向大厦,浦东-陆家嘴- 陆家嘴西路99号, 纯写字楼(甲级), 2009 8, 19, 28元/m²•月,,,浦东,陆家嘴,浦东 陆家嘴 万向大厦,31.2434673309,121.504142761
1033,齐来大厦,徐汇-漕河泾- 宜山路889号, 纯写字楼(乙级), 2009 8, 24, 8元/m²•月,3.55元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 齐来大厦,31.1767616272,121.411849976
1034,苏河汇,普陀-曹杨- 光复西路1107号, 纯写字楼(乙级), 2009 8, 5, 15元/m²•月,3.85元/m²•天,,普陀,曹杨,普陀 曹杨 苏河汇,31.2346534729,121.429443359
1035,北大二期孵化器大楼,浦东-张江高科- 盛夏路560号, 纯写字楼(甲级), 2009 9, 8, 12元/m²•月,3.85元/m²•天,,浦东,张江高科,浦东 张江高科 北大二期孵化器大楼,30.8843860626,121.40864563
1036,新华红星国际广场,闵行-龙柏- 闵行虹井路188号, 纯写字楼(甲级), , , ,,,闵行,龙柏,闵行 龙柏 新华红星国际广场,31.180765152,121.37902832
1037,三九商务楼,杨浦-平凉/杨浦外滩- 吉林路60号, 纯写字楼(乙级), 2009 1, 7, 5元/m²•月,3.21元/m²•天,,杨浦,平凉/杨浦外滩,杨浦 平凉/杨浦外滩 三九商务楼,31.2672481537,121.526771545
1038,海泰时代大厦,虹口-四川北路- 武进路289号, 纯写字楼(甲级), 2006 12, 17, 19.5元/m²•月,2.54元/m²•天,32690元/m²,虹口,四川北路,虹口 四川北路 海泰时代大厦,31.2574920654,121.491920471
1039,永业商务楼,浦东-北蔡/塘桥- 浦东南路2240号, 纯写字楼(乙级), 1998 6, 18, 10元/m²•月,,,浦东,北蔡/塘桥,浦东 北蔡/塘桥 永业商务楼,31.2113456726,121.520393372
1040,凌空SOHO,长宁-虹桥临空经济园区- 金钟路广顺北路, 纯写字楼(甲级), , 11, 24元/m²•月,4.07元/m²•天,,长宁,虹桥临空经济园区,长宁 虹桥临空经济园区 凌空SOHO,31.2276096344,121.35900116
1041,长征大厦,闸北-火车站- 中兴路241弄, 纯写字楼(甲级), 1998 8, 25, 20元/m²•月,,,闸北,火车站,闸北 火车站 长征大厦,31.2658996582,121.483795166
1042,海港国际商贸楼,奉贤-奉贤- 浦东新区惠南镇新场公路海尚路, 纯写字楼(甲级), 2016 12, 12, 1.25元/m²•月,,,奉贤,奉贤,奉贤 奉贤 海港国际商贸楼,30.9151210785,121.560638428
1043,西郊商务区,嘉定-江桥- 金沙江西路1555弄, 纯写字楼(乙级), 2013 3, 9, 6元/m²•月,null,,嘉定,江桥,嘉定 江桥 西郊商务区,31.2447872162,121.338279724
1044,上海工商联大厦,黄浦-外滩- 上海黄浦区延安东路55号, 纯写字楼(乙级), 1998 3, 35, 18.3元/m²•月,,,黄浦,外滩,黄浦 外滩 上海工商联大厦,31.2369594574,121.495849609
1045,喜马拉雅中心,浦东-世纪公园- 丁香路1208号, 商业综合体楼(甲级), 2010 8, 14, 2元/m²•月,,,浦东,世纪公园,浦东 世纪公园 喜马拉雅中心,31.2227668762,121.559333801
1046,上海国际汽车城产业创新园,嘉定-安亭- 宝安公路4199号, 纯写字楼(甲级), , , ,1.83元/m²•天,,嘉定,安亭,嘉定 安亭 上海国际汽车城产业创新园,31.3009204865,121.168922424
1047,兴江国贸大楼,浦东-外高桥- 港澳路239号, 纯写字楼(乙级), 2003 7, 0, ,,,浦东,外高桥,浦东 外高桥 兴江国贸大楼,31.3212757111,121.621734619
1048,上河商务园,浦东-浦东外环- 南芦公路193号, 纯写字楼(乙级), 2008 1, , 3.8元/m²•月,null,,浦东,浦东外环,浦东 浦东外环 上河商务园,31.0199260712,121.720481873
1049,中金国际广场C座,徐汇-徐家汇- 漕溪北路333号, 纯写字楼(甲级), 2009 5, 17, 25.5元/m²•月,4.17元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 中金国际广场C座,31.1971626282,121.444831848
1050,曹安路.,嘉定-丰庄- 曹安路1911弄, 纯写字楼(甲级), 2010 9, 10, 8元/m²•月,,,嘉定,丰庄,嘉定 丰庄 曹安路.,31.2525939941,121.369720459
1051,瑞华宝都,宝山-大华- 牡丹江路186弄1号, 纯写字楼(甲级), 2006 02, 0, ,,,宝山,大华,宝山 大华 瑞华宝都,31.3838367462,121.503738403
1052,天合大厦,静安-曹家渡- 康定路980弄, 综合写字楼(乙级), 2000 3, 26, 8元/m²•月,,,静安,曹家渡,静安 曹家渡 天合大厦,31.2376594543,121.444801331
1053,新思大厦,徐汇-漕河泾- 宜山路926号, 纯写字楼(甲级), 2008 12, 25, 7.8元/m²•月,3.55元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 新思大厦,31.1773166656,121.404998779
1054,世和中心,浦东-张江高科- 祖冲之路2277号, 商业综合体楼(甲级), 2010 12, 13, 23元/m²•月,4.26元/m²•天,,浦东,张江高科,浦东 张江高科 世和中心,31.2179489136,121.632972717
1055,新明KIDMALL,嘉定-南翔- 浏翔公路138号, 纯写字楼(甲级), , , ,2.03元/m²•天,,嘉定,南翔,嘉定 南翔 新明KIDMALL,31.2988624573,121.320030212
1056,光启文化广场,徐汇-万体馆- 斜土路2899号, 纯写字楼(甲级), 2012 11, 14, 24元/m²•月,5.06元/m²•天,,徐汇,万体馆,徐汇 万体馆 光启文化广场,31.1920967102,121.447494507
1057,盛镛智慧科技园,浦东-川沙- 上海浦东新区宣秋路858号, 纯写字楼(乙级), 2016 12, 9, 6元/m²•月,,,浦东,川沙,浦东 川沙 盛镛智慧科技园,31.094625473,121.733840942
1058,南洋1931,徐汇-万体馆- 裕德路165号, 纯写字楼(甲级), 2017 7, 15, 32元/m²•月,4.36元/m²•天,,徐汇,万体馆,徐汇 万体馆 南洋1931,31.1946277618,121.448524475
1059,红园1058,闵行-莘庄- 顓兴东路1058号, 纯写字楼(甲级), 2011 8, 5, ,null,,闵行,莘庄,闵行 莘庄 红园1058,31.2432250977,121.461364746
1060,卓越世纪中心,近郊-奉贤- 望园南路269弄, 纯写字楼(甲级), 2013 9, 19, 7.8元/m²•月,,,近郊,奉贤,近郊 奉贤 卓越世纪中心,30.9352149963,121.489578247
1061,电科滨江中心,卢湾-打浦桥- 龙华东路647号, 纯写字楼(甲级), , 0, 30元/m²•月,5.21元/m²•天,,卢湾,打浦桥,卢湾 打浦桥 电科滨江中心,31.2134399414,121.474891663
1062,璞邸,松江-松江- 谷阳南路28弄, 酒店写字楼(乙级), 2011 1, 11, 3.85元/m²•月,,,松江,松江,松江 松江 璞邸,31.0109977722,121.244125366
1063,长宁旺角,长宁-北新泾- 北渔路82号, 纯写字楼(甲级), 2004 1, 36, 3.5元/m²•月,,,长宁,北新泾,长宁 北新泾 长宁旺角,31.2226085663,121.378494263
1064,凯德星贸中心,闸北-火车站- 恒通路268号, 纯写字楼(甲级), 2017 01, 30, 35元/m²•月,7.1元/m²•天,,闸北,火车站,闸北 火车站 凯德星贸中心,31.2880439758,121.457771301
1065,零号湾,闵行-春申/老闵行- 剑川路951号, 纯写字楼(甲级), , 0, 13.7元/m²•月,1.83元/m²•天,,闵行,春申/老闵行,闵行 春申/老闵行 零号湾,31.0328330994,121.428131104
1066,本本大厦,静安-江宁路- 西康路300号, 纯写字楼(乙级), 2006 11, 22, 27元/m²•月,,,静安,江宁路,静安 江宁路 本本大厦,31.2375183105,121.456848145
1067,联合大厦,普陀-曹杨- 中山北路2668号, 纯写字楼(甲级), 1989 12, 34, 10元/m²•月,2.84元/m²•天,,普陀,曹杨,普陀 曹杨 联合大厦,31.2478675842,121.427047729
1068,欧银中心,闵行-龙柏- 吴中路1369, 纯写字楼(乙级), 2008 11, 9, 13.8元/m²•月,4.06元/m²•天,,闵行,龙柏,闵行 龙柏 欧银中心,31.1777954102,121.38104248
1069,南京东路,黄浦-南京东路- 南京路步行街, 纯写字楼(甲级), , 51, ,,,黄浦,南京东路,黄浦 南京东路 南京东路,31.2428665161,121.490226746
1070,市北科技创业大厦,闸北-火车站- 秣陵路50号, 纯写字楼(丙级), 1999 12, 8, 15元/m²•月,,,闸北,火车站,闸北 火车站 市北科技创业大厦,31.2537631989,121.464790344
1071,东鼎大厦,徐汇-徐家汇- 西藏南路1313号, 纯写字楼(甲级), 2000 1, 7, 15元/m²•月,,,徐汇,徐家汇,徐汇 徐家汇 东鼎大厦,31.2002086639,121.443481445
1072,中科招商.国际财富中心,虹口-北外滩- 虹口区北外滩杨树浦路128号-138号, 纯写字楼(甲级), 2016 3, 10, 39元/m²•月,7.1元/m²•天,,虹口-北外滩, 虹口区北外滩杨树浦路128号,虹口-北外滩  虹口区北外滩杨树浦路128号 中科招商.国际财富中心,31.2566013336,121.519805908
1073,绿地北郊广场,宝山-顾村- 沪太路5255号, (甲级), 2012 6, 3, 7元/m²•月,1.66元/m²•天,20000元/m²,宝山,顾村,宝山 顾村 绿地北郊广场,31.3567123413,121.389221191
1074,张江云立方,青浦-青浦新城- 青浦新城周边, 纯写字楼(甲级), , , ,,,青浦,青浦新城,青浦 青浦新城 张江云立方,31.176656723,121.111206055
1075,世华国际广场,宝山-顾村- 水产路2659号, 商业综合体楼(甲级), 2010 10, 25, 9元/m²•月,null,,宝山,顾村,宝山 顾村 世华国际广场,31.3722305298,121.448226929
1076,海东大厦,浦东-世纪公园- 东方路135号, 纯写字楼(乙级), 2006 6, 12, 4.5元/m²•月,4.6元/m²•天,,浦东,世纪公园,浦东 世纪公园 海东大厦,31.2227668762,121.559333801
1077,海通证券大厦,黄浦-人民广场- 广东路689号, 纯写字楼(甲级), 2002 12, 35, 25元/m²•月,null,,黄浦,人民广场,黄浦 人民广场 海通证券大厦,31.2366199493,121.485343933
1078,财富108广场,闵行-七宝- 七莘路1839号, 纯写字楼(甲级), 2004 1, 27, 11.5元/m²•月,3.65元/m²•天,21080元/m²,闵行,七宝,闵行 七宝 财富108广场,31.1407051086,121.36857605
1079,国锋科技中心大厦,长宁-古北- 中山西路1257号, 纯写字楼(甲级), , 15, ,,,长宁,古北,长宁 古北 国锋科技中心大厦,31.2102451324,121.409255981
1080,现代大厦,徐汇-衡山路/肇嘉浜- 复兴中路1255号, 纯写字楼(乙级), 1997 12, 18, 5元/m²•月,null,,徐汇,衡山路/肇嘉浜,徐汇 衡山路/肇嘉浜 现代大厦,31.2183322906,121.463615417
1081,江苏大厦,浦东-八佰伴- 崂山西路528号, 纯写字楼(甲级), 1998 5, 46, 20元/m²•月,4.72元/m²•天,,浦东,八佰伴,浦东 八佰伴 江苏大厦,31.233335495,121.529830933
1082,坤阳国际商务广场,徐汇-衡山路/肇嘉浜- 肇嘉浜路798号, 纯写字楼(甲级), 1997 1, 18, 12元/m²•月,4.06元/m²•天,23000元/m²,徐汇,衡山路/肇嘉浜,徐汇 衡山路/肇嘉浜 坤阳国际商务广场,31.2046527863,121.451980591
1083,汇尚商务楼,普陀-曹杨- 曹杨路930号, 纯写字楼(乙级), 1998 5, 4, 6元/m²•月,,,普陀,曹杨,普陀 曹杨 汇尚商务楼,31.2489700317,121.416786194
1084,都市总部大楼,黄浦-人民广场- 西藏中路168号, 纯写字楼(甲级), 2006 12, 26, 31.5元/m²•月,5.07元/m²•天,,黄浦,人民广场,黄浦 人民广场 都市总部大楼,31.2368774414,121.484207153
1085,莲谷产业园,闵行-春申/老闵行- 闵行区莲花南路2899号, 纯写字楼(乙级), 2015 4, 10, 6元/m²•月,1.63元/m²•天,,闵行,春申/老闵行,闵行 春申/老闵行 莲谷产业园,31.0148181915,121.424430847
1086,福申大厦,黄浦-人民广场- 北海路8号, 纯写字楼(乙级), 1997 12, 20, 12.5元/m²•月,2.99元/m²•天,20000元/m²,黄浦,人民广场,黄浦 人民广场 福申大厦,31.2371807098,121.48853302
1087,优房创意园,闵行-七宝- 顾戴路2582号, 纯写字楼(甲级), 2014 12, 5, 13.5元/m²•月,3.24元/m²•天,,闵行,七宝,闵行 七宝 优房创意园,31.2548942566,121.455688477
1088,福德商务中心北楼,虹口-四川北路- 四川北路1688号, 纯写字楼(乙级), 1996 1, 25, 22.5元/m²•月,null,,虹口,四川北路,虹口 四川北路 福德商务中心北楼,31.2641582489,121.489891052
1089,伍佰视觉园,徐汇-徐家汇- 瑞金南路500号, 纯写字楼(甲级), 2011 8, 6, 15元/m²•月,4.06元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 伍佰视觉园,31.2002086639,121.443481445
1090,金桥出口加工区,浦东-金桥开发区- 宁桥路999号, 纯写字楼(丙级), , 6, ,,,浦东,金桥开发区,浦东 金桥开发区 金桥出口加工区,31.2520370483,121.631591797
1091,上海晶碧产业园,闵行-春申/老闵行- 都会路1999号, 纯写字楼(丙级), 2011 12, 5, 5元/m²•月,1.52元/m²•天,,闵行,春申/老闵行,闵行 春申/老闵行 上海晶碧产业园,31.0148181915,121.424430847
1092,上海出版大楼,徐汇-漕河泾- 钦州南路81号, 商业综合体楼(甲级), 2001 12, 20, 18元/m²•月,2.89元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 上海出版大楼,31.1672763824,121.436058044
