,Unnamed: 0,name,address,type,buil_time,floors,property_fee,rent,rent_more,area,location,address_for_coordinate,latitude,longitude
1443,1449,上海谊莱创意园,闵行-七宝- 闵行友东路479号, 纯写字楼(甲级), 2016 09, 2, 15元/m²•月,2.74元/m²•天,,闵行,七宝,闵行 七宝 上海谊莱创意园,31.2548942566,121.455688477
1444,1450,海博大楼,闸北-彭浦- 共和新路3651号, 纯写字楼(甲级), 2008 3, 7, 6元/m²•月,3.04元/m²•天,,闸北,彭浦,闸北 彭浦 海博大楼,31.3096446991,121.456466675
1445,1451,碧云公馆,浦东-金桥开发区- 浙桥路289号, 纯写字楼(甲级), 2011 11, 26, 18元/m²•月,2.23元/m²•天,18000元/m²,浦东,金桥开发区,浦东 金桥开发区 碧云公馆,31.2589893341,121.608337402
1446,1452,张江智创,浦东-张江高科- 凯庆路131号, 纯写字楼(甲级), , 4, 10元/m²•月,4.06元/m²•天,,浦东,张江高科,浦东 张江高科 张江智创,31.2108249664,121.591850281
1449,1455,同盛大厦,浦东-竹园商贸区- 福山路458号, 纯写字楼(甲级), 2005 6, 25, 24元/m²•月,6.08元/m²•天,38000元/m²,浦东,竹园商贸区,浦东 竹园商贸区 同盛大厦,31.2291488647,121.537734985
1451,1457,均瑶国际广场,徐汇-徐家汇- 肇家浜路746号, 纯写字楼(甲级), 2003 1, 17, 25元/m²•月,4.87元/m²•天,25898元/m²,徐汇,徐家汇,徐汇 徐家汇 均瑶国际广场,31.2044372559,121.454872131
1452,1458,恒基不夜城广场,闸北-火车站- 天目西路547号, 综合写字楼(丙级), 1997 1, 30, 38元/m²•月,2.84元/m²•天,,闸北,火车站,闸北 火车站 恒基不夜城广场,31.2519245148,121.456535339
1453,1459,台尚创意园,闵行-七宝- 吴宝路428号, 纯写字楼(甲级), 2015 6, 4, 12元/m²•月,3.35元/m²•天,,闵行,七宝,闵行 七宝 台尚创意园,31.1710968018,121.354568481
1454,1460,嘉华中心,徐汇-淮海西路- 上海淮海中路1068号, 纯写字楼(甲级), 2005 1, 45, 35元/m²•月,8.11元/m²•天,,徐汇,淮海西路,徐汇 淮海西路 嘉华中心,31.2223892212,121.462692261
1455,1461,长风国际大厦,普陀-长风商务区- 云岭东路89号, 纯写字楼(甲级), 2010 4, 22, 20元/m²•月,3.85元/m²•天,,普陀,长风商务区,普陀 长风商务区 长风国际大厦,31.2287273407,121.400360107
1456,1462,城开中心,闵行-南方商城- 闵行区万源路99弄, 纯写字楼(甲级), 2014 8, 30, 32元/m²•月,4.56元/m²•天,,闵行,南方商城,闵行 南方商城 城开中心,31.1369552612,121.404159546
1457,1463,达人湾创智广场,闸北-火车站- 中山北路756号, 纯写字楼(丙级), , 6, 15元/m²•月,2.53元/m²•天,,闸北,火车站,闸北 火车站 达人湾创智广场,31.2661895752,121.466270447
1458,1464,汇嘉大厦,徐汇-徐家汇- 漕溪北路41号, 纯写字楼(丙级), 1997 , 28, 5元/m²•月,3.24元/m²•天,24401元/m²,徐汇,徐家汇,徐汇 徐家汇 汇嘉大厦,31.1985263824,121.44568634
1462,1469,玛伊莎,松江-松江- 徐塘路88号, 纯写字楼(甲级), 2014 06, 19, 2元/m²•月,1.01元/m²•天,,松江,松江,松江 松江 玛伊莎,31.0212440491,121.226791382
1464,1471,森兰国际,浦东-外高桥- 洲海路999号, 纯写字楼(甲级), , 0, 30元/m²•月,2.03元/m²•天,,浦东,外高桥,浦东 外高桥 森兰国际,31.3210792542,121.594352722
1466,1473,上海国际设计中心,杨浦-黄兴公园- 国康路100号, 纯写字楼(甲级), 2010 9, 25, 17.8元/m²•月,3.85元/m²•天,25000元/m²,杨浦,黄兴公园,杨浦 黄兴公园 上海国际设计中心,31.2926216125,121.508834839
1468,1475,嘉立国际广场,松江-松江- 广富林路697弄, 纯写字楼(甲级), , 21, 4.8元/m²•月,1.37元/m²•天,,松江,松江,松江 松江 嘉立国际广场,31.0615921021,121.250915527
1470,1477,虹桥电子时代广场,长宁-天山路- 天山支路160、168号, 纯写字楼(甲级), 2005 4, 11, 3.8元/m²•月,2.33元/m²•天,,长宁,天山路,长宁 天山路 虹桥电子时代广场,31.2172546387,121.408561707
1471,1478,天宝华庭,虹口-临平/和平公园- 四平路775号, 纯写字楼(甲级), 2004 7, 22, 4元/m²•月,3.04元/m²•天,29000元/m²,虹口,临平/和平公园,虹口 临平/和平公园 天宝华庭,31.2785663605,121.505401611
1474,1481,越界智慧谷,徐汇-上海南站- 石龙路329号, 纯写字楼(甲级), , 0, 15元/m²•月,3.24元/m²•天,,徐汇,上海南站,徐汇 上海南站 越界智慧谷,31.2037200928,121.482887268
1476,1483,时亦商务大厦,松江-松江- 茸兴路285号, 纯写字楼(甲级), 2017 2, 12, 5元/m²•月,1.62元/m²•天,,松江,松江,松江 松江 时亦商务大厦,31.0443935394,121.255966187
1478,1485,徐航大厦,徐汇-徐家汇- 漕溪北路45号, 纯写字楼(甲级), , 0, 25元/m²•月,6.08元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 徐航大厦,31.2002086639,121.443481445
1479,1486,嘉里不夜城,闸北-火车站- 天目西路218号, 纯写字楼(甲级), 1996 12, 38, 30元/m²•月,4.06元/m²•天,26048元/m²,闸北,火车站,闸北 火车站 嘉里不夜城,31.2513542175,121.463195801
1481,1488,隆宇国际商务广场,闸北-火车站- 恒丰路299号, 商业综合体楼(甲级), 2012 5, 25, 28元/m²•月,5.88元/m²•天,,闸北,火车站,闸北 火车站 隆宇国际商务广场,31.2498760223,121.462654114
1483,1490,申鑫大厦,黄浦-城隍庙- 上海黄浦区宁海东路200号, 纯写字楼(甲级), 1996 1, 28, 21元/m²•月,2.84元/m²•天,22000元/m²,黄浦,城隍庙,黄浦 城隍庙 申鑫大厦,31.2352104187,121.48815918
1484,1491,金嘉商务广场,嘉定-嘉定城区- 天祝路789弄, 纯写字楼(甲级), , 0, 6元/m²•月,1.52元/m²•天,,嘉定,嘉定城区,嘉定 嘉定城区 金嘉商务广场,31.3494052887,121.262023926
1485,1492,漕河泾开发区科产楼C楼,徐汇-漕河泾- 宜山路900号, 纯写字楼(乙级), , 22, 7.50元/m²•月,3.95元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 漕河泾开发区科产楼C楼,31.1661968231,121.401725769
1487,1494,1933老场坊,虹口-四川北路- 沙泾路 10 号, 纯写字楼(乙级), 2006 1, 1, 18元/m²•月,3.85元/m²•天,,虹口,四川北路,虹口 四川北路 1933老场坊,31.2602233887,121.498817444
1492,1499,昭化德必易园,长宁-延安西路- 昭化路357号, 纯写字楼(甲级), , 0, 15元/m²•月,5.58元/m²•天,,长宁,延安西路,长宁 延安西路 昭化德必易园,31.2183208466,121.430648804
1499,1506,宝纳大厦,闵行-龙柏- 金汇路先锋街25号, 纯写字楼(甲级), 2008 12, 9, 20元/m²•月,3.24元/m²•天,,闵行,龙柏,闵行 龙柏 宝纳大厦,31.1821079254,121.382911682
1500,1507,莲花国际广场,闵行-春申/老闵行- 沪闵路7866号, 纯写字楼(甲级), 2016 12, 11, 26元/m²•月,4.06元/m²•天,,闵行,春申/老闵行,闵行 春申/老闵行 莲花国际广场,31.1394309998,121.409057617
1504,1511,华联创意广场,长宁-中山公园- 江苏北路125号, 纯写字楼(乙级), 2006 9, 12, 15元/m²•月,3.45元/m²•天,,长宁,中山公园,长宁 中山公园 华联创意广场,31.2330532074,121.430648804
1505,1512,陆家嘴钻石大厦,浦东-陆家嘴- 世界大道1710号, 纯写字楼(甲级), 2008 12, 14, 32元/m²•月,7.71元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 陆家嘴钻石大厦,31.2445545197,121.509902954
1506,1513,万科2049创意汇,浦东-上南地区- 东明路2100号, 纯写字楼(甲级), 2013 6, 4, 16元/m²•月,4.06元/m²•天,,浦东,上南地区,浦东 上南地区 万科2049创意汇,31.182264328,121.503608704
1508,1515,金昌商务中心,普陀-长寿路- 常德路1339号, 酒店写字楼(甲级), 2011 12, 7, 10元/m²•月,3.24元/m²•天,,普陀,长寿路,普陀 长寿路 金昌商务中心,31.2477645874,121.441177368
1509,1516,畅星大厦,浦东-张江高科- 碧波路888号, 纯写字楼(甲级), 2006 10, 5, 24元/m²•月,4.66元/m²•天,,浦东,张江高科,浦东 张江高科 畅星大厦,31.2034721375,121.590270996
1510,1517,恒汇国际大厦,闸北-火车站- 天目西路580号, 纯写字楼(甲级), 2010 7, 29, 27元/m²•月,5.05元/m²•天,,闸北,火车站,闸北 火车站 恒汇国际大厦,31.2524204254,121.459220886
1511,1518,绿地能源大厦,杨浦-五角场- 国定东路233号, 纯写字楼(甲级), 2009 10, 24, 25元/m²•月,3.04元/m²•天,19800元/m²,杨浦,五角场,杨浦 五角场 绿地能源大厦,31.3072376251,121.520629883
1513,1520,盛世莲花广场,闵行-虹桥镇- 吴中路1050号, 纯写字楼(乙级), 2006 1, 10, 9元/m²•月,3.55元/m²•天,21000元/m²,闵行,虹桥镇,闵行 虹桥镇 盛世莲花广场,31.183473587,121.394775391
1514,1521,联通大厦,长宁-中山公园- 长宁路1033号, 纯写字楼(甲级), , 0, 25元/m²•月,4.87元/m²•天,,长宁,中山公园,长宁 中山公园 联通大厦,31.2239189148,121.42326355
1518,1525,阳光科技大厦,静安-静安寺- 上海武定路1088号, 纯写字楼(乙级), 2005 6, 18, 22.5元/m²•月,3.45元/m²•天,,静安,静安寺,静安 静安寺 阳光科技大厦,31.2365131378,121.447341919
1520,1527,闵行高科技园,闵行-虹桥镇- 宜山路1618号, 纯写字楼(乙级), 2004 7, 8, 12元/m²•月,4.43元/m²•天,,闵行,虹桥镇,闵行 虹桥镇 闵行高科技园,31.1751174927,121.399803162
1521,1528,SOHO东海广场,静安-南京西路- 铜仁路299号, 纯写字楼(甲级), 2008 12, 50, 30元/m²•月,7.3元/m²•天,,静安,南京西路,静安 南京西路 SOHO东海广场,31.2335472107,121.455879211
1522,1529,虹桥南丰城,长宁-虹桥开发区- 遵义路100号, 纯写字楼(甲级), 2014 2, 6, 40元/m²•月,5.88元/m²•天,,长宁,虹桥开发区,长宁 虹桥开发区 虹桥南丰城,31.2128944397,121.414230347
1524,1531,联合滨江大厦,宝山-共富- 淞桥东路111号, 纯写字楼(甲级), 2007 , 20, 10元/m²•月,1.56元/m²•天,17000元/m²,宝山,共富,宝山 共富 联合滨江大厦,31.3770942688,121.500869751
1526,1533,金茂大厦,浦东-陆家嘴- 世纪大道88号, 纯写字楼(甲级), 1999 3, 88, 40元/m²•月,9.94元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 金茂大厦,31.2407646179,121.512184143
1527,1534,中房长治大楼,虹口-北外滩- 东长治路701号, 纯写字楼(乙级), 2008 1, 6, 23元/m²•月,3.82元/m²•天,,虹口,北外滩,虹口 北外滩 中房长治大楼,31.257598877,121.507957458
1528,1535,怡虹科技园,徐汇-漕河泾- 虹漕路39号, 纯写字楼(甲级), 2005 12, 12, 18元/m²•月,3.24元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 怡虹科技园,31.1765575409,121.415779114
1529,1536,源深商务楼,浦东-陆家嘴- 源深路280号, 纯写字楼(丙级), , 6, ,5.37元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 源深商务楼,31.2445545197,121.509902954
1530,1537,闵欣大厦,闵行-七宝- 友东路358号, 纯写字楼(甲级), 2012 10, 9, 6元/m²•月,2.43元/m²•天,,闵行,七宝,闵行 七宝 闵欣大厦,31.1323051453,121.360267639
1531,1538,置汇谷,虹口-凉城路/虹口足球场- 东体育会路860号, 纯写字楼(乙级), , 7, 15元/m²•月,4.06元/m²•天,,虹口,凉城路/虹口足球场,虹口 凉城路/虹口足球场 置汇谷,31.2772426605,121.48714447
1532,1539,新茂大厦,卢湾-淮海路/新天地- 太仓路233号, 纯写字楼(甲级), 2005 12, 30, 34.7元/m²•月,9.94元/m²•天,,卢湾,淮海路/新天地,卢湾 淮海路/新天地 新茂大厦,31.2266750336,121.480155945
1533,1540,外滩8号,黄浦-外滩- 中山东2路8号, 纯写字楼(甲级), , 0, 40元/m²•月,9.63元/m²•天,,黄浦,外滩,黄浦 外滩 外滩8号,31.2404060364,121.497177124
1536,1543,丽都大厦,卢湾-打浦桥- 中山一南路500弄1号, 纯写字楼(甲级), 2004 12, 35, 4.8元/m²•月,3.04元/m²•天,20000元/m²,卢湾,打浦桥,卢湾 打浦桥 丽都大厦,31.2047328949,121.492156982
1537,1544,建工大唐国际大厦,浦东-世纪公园- 樱花路868号, 纯写字楼(甲级), , 0, 29元/m²•月,8.27元/m²•天,,浦东,世纪公园,浦东 世纪公园 建工大唐国际大厦,31.2227668762,121.559333801
1538,1545,大虹桥国际中心,闵行-莘庄- 黎安路999号, 纯写字楼(甲级), 2016 12, 28, 28元/m²•月,4.56元/m²•天,,闵行,莘庄,闵行 莘庄 大虹桥国际中心,31.1301212311,121.367042542
1539,1546,博济上海智汇园,宝山-共康- 呼兰路911弄11号, 纯写字楼(甲级), 2012 8, 5, 9元/m²•月,2.33元/m²•天,,宝山,共康,宝山 共康 博济上海智汇园,31.3498535156,121.446022034
1541,1548,辽油大厦,长宁-中山公园- 定西路1100号, 纯写字楼(乙级), 2004 2, 11, 10元/m²•月,3.14元/m²•天,,长宁,中山公园,长宁 中山公园 辽油大厦,31.2180671692,121.430038452
1543,1550,海上海,杨浦-平凉/杨浦外滩- 大连路970号, 纯写字楼(甲级), 2006 12, 22, 12.8元/m²•月,3.85元/m²•天,22000元/m²,杨浦,平凉/杨浦外滩,杨浦 平凉/杨浦外滩 海上海,31.2727127075,121.515586853
1548,1556,宝鼎大厦,卢湾-打浦桥- 徐家汇路550号, 纯写字楼(甲级), 1998 1, 29, 12元/m²•月,3.55元/m²•天,,卢湾,打浦桥,卢湾 打浦桥 宝鼎大厦,31.212228775,121.47706604
1549,1557,长泰企业天地,闸北-火车站- 海宁路889号, 纯写字楼(甲级), 2012 12, 27, 30元/m²•月,4.26元/m²•天,31800元/m²,闸北,火车站,闸北 火车站 长泰企业天地,31.2880439758,121.457771301
1550,1558,金谷中环大厦,闸北-大宁绿地- 江场路与寿阳路交叉口, 纯写字楼(甲级), , , ,4.07元/m²•天,,闸北,大宁绿地,闸北 大宁绿地 金谷中环大厦,31.3054943085,121.461936951
1551,1559,Build550,静安-江宁路- 武定路550号, 纯写字楼(乙级), , 4, 10元/m²•月,12.05元/m²•天,,静安,江宁路,静安 江宁路 Build550,31.2451133728,121.454925537
1555,1563,世博园C06板块,浦东-北蔡/塘桥- 世博大道上钢路C06板块, 纯写字楼(甲级), , , 20元/m²•月,4.87元/m²•天,,浦东,北蔡/塘桥,浦东 北蔡/塘桥 世博园C06板块,31.2332000732,121.469528198
1556,1564,佳都大厦,长宁-中山公园- 延安西路719号, 纯写字楼(乙级), 2002 1, 20, 6.5元/m²•月,3.04元/m²•天,21450元/m²,长宁,中山公园,长宁 中山公园 佳都大厦,31.2278347015,121.426574707
1557,1565,金蝶软件园,浦东-张江高科- 晨晖路88号, 纯写字楼(乙级), 2008 1, 8, 12元/m²•月,3.55元/m²•天,,浦东,张江高科,浦东 张江高科 金蝶软件园,31.2033634186,121.588859558
1558,1566,上海漕河泾松江高科技,松江-松江- 松江新桥-莘砖公路518号, 纯写字楼(甲级), , 15, 9.8元/m²•月,1.52元/m²•天,,松江-松江, 松江新桥,松江-松江  松江新桥 上海漕河泾松江高科技,31.1138095856,121.060798645
1563,1572,万众大厦,长宁-延安西路- 延安西路1303号, 纯写字楼(乙级), 1997 1, 10, 18元/m²•月,4.16元/m²•天,,长宁,延安西路,长宁 延安西路 万众大厦,31.2168235779,121.432533264
1564,1573,展讯中心,浦东-张江高科- 祖冲之路2288弄, 综合写字楼(乙级), 2008 7, 12, 15元/m²•月,4.72元/m²•天,,浦东,张江高科,浦东 张江高科 展讯中心,31.2160224915,121.632926941
1565,1574,世纪商务大厦,普陀-长寿路- 长寿路97号, 纯写字楼(甲级), 2005 10, 30, 30元/m²•月,3.04元/m²•天,19000元/m²,普陀,长寿路,普陀 长寿路 世纪商务大厦,31.2496547699,121.449432373
1568,1577,互联宝地,杨浦-平凉/杨浦外滩- 黄兴路221号, 纯写字楼(甲级), 2017 07, 5, 18元/m²•月,3.85元/m²•天,,杨浦,平凉/杨浦外滩,杨浦 平凉/杨浦外滩 互联宝地,31.2787628174,121.53553009
1569,1578,北岸长风,普陀-长风商务区- 中江路106号, 纯写字楼(甲级), 2009 6, 19, 11元/m²•月,3.9元/m²•天,,普陀,长风商务区,普陀 长风商务区 北岸长风,31.2272834778,121.402526855
1575,1585,上海利通广场,虹口-四川北路- 四川北路1350号, 纯写字楼(甲级), 2012 2, 26, 55元/m²•月,5.58元/m²•天,,虹口,四川北路,虹口 四川北路 上海利通广场,31.2586708069,121.491531372
1577,1587,近铁虹桥中心,闵行-虹桥镇- 闵行区合川路3111号, 纯写字楼(甲级), , 0, 28元/m²•月,4.57元/m²•天,,闵行,虹桥镇,闵行 虹桥镇 近铁虹桥中心,31.1849098206,121.385902405
1580,1591,汇京国际广场,徐汇-徐家汇- 虹桥路777号, 纯写字楼(甲级), 2013 8, 24, 25元/m²•月,6.13元/m²•天,41800元/m²,徐汇,徐家汇,徐汇 徐家汇 汇京国际广场,31.2023277283,121.429855347
1581,1592,金轩大厦,徐汇-徐家汇- 南丹东路238号, 酒店写字楼(甲级), 2001 , 28, 24元/m²•月,3.35元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 金轩大厦,31.1954956055,121.446121216
1583,1594,致永大厦,闵行-春申/老闵行- 闵行区都会路1951弄, 纯写字楼(甲级), , 0, 5元/m²•月,1.32元/m²•天,,闵行,春申/老闵行,闵行 春申/老闵行 致永大厦,31.0697193146,121.425315857
1586,1597,华润时代广场,浦东-八佰伴- 张杨路500号, 纯写字楼(甲级), 1905 6, 35, 32元/m²•月,7.61元/m²•天,30013元/m²,浦东,八佰伴,浦东 八佰伴 华润时代广场,31.2329273224,121.524169922
1587,1598,华富大厦,徐汇-万体馆- 龙华西路585号, 纯写字楼(乙级), , 22, 6.2元/m²•月,1.33元/m²•天,22525元/m²,徐汇,万体馆,徐汇 万体馆 华富大厦,31.1835041046,121.447807312
1589,1600,中天大厦,杨浦-五角场- 杨浦区四平路1063号, 纯写字楼(甲级), , 0, 19.8元/m²•月,4.06元/m²•天,,杨浦,五角场,杨浦 五角场 中天大厦,31.2830867767,121.509681702
1591,1602,南方国际广场,近郊-奉贤- 南奉公路8509弄36号, 纯写字楼(乙级), , 0, 12元/m²•月,2.23元/m²•天,,近郊,奉贤,近郊 奉贤 南方国际广场,30.9223747253,121.491157532
1593,1604,宝安大厦,浦东-八佰伴- 东方路800号, 纯写字楼(甲级), 2000 12, 38, 23元/m²•月,5.07元/m²•天,28800元/m²,浦东,八佰伴,浦东 八佰伴 宝安大厦,31.2323074341,121.530471802
1594,1605,万象城,闵行-龙柏- 吴中路1551号, 纯写字楼(甲级), , 0, 33元/m²•月,6.63元/m²•天,,闵行,龙柏,闵行 龙柏 万象城,31.1766357422,121.375411987
1595,1606,英雄大厦,徐汇-万体馆- 斜土路2669号, 纯写字楼(丙级), 1997 12, 26, 4元/m²•月,2.84元/m²•天,,徐汇,万体馆,徐汇 万体馆 英雄大厦,31.1924972534,121.448684692
1597,1608,信源张江广场,浦东-张江高科- 龙东大道1288号, 纯写字楼(甲级), , 4, 12.5元/m²•月,3.75元/m²•天,,浦东,张江高科,浦东 张江高科 信源张江广场,31.2225570679,121.607391357
1598,1609,东辰大厦,浦东-世纪公园- 牡丹路60号, 纯写字楼(甲级), 1995 8, 24, 24元/m²•月,3.24元/m²•天,,浦东,世纪公园,浦东 世纪公园 东辰大厦,31.2117214203,121.551193237
1599,1610,陆家嘴基金大厦,浦东-竹园商贸区- 竹林路101号, 纯写字楼(甲级), 2011 7, 17, 32元/m²•月,7.91元/m²•天,,浦东,竹园商贸区,浦东 竹园商贸区 陆家嘴基金大厦,31.2301692963,121.539031982
1600,1611,中铝大厦,浦东-世博- 长青北路51号, 纯写字楼(甲级), 2016 03, 11, 36元/m²•月,6.08元/m²•天,,浦东,世博,浦东 世博 中铝大厦,31.190864563,121.49054718
1601,1612,开开大厦,静安-曹家渡- 万航渡路888号, 纯写字楼(乙级), 1998 5, 30, 27元/m²•月,3.66元/m²•天,,静安,曹家渡,静安 曹家渡 开开大厦,31.2346973419,121.435134888
1602,1613,复旦科技园大厦,杨浦-五角场- 国泰路11号, 纯写字楼(乙级), 2006 3, 25, 14.8元/m²•月,3.55元/m²•天,16000元/m²,杨浦,五角场,杨浦 五角场 复旦科技园大厦,31.2936592102,121.514389038
1603,1614,华晔创意园,浦东-北蔡/塘桥- 峨山路111号, 商业综合体楼(甲级), 1996 1, 6, 5元/m²•月,4.06元/m²•天,,浦东,北蔡/塘桥,浦东 北蔡/塘桥 华晔创意园,31.2212162018,121.536949158
1609,1621,中外运大厦,黄浦-南京东路- 上海黄浦区福建中路188号, 纯写字楼(乙级), 1999 5, 33, 20元/m²•月,5.07元/m²•天,,黄浦,南京东路,黄浦 南京东路 中外运大厦,31.2398166656,121.488365173
1613,1625,红墙创意园,闸北-大宁绿地- 共和新路1841号, 纯写字楼(乙级), 2009 10, 6, 6元/m²•月,3.24元/m²•天,,闸北,大宁绿地,闸北 大宁绿地 红墙创意园,31.2734222412,121.465492249
1614,1626,新宝中心,宝山-顾村- 宝山区红林路2号, 纯写字楼(甲级), , 0, 12元/m²•月,2.64元/m²•天,,宝山,顾村,宝山 顾村 新宝中心,31.3597202301,121.403953552
1615,1627,中国华电,浦东-陆家嘴- 耀华路414号, 纯写字楼(甲级), 2015 01, 23, 35元/m²•月,6.08元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 中国华电,31.187040329,121.493545532
1618,1630,陆家嘴金融街区,浦东-世纪公园- 南洋泾路555号, 纯写字楼(甲级), 2017 11, 12, 15元/m²•月,8.11元/m²•天,,浦东,世纪公园,浦东 世纪公园 陆家嘴金融街区,31.2227668762,121.559333801
1619,1631,中航天盛广场,杨浦-五角场- 政立路415号, 纯写字楼(甲级), , 0, 17.8元/m²•月,5.58元/m²•天,,杨浦,五角场,杨浦 五角场 中航天盛广场,31.3145503998,121.516090393
1621,1633,凯兴大楼,浦东-外高桥- 日京路35号, 纯写字楼(甲级), 1994 7, 3, 6元/m²•月,1.32元/m²•天,11504元/m²,浦东,外高桥,浦东 外高桥 凯兴大楼,31.3460712433,121.599952698
1624,1636,龙湖虹桥天街,闵行-华漕- 闵行申滨南路甬虹路, 纯写字楼(甲级), 2014 6, 3, 30元/m²•月,4.06元/m²•天,,闵行,华漕,闵行 华漕 龙湖虹桥天街,31.1980705261,121.318229675
1628,1640,裕景国际大厦,"浦东-陆家嘴- 东方路69号,浦东大道555号", 纯写字楼(甲级), 2006 1, 30, 28元/m²•月,5.58元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 裕景国际大厦,31.2469959259,121.526679993
1629,1641,上海意大利中心,浦东-世博- 世博大道2095号, 纯写字楼(甲级), , 0, 15元/m²•月,4.56元/m²•天,,浦东,世博,浦东 世博 上海意大利中心,31.1897010803,121.482467651
1633,1645,智汇产业园,徐汇-漕河泾- 钦州北路桂平路, 纯写字楼(甲级), , 6, 7.8元/m²•月,3.55元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 智汇产业园,31.1717357635,121.43586731
1635,1647,中冶祥腾城市广场·菁英逸品,嘉定-南翔- 真南路4500号, 纯写字楼(乙级), 2011 9, 25, 1.75元/m²•月,2.44元/m²•天,,嘉定,南翔,嘉定 南翔 中冶祥腾城市广场·菁英逸品,31.3028926849,121.328529358
1637,1649,东泰大厦,虹口-北外滩- 吴淞路205号, 酒店写字楼(乙级), 1999 12, 27, 2元/m²•月,2.84元/m²•天,,虹口,北外滩,虹口 北外滩 东泰大厦,31.2531642914,121.495948792
1638,1650,宝华・城立方,虹口-四川北路- 株洲路309号, 纯写字楼(甲级), 2011 01, 15, 11元/m²•月,4.59元/m²•天,,虹口,四川北路,虹口 四川北路 宝华・城立方,31.2629413605,121.489624023
1639,1651,新梅大厦,闸北-火车站- 天目中路585号, 纯写字楼(甲级), 2000 12, 21, 16.5元/m²•月,3.04元/m²•天,,闸北,火车站,闸北 火车站 新梅大厦,31.2512893677,121.470542908
1642,1654,宝山创意码头,宝山-共富- 同泰北路183号, 纯写字楼(乙级), , , ,1.62元/m²•天,,宝山,共富,宝山 共富 宝山创意码头,31.3986225128,121.409042358
1643,1655,蕾特商务中心,闵行-浦江- 闵行区浦江镇江凯路199号, 纯写字楼(甲级), , , ,1.65元/m²•天,,闵行,浦江,闵行 浦江 蕾特商务中心,31.0936431885,121.5209198
1644,1656,宝地广场,杨浦-平凉/杨浦外滩- 唐山路1018号, 纯写字楼(甲级), 2012 10, 20, 21元/m²•月,5.88元/m²•天,,杨浦,平凉/杨浦外滩,杨浦 平凉/杨浦外滩 宝地广场,31.2669963837,121.517730713
1645,1657,虹桥V1,长宁-虹桥开发区- 虹桥路2535号, 纯写字楼(甲级), , 0, 15.5元/m²•月,4.06元/m²•天,,长宁,虹桥开发区,长宁 虹桥开发区 虹桥V1,31.20794487,121.411468506
1648,1660,瑞安广场,卢湾-淮海路/新天地- 淮海中路333号, 纯写字楼(甲级), 1997 1, 26, 29元/m²•月,8.11元/m²•天,,卢湾,淮海路/新天地,卢湾 淮海路/新天地 瑞安广场,31.2284526825,121.480636597
1649,1661,一天下大厦,闸北-火车站- 恒通路360号, 纯写字楼(乙级), 2004 6, 27, 8元/m²•月,3.19元/m²•天,20000元/m²,闸北,火车站,闸北 火车站 一天下大厦,31.2467479706,121.46370697
1651,1663,华祺大厦,静安-江宁路- 武定路969号, 纯写字楼(甲级), , 0, 25元/m²•月,4.82元/m²•天,,静安,江宁路,静安 江宁路 华祺大厦,31.2364635468,121.450012207
1652,1664,埃力生轻工国际大厦,虹口-临平/和平公园- 四平路198号, 商业综合体楼(甲级), 1997 1, 25, 30元/m²•月,2.54元/m²•天,,虹口,临平/和平公园,虹口 临平/和平公园 埃力生轻工国际大厦,31.2687454224,121.4974823
1653,1665,惠生中心,浦东-张江高科- 中科路699号, 纯写字楼(甲级), , 10, 24元/m²•月,4.56元/m²•天,,浦东,张江高科,浦东 张江高科 惠生中心,30.8843860626,121.40864563
1654,1666,渊德商务楼,宝山-淞南高境- 漠河路330号, 纯写字楼(甲级), , , ,2.03元/m²•天,,宝山,淞南高境,宝山 淞南高境 渊德商务楼,31.413356781,121.477256775
1655,1667,远中科研大楼,徐汇-漕河泾- 虹梅路1905号, 纯写字楼(乙级), 2008 1, 9, 6元/m²•月,3.35元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 远中科研大楼,31.1747341156,121.404159546
1657,1669,e通世界商务园五区,青浦-青浦- 青浦区华隆路1777号, 纯写字楼(甲级), , , ,1.83元/m²•天,,青浦,青浦,青浦 青浦 e通世界商务园五区,31.2249660492,121.218902588
1658,1670,金桥数研基地,浦东-金桥开发区- 川桥路与申江路交汇处, 纯写字楼(甲级), , 0, 8元/m²•月,2.43元/m²•天,,浦东,金桥开发区,浦东 金桥开发区 金桥数研基地,31.2542514801,121.630088806
1661,1673,凯德龙之梦,闵行-莘庄- 沪闵路6088号, 纯写字楼(甲级), 2011 11, 30, 30元/m²•月,4.56元/m²•天,,闵行,莘庄,闵行 莘庄 凯德龙之梦,31.1137485504,121.384773254
1662,1674,陆家嘴软件园,浦东-陆家嘴- 峨山路91弄98号, 纯写字楼(甲级), 2006 9, 6, 30元/m²•月,5.58元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 陆家嘴软件园,31.2445545197,121.509902954
