,name,type,age,floors,rent,hotel,hospital,mall,park1500,store,underground,POIs,mean_rent
302,福产财富广场,3,8.0,24.0,1.83,25.0,0.0,3.0,0.0,14.0,2.0,5,
303,中金国际广场A座,3,9.0,17.0,6.5,99.0,5.0,15.0,9.0,26.0,2.0,7,8.4
304,绿地汇创国际广场,3,9.0,14.0,3.55,15.0,2.0,6.0,5.0,19.0,0.0,6,6.31
305,中融信托大厦,3,,,4.06,0.0,0.0,0.0,3.0,2.0,0.0,3,
306,越商大厦,3,1.0,20.0,7.01,74.0,3.0,3.0,7.0,32.0,0.0,6,1.8
307,汤臣国际贸易大楼,3,7.0,25.0,1.52,15.0,0.0,0.0,0.0,10.0,1.0,4,1.8
308,科技领袖之都,3,18.0,3.0,4.36,3.0,1.0,0.0,0.0,7.0,0.0,4,1.8
309,财瑞大厦,2,12.0,12.0,5.88,93.0,7.0,2.0,11.0,17.0,2.0,7,
310,丰树商业城,3,,,4.56,3.0,0.0,0.0,2.0,7.0,1.0,5,3.5
311,恒基大厦,3,,36.0,5.01,246.0,20.0,26.0,12.0,83.0,1.0,7,4.0
312,振源大厦,2,19.0,26.0,3.24,35.0,1.0,3.0,6.0,19.0,1.0,7,5.25
313,快易名商商务中心,3,6.0,7.0,4.72,72.0,18.0,6.0,17.0,61.0,2.0,7,9.57
314,柴安大厦,2,18.0,20.0,5.01,67.0,7.0,4.0,5.0,29.0,0.0,6,
315,中城大厦,3,16.0,27.0,2.23,144.0,8.0,2.0,14.0,28.0,1.0,7,
316,鄂尔多斯艾力大厦,3,,,6.08,20.0,1.0,0.0,6.0,8.0,2.0,6,
317,瑞丰国际大厦,3,11.0,28.0,7.1,20.0,3.0,0.0,3.0,34.0,1.0,6,
318,七建大厦,2,20.0,19.0,3.85,36.0,1.0,3.0,5.0,21.0,2.0,7,2.42
319,创研智造,2,6.0,14.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,1,7.9
320,OASIS 新天地,3,13.0,3.0,5.67,74.0,14.0,5.0,27.0,21.0,2.0,7,5.1
321,祥腾财富广场,3,8.0,10.0,2.33,4.0,1.0,0.0,2.0,0.0,1.0,5,6.6
322,嘉汇广场,1,21.0,27.0,4.36,97.0,2.0,5.0,8.0,22.0,1.0,7,
323,新宏大楼,1,28.0,10.0,3.04,20.0,6.0,3.0,8.0,30.0,1.0,7,3.37
324,中银大厦,3,16.0,53.0,10.14,14.0,2.0,3.0,10.0,22.0,1.0,7,
325,和一大厦,3,18.0,26.0,3.66,71.0,17.0,7.0,8.0,27.0,0.0,6,4.0
326,金汇四季广场,3,,,4.26,0.0,2.0,5.0,0.0,15.0,0.0,4,
327,兴园373,3,,,4.05,42.0,12.0,2.0,8.0,32.0,1.0,7,
328,李子园大厦,3,10.0,18.0,2.78,7.0,10.0,0.0,2.0,9.0,2.0,6,1.68
329,长安大厦,2,28.0,25.0,2.64,68.0,0.0,4.0,6.0,32.0,1.0,6,
330,道•创空间,3,,,1.52,69.0,4.0,17.0,11.0,27.0,3.0,7,
331,置地广场,2,20.0,13.0,4.06,0.0,18.0,24.0,12.0,90.0,1.0,6,
332,城开国际大厦,3,11.0,15.0,6.4,70.0,5.0,2.0,10.0,22.0,2.0,7,
333,安基大厦,3,15.0,23.0,3.04,76.0,15.0,11.0,12.0,74.0,1.0,7,
334,E通世界甲等商务功能园,3,,13.0,1.63,2.0,0.0,0.0,0.0,3.0,0.0,3,7.0
335,白玉兰环保广场,2,10.0,24.0,2.94,11.0,4.0,3.0,8.0,19.0,2.0,7,2.3
336,炬芯研发大楼,3,3.0,11.0,3.33,8.0,0.0,0.0,0.0,3.0,0.0,3,4.9
337,浦东金融广场,3,0.0,20.0,6.59,70.0,3.0,0.0,5.0,21.0,2.0,6,4.15
338,浦江意优国际广场,3,,,1.87,0.0,0.0,0.0,0.0,0.0,0.0,1,5.77
339,汇阳广场,3,,21.0,4.49,24.0,0.0,2.0,5.0,0.0,2.0,5,5.66
340,金领之都B区,3,6.0,11.0,3.04,3.0,1.0,0.0,1.0,5.0,0.0,5,10.88
341,科汇大厦,3,2.0,20.0,4.38,42.0,9.0,3.0,9.0,26.0,1.0,7,
342,绿地海外滩中心B幢,3,7.0,18.0,5.07,10.0,0.0,1.0,3.0,14.0,0.0,5,
343,天安数码城虹控T创园,3,1.0,8.0,4.56,38.0,3.0,4.0,14.0,48.0,1.0,7,
344,光明大厦,3,26.0,30.0,6.29,66.0,3.0,0.0,10.0,35.0,0.0,5,4.5
345,智慧树创意园,3,,,4.05,37.0,7.0,1.0,5.0,50.0,0.0,6,5.57
346,X2创意园区2期,3,1.0,5.0,4.88,22.0,3.0,2.0,1.0,11.0,0.0,6,
347,雍和创智广场,3,8.0,6.0,3.04,5.0,0.0,1.0,4.0,8.0,0.0,5,
348,远东国际广场,3,18.0,31.0,5.58,27.0,6.0,5.0,7.0,15.0,0.0,6,
349,联合汽车广场,3,6.0,,4.11,20.0,0.0,2.0,7.0,15.0,0.0,5,
350,香港广场,3,20.0,38.0,7.1,68.0,9.0,14.0,28.0,25.0,3.0,7,2.79
351,科恩国际中心,3,18.0,29.0,4.57,206.0,5.0,14.0,22.0,37.0,1.0,7,2.63
352,国际金融家,1,18.0,30.0,3.29,4.0,0.0,0.0,0.0,3.0,0.0,3,
353,东海广场,3,,,5.58,87.0,24.0,15.0,7.0,35.0,1.0,7,7.5
354,鸿元中心,3,,10.0,4.87,8.0,1.0,0.0,4.0,12.0,1.0,6,3.38
355,康宁大厦,2,,8.0,4.36,70.0,6.0,0.0,11.0,60.0,1.0,6,4.23
356,湾谷科技园,3,,,3.09,3.0,0.0,0.0,3.0,4.0,0.0,4,
357,岚桥国际大厦,3,,,6.91,57.0,8.0,12.0,3.0,23.0,1.0,7,
358,东航滨江中心,3,1.0,21.0,5.07,12.0,4.0,1.0,5.0,3.0,0.0,6,3.25
359,外滩华融大厦,3,21.0,12.0,8.0,52.0,2.0,0.0,7.0,30.0,0.0,5,
360,上海星汇广场,3,,,3.04,1.0,0.0,3.0,0.0,4.0,2.0,5,2.91
361,半岛1919滨江文化创意园,2,,2.0,2.03,11.0,1.0,1.0,0.0,12.0,1.0,6,4.5
362,海盈商务中心,2,,6.0,4.26,17.0,4.0,5.0,5.0,15.0,1.0,7,6.5
363,绿地阳光园,2,12.0,4.0,4.05,24.0,3.0,8.0,1.0,25.0,1.0,7,6.09
364,富海商务苑,3,13.0,6.0,3.04,1.0,0.0,0.0,0.0,1.0,0.0,3,
365,新漕河泾大厦,2,23.0,20.0,3.55,13.0,1.0,0.0,3.0,10.0,1.0,6,2.7
366,留学生博物馆,3,4.0,5.0,1.83,10.0,7.0,1.0,0.0,2.0,0.0,5,3.2
367,茸锦科技园,3,2.0,10.0,1.62,3.0,0.0,0.0,0.0,4.0,0.0,3,
368,绿地新江湾大厦,3,2.0,,3.65,1.0,0.0,0.0,2.0,0.0,0.0,3,3.3
369,裕安大厦,3,23.0,29.0,4.33,60.0,7.0,3.0,0.0,21.0,1.0,6,4.24
370,金岸大厦,2,113.0,28.0,4.06,40.0,1.0,1.0,4.0,19.0,1.0,7,
371,漕河泾开发区松江高科技园,3,10.0,12.0,5.07,0.0,0.0,0.0,0.0,1.0,0.0,2,
372,2577创意大院,2,13.0,2.0,4.56,0.0,6.0,2.0,4.0,9.0,3.0,6,
373,绿地滨江中央广场,3,1.0,18.0,4.66,0.0,18.0,4.0,2.0,49.0,0.0,5,
374,科技京城大厦东座,3,21.0,32.0,3.04,109.0,2.0,12.0,6.0,56.0,0.0,6,
375,新发现才富园,2,8.0,6.0,4.56,34.0,2.0,2.0,8.0,15.0,0.0,6,
376,绿洲大厦,2,21.0,25.0,12.23,92.0,11.0,2.0,9.0,38.0,2.0,7,4.0
377,哈密大楼,3,91.0,6.0,3.89,101.0,5.0,11.0,9.0,0.0,1.0,6,3.29
378,昌平大厦,3,20.0,7.0,11.56,63.0,8.0,5.0,5.0,31.0,0.0,6,
379,中星城,3,5.0,21.0,5.07,24.0,1.0,1.0,8.0,14.0,1.0,7,
380,佑越国际,3,1.0,8.0,4.06,1.0,0.0,0.0,0.0,0.0,0.0,2,
381,东吴证券大厦,3,8.0,20.0,5.58,80.0,16.0,6.0,0.0,41.0,1.0,6,3.5
382,中国保险大厦,3,19.0,39.0,8.52,48.0,6.0,3.0,5.0,25.0,0.0,6,
383,圣爱广场,3,18.0,27.0,4.87,86.0,2.0,15.0,6.0,29.0,3.0,7,
384,张江.华鑫慧天地,3,,,4.06,6.0,0.0,0.0,2.0,5.0,3.0,5,3.58
385,长宁东朔商务中心,2,4.0,5.0,5.07,63.0,13.0,4.0,10.0,39.0,0.0,6,3.5
386,中油大厦,3,18.0,32.0,6.08,42.0,2.0,0.0,4.0,31.0,2.0,6,
387,浦东海怡花园,3,20.0,3.0,5.07,1.0,0.0,0.0,0.0,0.0,0.0,2,3.2
388,易园,2,9.0,6.0,5.07,38.0,3.0,5.0,4.0,20.0,1.0,7,6.25
389,城建大厦,3,14.0,18.0,4.39,33.0,10.0,0.0,6.0,18.0,1.0,6,
390,解放大厦,3,6.0,22.0,4.36,15.0,0.0,6.0,4.0,13.0,0.0,5,4.0
391,莘东置业大厦,3,7.0,12.0,2.33,7.0,1.0,3.0,0.0,8.0,0.0,5,2.76
392,上海人才大厦,3,,28.0,3.02,0.0,4.0,7.0,8.0,23.0,1.0,6,1.64
393,英沃工场,3,2.0,,5.68,103.0,2.0,8.0,8.0,26.0,1.0,7,6.36
394,万街303,2,2.0,6.0,2.74,34.0,2.0,2.0,9.0,17.0,1.0,7,
395,中环国际大厦,2,14.0,26.0,3.65,26.0,3.0,10.0,2.0,23.0,1.0,7,
396,新梅华东大酒店,3,25.0,20.0,4.06,107.0,2.0,6.0,4.0,40.0,1.0,7,3.12
397,瑞金商务中心,3,21.0,20.0,3.95,168.0,4.0,1.0,8.0,25.0,2.0,7,
398,中汇大厦,2,18.0,8.0,3.24,167.0,12.0,0.0,16.0,73.0,2.0,6,
399,汇融大厦,2,5.0,20.0,4.87,41.0,2.0,7.0,6.0,40.0,3.0,7,
400,凯瑞大厦,3,1.0,18.0,5.17,1.0,0.0,0.0,0.0,0.0,0.0,2,6.54
401,长航大厦,2,18.0,27.0,4.36,58.0,8.0,13.0,0.0,25.0,0.0,5,6.1
402,海富花园,1,20.0,23.0,3.04,26.0,0.0,2.0,2.0,17.0,0.0,5,4.15
403,乾锦创业园,3,4.0,5.0,3.65,24.0,9.0,10.0,6.0,20.0,0.0,6,8.72
404,生物大厦,2,12.0,24.0,3.55,92.0,11.0,2.0,9.0,37.0,0.0,6,4.37
405,迎龙大厦,3,15.0,24.0,3.55,83.0,12.0,2.0,9.0,36.0,0.0,6,3.85
406,华通大厦,2,19.0,26.0,3.28,63.0,11.0,5.0,8.0,28.0,1.0,7,
407,尚浦领世,3,4.0,,5.58,1.0,0.0,3.0,0.0,4.0,2.0,5,3.3
408,中港汇大厦,3,,,6.3,52.0,3.0,2.0,5.0,29.0,1.0,7,1.8
409,8号桥一期,2,14.0,9.0,5.07,124.0,17.0,4.0,0.0,35.0,1.0,6,1.98
410,华狮广场,3,,5.0,4.01,152.0,7.0,7.0,26.0,30.0,1.0,7,
411,旺旺大厦,3,11.0,20.0,6.59,0.0,15.0,16.0,14.0,31.0,3.0,6,
412,建设大厦,3,,16.0,5.48,193.0,14.0,17.0,9.0,57.0,1.0,7,
413,浦江科技广场,3,,25.0,2.7,1.0,0.0,3.0,1.0,4.0,1.0,6,4.0
414,百汇园,3,10.0,,6.08,75.0,4.0,16.0,7.0,30.0,3.0,7,
415,西子国际中心,3,5.0,,3.65,5.0,14.0,0.0,1.0,11.0,0.0,5,
416,上海国际商厦,3,24.0,25.0,3.55,28.0,12.0,11.0,0.0,39.0,1.0,6,
417,上海电影广场,3,6.0,14.0,5.63,89.0,3.0,5.0,7.0,21.0,1.0,7,9.91
418,海兴大厦,3,19.0,30.0,3.86,144.0,8.0,2.0,14.0,27.0,1.0,7,
419,绿亮虹梅南路科创园,3,2.0,10.0,1.42,13.0,0.0,3.0,4.0,23.0,0.0,5,
420,星荟中心,3,,,7.0,119.0,3.0,9.0,12.0,63.0,1.0,7,
421,绿地风尚天地广场,3,,4.0,2.96,12.0,1.0,3.0,2.0,0.0,1.0,6,
422,虹桥平安财富中心,3,1.0,6.0,4.06,22.0,2.0,2.0,3.0,11.0,0.0,6,
423,交能国际大厦,3,12.0,17.0,1.52,9.0,0.0,4.0,0.0,8.0,0.0,4,
424,长久商务中心,2,16.0,25.0,3.1,55.0,7.0,5.0,6.0,44.0,1.0,7,
425,运动Loft,3,10.0,6.0,3.57,18.0,6.0,3.0,2.0,28.0,0.0,6,5.24
426,张江盛银大厦,3,,10.0,4.06,1.0,1.0,16.0,2.0,0.0,0.0,5,
427,印坊创意园,3,1.0,3.0,3.55,37.0,7.0,1.0,7.0,50.0,1.0,7,
428,国际广场,1,19.0,28.0,4.06,46.0,8.0,13.0,12.0,57.0,1.0,7,2.99
429,创邑socool创意园,3,,,6.39,5.0,0.0,0.0,1.0,3.0,0.0,4,
430,莘庄置业大厦,2,13.0,16.0,2.43,12.0,0.0,1.0,5.0,14.0,1.0,6,
431,尚品SOHO,3,,19.0,2.03,12.0,0.0,2.0,3.0,3.0,0.0,5,
432,上海合生国际广场,3,6.0,34.0,5.58,28.0,3.0,19.0,5.0,25.0,3.0,7,
433,汇智大厦,3,12.0,27.0,5.07,97.0,4.0,3.0,7.0,20.0,0.0,6,4.95
434,宝矿国际大厦,3,13.0,40.0,5.38,103.0,6.0,4.0,12.0,22.0,0.0,6,
435,浦江国际金融广场,3,,,6.39,26.0,0.0,2.0,5.0,35.0,1.0,6,4.85
436,天祥大厦,2,12.0,7.0,2.84,15.0,7.0,0.0,5.0,12.0,0.0,5,4.76
437,欣龙非织造新材料工业园,3,12.0,4.0,1.83,1.0,0.0,0.0,1.0,0.0,0.0,3,
438,颐正大厦,3,,,2.64,8.0,2.0,0.0,7.0,17.0,1.0,6,
439,上海国际集团大厦,3,17.0,23.0,7.0,135.0,13.0,14.0,15.0,41.0,3.0,7,
440,慧山科技园,2,10.0,6.0,3.24,0.0,2.0,4.0,2.0,11.0,1.0,6,
441,福瑞大厦,3,9.0,11.0,2.23,23.0,1.0,0.0,5.0,0.0,0.0,4,3.4
442,昌辉大厦,2,,,3.04,18.0,2.0,1.0,0.0,11.0,0.0,5,5.3
443,田林园,2,35.0,6.0,2.84,7.0,1.0,0.0,2.0,8.0,0.0,5,
444,上海创意联盟产业园,2,,4.0,4.26,75.0,4.0,16.0,10.0,30.0,3.0,7,4.55
445,滨江2250,2,13.0,6.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1,3.2
446,福兴大厦,2,20.0,16.0,4.26,0.0,8.0,14.0,5.0,27.0,2.0,6,
447,虹桥世家花园写字楼,3,23.0,12.0,2.84,40.0,8.0,1.0,7.0,17.0,1.0,7,4.8
448,绿地风尚天地,3,7.0,28.0,3.04,12.0,1.0,3.0,2.0,23.0,1.0,7,4.3
449,钦江园,2,8.0,6.0,4.06,4.0,2.0,0.0,2.0,18.0,0.0,5,
450,汇银广场,3,20.0,27.0,4.06,53.0,5.0,10.0,11.0,28.0,4.0,7,5.0
451,沪办大厦,2,21.0,21.0,2.52,48.0,18.0,0.0,2.0,26.0,0.0,5,
452,蓝天大厦,3,10.0,27.0,3.85,28.0,4.0,20.0,6.0,28.0,2.0,7,
453,虹桥良华购物广场,3,7.0,10.0,4.15,46.0,0.0,0.0,0.0,7.0,0.0,3,
454,大树下创意园,3,,,3.55,52.0,2.0,3.0,5.0,0.0,0.0,5,
455,晓富金融大厦,3,,,3.65,41.0,0.0,0.0,0.0,3.0,1.0,4,3.5
456,金钟大厦,2,23.0,9.0,5.66,93.0,18.0,0.0,3.0,25.0,1.0,6,2.77
457,天杉•易园,3,6.0,9.0,4.87,11.0,11.0,4.0,10.0,36.0,0.0,6,
458,永旭商务中心,3,,,3.04,8.0,3.0,1.0,2.0,11.0,0.0,6,2.6
459,百乐门大都会,3,,,5.0,100.0,20.0,11.0,6.0,32.0,1.0,7,
460,淮海中华大厦,2,15.0,28.0,3.65,95.0,3.0,9.0,20.0,30.0,1.0,7,6.0
461,新意城,3,4.0,16.0,4.26,10.0,3.0,0.0,3.0,6.0,1.0,6,
462,中成智谷,3,2.0,,1.62,11.0,1.0,1.0,2.0,8.0,1.0,7,
463,绿捷中心大厦,3,,,4.06,21.0,0.0,8.0,6.0,17.0,0.0,5,
464,东方国信商务广场,3,,,5.07,17.0,4.0,5.0,8.0,15.0,1.0,7,
465,汉中广场,3,26.0,19.0,3.07,53.0,3.0,7.0,5.0,23.0,1.0,7,
466,世博宝钢大厦,3,7.0,24.0,6.08,27.0,0.0,1.0,3.0,25.0,2.0,6,
467,江山大厦,3,13.0,31.0,1.72,79.0,3.0,17.0,9.0,28.0,3.0,7,
468,五洲国际大厦,3,18.0,30.0,3.65,84.0,5.0,0.0,8.0,21.0,1.0,6,
469,M50创意园,2,8.0,3.0,3.55,63.0,2.0,2.0,5.0,21.0,1.0,7,6.79
470,岛里创新园,3,1.0,4.0,2.75,4.0,0.0,1.0,0.0,2.0,0.0,4,4.05
471,空间188,2,13.0,12.0,3.33,22.0,5.0,10.0,0.0,27.0,1.0,6,4.5
472,华纳商务中心,3,11.0,7.0,4.06,9.0,0.0,0.0,1.0,5.0,2.0,5,
473,八方大厦,1,19.0,26.0,3.55,2.0,0.0,0.0,20.0,12.0,0.0,4,
474,永丰国际广场,3,,,7.48,81.0,4.0,10.0,12.0,28.0,1.0,7,3.0
475,泰创空间,3,4.0,3.0,4.06,1.0,0.0,0.0,0.0,0.0,0.0,2,
476,仲益大厦,3,6.0,40.0,5.58,122.0,13.0,13.0,20.0,37.0,1.0,7,
477,新城市中心广场,3,9.0,28.0,4.56,25.0,5.0,3.0,9.0,24.0,0.0,6,3.2
478,长江软件园,3,6.0,6.0,2.74,9.0,1.0,0.0,0.0,16.0,0.0,4,6.5
479,安垦创意园,2,,6.0,5.68,43.0,2.0,5.0,0.0,18.0,0.0,5,4.75
480,新虹桥大厦,2,29.0,23.0,4.56,19.0,0.0,5.0,10.0,14.0,0.0,5,5.0
481,越洋国际广场,3,3.0,43.0,10.14,246.0,20.0,19.0,6.0,83.0,1.0,7,
482,华林大楼,2,24.0,12.0,2.54,28.0,6.0,1.0,5.0,16.0,2.0,7,
483,虹桥临空工贸小区,2,,6.0,2.84,24.0,3.0,5.0,2.0,24.0,1.0,7,
484,汤臣国贸大厦,3,,28.0,1.52,15.0,0.0,0.0,0.0,10.0,1.0,4,
485,日月光中心,3,7.0,34.0,4.06,134.0,6.0,0.0,13.0,28.0,1.0,6,
486,华盛大厦,3,20.0,26.0,5.98,100.0,13.0,14.0,19.0,50.0,1.0,7,5.0
487,晨讯科技大楼,3,10.0,7.0,3.85,0.0,0.0,3.0,2.0,11.0,1.0,5,5.6
488,港陆黄浦中心,3,15.0,22.0,3.4,181.0,5.0,19.0,10.0,58.0,1.0,7,
489,东方慧谷/文化信息产业中心,3,5.0,12.0,1.52,4.0,0.0,0.0,1.0,7.0,0.0,4,3.8
490,新富港中心,3,8.0,39.0,6.29,17.0,3.0,1.0,0.0,10.0,1.0,6,2.5
491,云都虹桥大厦,1,18.0,18.0,3.14,23.0,3.0,2.0,4.0,18.0,1.0,7,
492,尚光徐汇中心,3,2.0,18.0,6.06,48.0,4.0,0.0,0.0,23.0,2.0,5,
493,华融国际大厦,1,14.0,8.0,3.85,70.0,16.0,3.0,9.0,36.0,0.0,6,
494,长久大厦,2,19.0,25.0,2.74,0.0,7.0,5.0,6.0,44.0,1.0,6,2.25
495,宝矿洲际商务中心,3,,,6.9,71.0,1.0,5.0,5.0,34.0,2.0,7,
496,高尚领域,3,,33.0,2.25,25.0,5.0,3.0,6.0,24.0,2.0,7,3.69
497,青年城9号公馆,3,,,2.23,22.0,1.0,1.0,0.0,8.0,1.0,6,
498,上海月星环球港,3,5.0,45.0,8.02,39.0,0.0,2.0,5.0,27.0,2.0,6,4.15
499,张江创新园,3,13.0,24.0,4.26,0.0,0.0,0.0,3.0,6.0,3.0,4,
500,华夏银行大厦,3,14.0,39.0,6.08,24.0,4.0,1.0,7.0,24.0,0.0,6,
501,先锋大厦,3,,,3.35,27.0,4.0,8.0,1.0,22.0,1.0,7,
502,东方海港国际大厦,3,7.0,30.0,2.02,49.0,0.0,2.0,4.0,33.0,1.0,6,
503,大宁国际广场10号楼,3,12.0,13.0,5.78,18.0,12.0,3.0,1.0,0.0,1.0,6,5.04
504,葛洲坝大厦西楼,3,7.0,5.0,9.53,16.0,0.0,0.0,5.0,8.0,0.0,4,4.6
505,强生大厦,2,19.0,37.0,3.85,0.0,23.0,6.0,1.0,19.0,3.0,6,4.35
506,金环商务花园,3,6.0,9.0,3.57,0.0,4.0,3.0,2.0,9.0,0.0,5,
507,鸿运大厦,2,17.0,31.0,3.03,29.0,0.0,1.0,6.0,17.0,3.0,6,1.8
508,汇通大厦,2,,18.0,3.47,55.0,6.0,8.0,25.0,56.0,1.0,7,
509,智云商务中心,3,,5.0,2.22,66.0,4.0,8.0,5.0,29.0,0.0,6,2.0
510,中国人保寿险大厦,3,,15.0,6.84,34.0,4.0,25.0,9.0,50.0,0.0,6,6.0
511,上海国峰科技大厦,2,17.0,13.0,3.55,28.0,0.0,4.0,3.0,25.0,0.0,5,
512,金融街海伦中心,3,,,6.08,21.0,6.0,3.0,8.0,42.0,1.0,7,3.6
513,云海大厦,2,20.0,24.0,2.94,83.0,19.0,6.0,7.0,24.0,2.0,7,
514,骏利财富大厦,2,9.0,22.0,2.94,3.0,3.0,5.0,3.0,18.0,0.0,6,
515,中友大厦,2,14.0,28.0,2.53,25.0,9.0,1.0,6.0,25.0,2.0,7,
516,共和大厦,2,13.0,24.0,2.04,39.0,5.0,0.0,1.0,28.0,1.0,6,6.67
517,徐家汇国际,3,13.0,19.0,5.88,48.0,0.0,16.0,10.0,30.0,3.0,6,2.0
518,金隆物业大楼,2,13.0,5.0,7.48,87.0,8.0,2.0,14.0,28.0,1.0,7,
519,尚街LOFT,2,11.0,8.0,4.06,25.0,6.0,3.0,6.0,23.0,1.0,7,7.19
520,月月光伯爵天地,3,,,2.53,2.0,0.0,0.0,3.0,6.0,0.0,4,
521,富力虹桥十号,3,,,4.06,16.0,5.0,3.0,1.0,8.0,0.0,6,2.8
522,天物空间,3,2.0,8.0,6.59,1.0,0.0,0.0,0.0,0.0,0.0,2,
523,增泽世贸大楼,2,22.0,10.0,3.05,37.0,15.0,2.0,7.0,35.0,1.0,7,
524,大卫国际大厦,2,13.0,27.0,2.43,7.0,0.0,2.0,0.0,5.0,0.0,4,1.76
525,上海国际贸易中心,3,28.0,37.0,6.08,14.0,0.0,5.0,0.0,15.0,1.0,5,
526,南苏州路独栋,3,,,5.33,13.0,3.0,13.0,20.0,30.0,1.0,7,
527,现代物流大厦,3,14.0,15.0,3.45,297.0,2.0,0.0,2.0,12.0,0.0,5,8.07
528,SOHO中山广场,3,7.0,23.0,5.5,0.0,6.0,12.0,7.0,38.0,1.0,6,1.87
529,徐汇滨江大厦,3,,5.0,5.58,1.0,1.0,0.0,0.0,3.0,2.0,5,
530,上置金融大厦,3,6.0,46.0,5.88,65.0,5.0,2.0,5.0,37.0,1.0,7,3.9
531,仁恒广场大厦,1,24.0,25.0,2.18,20.0,1.0,1.0,1.0,17.0,1.0,7,
532,金峰大厦,2,22.0,28.0,3.06,9.0,2.0,6.0,8.0,12.0,2.0,7,2.56
533,静安中华大厦,3,13.0,30.0,6.08,53.0,17.0,12.0,6.0,45.0,1.0,7,3.6
534,兴园373号,3,,,3.55,17.0,0.0,10.0,0.0,0.0,1.0,4,
535,永新广场,3,22.0,22.0,8.11,26.0,5.0,17.0,17.0,54.0,1.0,7,3.0
536,中信大厦,3,1.0,15.0,5.93,0.0,0.0,3.0,5.0,5.0,1.0,5,
537,制造局创意园一期,3,11.0,5.0,4.66,6.0,6.0,0.0,2.0,13.0,1.0,6,
538,盛创企业家园,3,5.0,5.0,1.62,5.0,0.0,0.0,0.0,0.0,0.0,2,
539,彭浦科技园,3,,4.0,2.84,5.0,1.0,3.0,3.0,9.0,0.0,6,
540,乐业天地创意园,3,,,3.3,3.0,1.0,0.0,3.0,7.0,1.0,6,
541,强生营运大楼,3,7.0,14.0,4.06,8.0,5.0,2.0,9.0,0.0,0.0,5,
542,北美广场,3,8.0,23.0,5.07,21.0,10.0,1.0,11.0,35.0,1.0,7,
543,中友中谊大厦,2,19.0,28.0,2.43,6.0,9.0,1.0,6.0,25.0,2.0,7,
544,中核浦原科技园,3,14.0,13.0,4.74,15.0,0.0,0.0,2.0,12.0,1.0,5,3.6
545,智苑创意园,3,,,3.47,39.0,2.0,3.0,3.0,25.0,0.0,6,
546,产业大楼园,3,1.0,9.0,1.62,2.0,0.0,0.0,1.0,4.0,0.0,4,2.36
547,钱江商务大厦,2,15.0,19.0,3.35,14.0,2.0,3.0,3.0,7.0,0.0,6,6.23
548,飞乐大厦二期,3,3.0,10.0,3.55,3.0,0.0,1.0,3.0,6.0,0.0,5,
549,齐来大厦,2,9.0,24.0,3.55,2.0,2.0,0.0,6.0,7.0,0.0,5,4.5
550,苏河汇,2,9.0,5.0,3.85,26.0,2.0,6.0,3.0,20.0,2.0,7,4.58
551,北大二期孵化器大楼,3,9.0,8.0,3.85,1.0,0.0,0.0,0.0,0.0,0.0,2,3.57
552,三九商务楼,2,9.0,7.0,3.21,13.0,0.0,1.0,5.0,18.0,1.0,6,5.51
553,海泰时代大厦,3,12.0,17.0,2.54,57.0,13.0,16.0,10.0,66.0,1.0,7,
554,凌空SOHO,3,,11.0,4.07,4.0,0.0,3.0,1.0,5.0,0.0,5,
555,上海国际汽车城产业创新园,3,,,1.83,14.0,3.0,3.0,0.0,26.0,0.0,5,1.78
556,中金国际广场C座,3,9.0,17.0,4.17,63.0,4.0,15.0,9.0,26.0,2.0,7,
557,新思大厦,3,10.0,25.0,3.55,3.0,5.0,0.0,3.0,9.0,1.0,6,5.06
558,世和中心,3,8.0,13.0,4.26,2.0,0.0,2.0,0.0,2.0,0.0,4,5.5
559,新明KIDMALL,3,,,2.03,12.0,3.0,5.0,2.0,23.0,0.0,6,4.8
560,光启文化广场,3,6.0,14.0,5.06,59.0,2.0,5.0,5.0,22.0,2.0,7,6.98
561,南洋1931,3,1.0,15.0,4.36,70.0,2.0,8.0,8.0,26.0,1.0,7,4.0
562,电科滨江中心,3,,,5.21,18.0,8.0,2.0,14.0,28.0,1.0,7,3.0
563,凯德星贸中心,3,1.0,30.0,7.1,13.0,0.0,1.0,0.0,11.0,1.0,5,
564,零号湾,3,,,1.83,3.0,0.0,0.0,1.0,4.0,1.0,5,
565,联合大厦,3,29.0,34.0,2.84,13.0,1.0,6.0,4.0,30.0,3.0,7,6.67
566,欧银中心,2,10.0,9.0,4.06,11.0,3.0,2.0,1.0,15.0,0.0,6,
567,中科招商.国际财富中心,3,2.0,10.0,7.1,5.0,1.0,1.0,3.0,35.0,1.0,7,3.0
568,绿地北郊广场,3,6.0,3.0,1.66,4.0,0.0,1.0,4.0,5.0,0.0,5,
569,海东大厦,2,12.0,12.0,4.6,1.0,0.0,0.0,20.0,12.0,0.0,4,1.9
570,财富108广场,3,14.0,27.0,3.65,8.0,0.0,0.0,5.0,9.0,1.0,5,
571,江苏大厦,3,20.0,46.0,4.72,44.0,8.0,7.0,4.0,22.0,1.0,7,2.14
572,坤阳国际商务广场,3,21.0,18.0,4.06,56.0,1.0,1.0,8.0,23.0,1.0,7,
573,都市总部大楼,3,12.0,26.0,5.07,0.0,1.0,19.0,20.0,47.0,2.0,6,
