,name,type,age,floors,rent,hotel,hospital,mall,park1500,store,underground,POIs,mean_rent
1332,汇银大厦,2,,25.0,6.29,67.0,15.0,17.0,11.0,34.0,3.0,7,
1333,绿地科创大厦,3,16.0,28.0,3.55,37.0,3.0,4.0,6.0,32.0,5.0,7,
1334,前滩尚博创意产业园,3,,,2.84,16.0,3.0,1.0,1.0,12.0,0.0,6,
1335,云仓创意园,3,,,3.75,39.0,2.0,3.0,3.0,25.0,0.0,6,
1336,虹桥银城大厦,3,15.0,30.0,3.55,19.0,2.0,0.0,8.0,0.0,1.0,5,2.0
1337,禾森商务中心,3,15.0,6.0,3.24,31.0,13.0,1.0,7.0,27.0,1.0,7,
1338,丽琴大厦,3,9.0,10.0,1.72,1.0,5.0,0.0,1.0,2.0,0.0,5,
1339,周家桥创意中心,2,14.0,5.0,3.85,2.0,8.0,0.0,10.0,8.0,0.0,5,2.77
1340,东方大厦,2,21.0,17.0,4.06,28.0,1.0,0.0,7.0,19.0,1.0,6,3.62
1341,iDream张江公馆,3,,,3.04,2.0,0.0,0.0,3.0,2.0,0.0,4,
1342,东方金融园,3,7.0,6.0,3.85,4.0,0.0,1.0,3.0,4.0,1.0,6,
1343,建国路八号桥创意园,3,14.0,7.0,6.08,80.0,9.0,0.0,6.0,25.0,2.0,6,
1344,中展大厦,2,,16.0,3.04,1.0,0.0,0.0,0.0,3.0,0.0,3,4.46
1345,明通文化创意产业园,2,6.0,5.0,2.74,14.0,1.0,1.0,1.0,7.0,0.0,6,
1346,思创大厦,2,20.0,30.0,2.64,25.0,3.0,5.0,11.0,27.0,0.0,6,6.0
1347,长宁新世纪广场,1,20.0,19.0,2.58,16.0,0.0,5.0,8.0,18.0,0.0,5,17.0
1348,共和国际商务广场,3,10.0,18.0,2.67,6.0,1.0,2.0,4.0,15.0,1.0,7,3.31
1349,森本大厦,2,,7.0,4.06,25.0,0.0,4.0,5.0,20.0,1.0,6,10.0
1350,外滩588,3,7.0,8.0,7.1,25.0,3.0,4.0,14.0,47.0,1.0,7,3.6
1351,华虹国际大厦,3,,19.0,4.97,74.0,6.0,13.0,6.0,79.0,2.0,7,
1352,上海浦东信息大厦,3,13.0,41.0,5.86,1.0,0.0,0.0,0.0,0.0,0.0,2,4.5
1353,高华大楼,3,24.0,5.0,1.62,6.0,0.0,1.0,0.0,5.0,0.0,4,2.27
1354,中冶祥腾菁英尚都,1,5.0,17.0,2.74,11.0,2.0,0.0,8.0,6.0,0.0,5,4.0
1355,渣打银行大厦,3,10.0,26.0,6.67,15.0,6.0,3.0,0.0,22.0,0.0,5,
1356,大宁德必易园,3,6.0,4.0,3.95,7.0,0.0,1.0,2.0,14.0,0.0,5,5.78
1357,集创公园,3,2.0,8.0,3.85,1.0,0.0,0.0,0.0,0.0,1.0,3,
1358,金虹桥国际中心,3,5.0,50.0,7.61,27.0,5.0,11.0,13.0,25.0,1.0,7,7.57
1359,高宝新时代广场,3,21.0,28.0,5.3,7.0,12.0,11.0,7.0,39.0,1.0,7,
1360,浦发大厦,3,113.0,11.0,8.11,45.0,5.0,1.0,5.0,29.0,0.0,6,
1361,江南厂创意园,3,,,5.58,17.0,2.0,3.0,5.0,25.0,0.0,6,
1362,金桥瑞邑,3,5.0,7.0,3.04,2.0,0.0,0.0,2.0,1.0,0.0,4,5.43
1363,湘江大厦,3,20.0,19.0,2.43,20.0,10.0,2.0,3.0,24.0,1.0,7,
1364,东亚银行金融大厦,3,10.0,42.0,9.33,13.0,2.0,4.0,9.0,14.0,1.0,7,
1365,瑞铂中心,3,3.0,9.0,4.06,16.0,2.0,2.0,0.0,11.0,0.0,5,
1366,四行仓库创意园,2,19.0,5.0,4.56,61.0,6.0,8.0,9.0,45.0,3.0,7,
1367,东朔商务中心,3,,,5.07,15.0,7.0,9.0,6.0,31.0,0.0,6,5.27
1368,星联研发楼,3,7.0,18.0,4.36,29.0,5.0,3.0,9.0,26.0,1.0,7,
1369,研祥科技大楼,3,10.0,14.0,4.8,0.0,9.0,3.0,9.0,26.0,1.0,6,3.1
1370,张江集电港移动互联网孵化器二期,3,8.0,12.0,4.26,2.0,0.0,0.0,0.0,3.0,0.0,3,2.8
1371,全球青年创业中心,3,1.0,3.0,1.83,0.0,0.0,0.0,0.0,1.0,0.0,2,
1372,双高世贸广场,3,4.0,17.0,2.53,1.0,2.0,0.0,3.0,6.0,0.0,5,7.15
1373,创业中心大厦,2,22.0,8.0,2.64,3.0,2.0,0.0,1.0,9.0,1.0,6,
1374,嘉汇创机商务中心,2,10.0,12.0,2.5,77.0,4.0,4.0,8.0,25.0,1.0,7,3.0
1375,华生大厦,3,17.0,20.0,3.04,44.0,7.0,4.0,0.0,21.0,1.0,6,
1376,德必易园写字楼,3,,,3.76,8.0,0.0,1.0,5.0,9.0,1.0,6,5.36
1377,骏丰国际财富广场,3,9.0,27.0,3.95,16.0,4.0,5.0,9.0,24.0,1.0,7,
1378,左岸88,2,6.0,9.0,3.65,4.0,2.0,0.0,2.0,34.0,1.0,6,
1379,合生财富大厦,3,9.0,14.0,4.83,25.0,3.0,4.0,14.0,48.0,1.0,7,1.8
1380,齐来工业城,2,,6.0,3.0,1.0,2.0,0.0,5.0,6.0,0.0,5,3.59
1381,炫润国际大厦,2,13.0,9.0,3.04,21.0,2.0,3.0,0.0,12.0,0.0,5,
1382,金陵海欣大厦,3,18.0,26.0,7.03,128.0,2.0,25.0,10.0,63.0,1.0,7,
1383,科技产业化大楼,3,12.0,22.0,3.55,2.0,2.0,0.0,1.0,11.0,1.0,6,4.2
1384,虹漕大楼,2,20.0,12.0,2.64,2.0,3.0,0.0,3.0,12.0,0.0,5,6.2
1385,中环信协天地,3,,,4.75,11.0,2.0,0.0,2.0,10.0,0.0,5,
1386,闻通商务中心,2,,6.0,4.06,39.0,2.0,1.0,3.0,26.0,0.0,6,2.76
1387,震旦国际大楼,3,16.0,38.0,10.14,7.0,0.0,5.0,10.0,11.0,1.0,6,
1388,上影国际大厦,3,6.0,20.0,6.02,52.0,5.0,0.0,8.0,21.0,1.0,6,5.2
1389,长房国际广场,3,11.0,27.0,6.08,31.0,6.0,15.0,10.0,29.0,1.0,7,
1390,禹州金桥国际,2,9.0,19.0,1.62,21.0,0.0,1.0,1.0,7.0,0.0,5,6.62
1391,电信实业大楼,3,,,3.24,5.0,3.0,5.0,4.0,21.0,1.0,7,
1392,智造局二期,3,11.0,4.0,6.29,45.0,1.0,0.0,7.0,38.0,0.0,5,3.5
1393,东方尚博创意园,3,8.0,5.0,3.75,8.0,3.0,0.0,1.0,20.0,1.0,6,4.92
1394,芳华德必运动LOFT,3,1.0,3.0,4.11,1.0,0.0,0.0,20.0,12.0,0.0,4,
1395,保利西岸中心,3,,,6.69,12.0,1.0,0.0,4.0,8.0,0.0,5,4.3
1396,东上海中心,2,11.0,20.0,4.06,24.0,3.0,8.0,6.0,18.0,1.0,7,7.67
1397,新曹杨科技大厦,3,,19.0,3.24,3.0,0.0,0.0,7.0,16.0,2.0,5,5.8
1398,上海国际包装印刷城,1,16.0,12.0,1.08,9.0,0.0,2.0,1.0,11.0,2.0,6,
1399,江桥万达广场,3,7.0,10.0,1.43,21.0,2.0,3.0,4.0,9.0,1.0,7,1.53
1400,上海映巷创意工场,2,11.0,4.0,3.55,5.0,3.0,2.0,4.0,21.0,1.0,7,3.66
1401,海益商务大厦,3,14.0,14.0,3.85,29.0,3.0,1.0,8.0,13.0,1.0,7,3.29
1402,中金国际广场,3,9.0,22.0,6.0,63.0,4.0,9.0,6.0,26.0,2.0,7,3.62
1403,上海外经大厦,2,14.0,20.0,4.06,13.0,1.0,0.0,3.0,10.0,1.0,6,6.0
1404,飞洲时代大厦,3,10.0,28.0,4.06,23.0,1.0,1.0,6.0,23.0,0.0,6,2.3
1405,创富大厦,1,,4.0,3.04,6.0,4.0,6.0,9.0,0.0,0.0,5,6.0
1406,建发国际大厦,3,3.0,18.0,5.98,3.0,3.0,2.0,7.0,15.0,1.0,7,4.98
1407,欧银集心大楼,3,,,2.84,5.0,0.0,1.0,1.0,7.0,0.0,5,
1408,上海地产大厦,3,18.0,26.0,7.1,48.0,4.0,16.0,10.0,30.0,3.0,7,3.76
1409,东方国际大厦,3,21.0,16.0,5.78,23.0,0.0,7.0,10.0,14.0,0.0,5,4.25
1410,1933创意空间,3,8.0,27.0,3.6,10.0,3.0,4.0,7.0,48.0,1.0,7,
1411,华南大厦,2,16.0,14.0,3.55,8.0,2.0,1.0,2.0,6.0,1.0,7,2.3
1412,富邦晶品,3,,,8.11,54.0,17.0,15.0,3.0,42.0,1.0,7,
1413,亿达产业园,3,,,3.55,2.0,0.0,4.0,2.0,13.0,0.0,5,1.78
1414,中海国际中心,3,1.0,32.0,8.11,60.0,3.0,13.0,12.0,30.0,1.0,7,
1415,北科大厦,1,14.0,15.0,3.06,4.0,4.0,3.0,3.0,21.0,2.0,7,
1416,浙铁绿城长风中心,3,,,4.26,6.0,3.0,1.0,7.0,3.0,0.0,6,4.7
1417,创邑・源,3,12.0,3.0,4.56,51.0,13.0,2.0,8.0,36.0,1.0,7,2.2
1418,智慧湾科创园,3,2.0,7.0,2.54,3.0,0.0,1.0,1.0,9.0,1.0,6,2.3
1419,众城商厦,3,,25.0,3.04,4.0,11.0,8.0,1.0,22.0,2.0,7,
1420,捷运大厦,3,17.0,30.0,2.78,28.0,4.0,5.0,9.0,29.0,0.0,6,
1421,东华大学创意园,3,,13.0,4.06,19.0,2.0,1.0,6.0,21.0,1.0,7,
1422,悟锦世纪大楼,3,10.0,8.0,8.09,103.0,24.0,7.0,8.0,34.0,1.0,7,1.8
1423,七宝易园,3,,,3.04,23.0,1.0,4.0,2.0,28.0,1.0,7,
1424,远洋财富广场,3,,,1.71,25.0,3.0,7.0,7.0,17.0,0.0,6,
1425,海尚杰座,3,12.0,16.0,3.33,8.0,4.0,1.0,8.0,20.0,1.0,7,2.8
1426,利星国际广场,3,11.0,25.0,7.87,0.0,12.0,4.0,7.0,45.0,0.0,5,1.97
1427,歌斐中心,3,,,7.3,19.0,4.0,2.0,8.0,15.0,1.0,7,
1428,浦东张江软件园,2,13.0,6.0,3.35,1.0,0.0,0.0,1.0,3.0,0.0,4,
1429,万宝国际商务中心,2,23.0,5.0,5.88,29.0,13.0,2.0,11.0,23.0,1.0,7,
1430,海虹永安商厦,3,,,2.86,28.0,6.0,12.0,8.0,40.0,2.0,7,
1431,巨富大厦,3,14.0,25.0,3.85,17.0,15.0,11.0,10.0,30.0,1.0,7,
1432,上海财经大学国家大学科技园,2,10.0,13.0,2.23,29.0,1.0,0.0,6.0,17.0,0.0,5,3.5
1433,新研大楼,3,3.0,26.0,4.36,7.0,9.0,3.0,9.0,26.0,1.0,7,1.4
1434,孵源节能环保科技企业孵化基地,3,,5.0,1.62,2.0,0.0,0.0,1.0,4.0,0.0,4,1.34
1435,嘉里不夜城企业中心企业公馆,3,,,4.06,15.0,2.0,6.0,5.0,32.0,2.0,7,3.08
1436,红坊,3,11.0,3.0,4.26,5.0,52.0,2.0,11.0,20.0,2.0,7,1.8
1437,加减乘除创意园,2,6.0,7.0,3.04,7.0,0.0,0.0,1.0,6.0,0.0,4,3.73
1438,荣欣大厦,2,19.0,24.0,3.35,33.0,12.0,10.0,7.0,39.0,1.0,7,3.26
1439,中环广场,3,19.0,38.0,8.31,47.0,12.0,16.0,26.0,23.0,2.0,7,
1440,利仕达,3,,,4.06,102.0,4.0,19.0,12.0,40.0,2.0,7,
1441,波司登大厦,3,,19.0,3.04,17.0,0.0,2.0,0.0,24.0,0.0,4,3.85
1442,SOHO丽园,2,11.0,6.0,4.66,9.0,16.0,4.0,16.0,41.0,3.0,7,4.32
1443,华瑞大厦,2,13.0,13.0,1.96,4.0,2.0,0.0,2.0,10.0,0.0,5,
1444,世纪巴士大厦,3,18.0,27.0,8.11,14.0,10.0,14.0,27.0,30.0,2.0,7,4.8
1445,华盛科技园,3,,,4.07,1.0,1.0,0.0,2.0,0.0,0.0,4,3.92
1446,桂果园,2,25.0,6.0,3.04,4.0,1.0,0.0,3.0,8.0,0.0,5,4.9
1447,银海大楼,2,22.0,12.0,2.0,22.0,11.0,2.0,4.0,17.0,1.0,7,4.0
1448,六合大厦,2,20.0,20.0,3.04,126.0,5.0,19.0,10.0,55.0,1.0,7,
1449,旺角广场,3,12.0,23.0,3.85,32.0,12.0,13.0,17.0,76.0,3.0,7,3.3
1450,证大五道口广场,3,13.0,20.0,7.1,6.0,1.0,2.0,16.0,3.0,2.0,7,
1451,焊点1088办公公社,3,10.0,4.0,3.24,3.0,0.0,1.0,0.0,12.0,1.0,5,
1452,燎申虹桥国际中心,3,9.0,9.0,3.24,12.0,3.0,8.0,1.0,18.0,1.0,7,4.25
1453,碧海现代苑,2,10.0,18.0,1.93,6.0,0.0,1.0,0.0,9.0,1.0,5,5.9
1454,古美创智中心,3,,,1.01,20.0,5.0,0.0,5.0,17.0,0.0,5,2.2
1455,杨浦科技大厦,3,18.0,10.0,3.05,27.0,2.0,5.0,5.0,23.0,0.0,6,
1456,MINI公馆,2,8.0,27.0,2.53,7.0,2.0,0.0,5.0,13.0,0.0,5,
1457,仙乐斯广场,3,17.0,37.0,7.61,70.0,9.0,13.0,18.0,42.0,1.0,7,5.0
1458,新凤城商务楼,3,14.0,3.0,3.43,27.0,14.0,2.0,6.0,21.0,1.0,7,
1459,中建大厦,3,10.0,37.0,8.92,23.0,0.0,0.0,3.0,17.0,2.0,5,2.6
1460,8号桥三期,2,8.0,6.0,5.58,31.0,19.0,3.0,7.0,31.0,1.0,7,1.23
1461,康健商务广场,3,,5.0,2.94,10.0,0.0,1.0,1.0,0.0,1.0,5,
1462,荣兆商务楼,1,,4.0,5.07,39.0,5.0,6.0,3.0,27.0,2.0,7,
1463,光华大厦,3,11.0,10.0,3.04,21.0,4.0,1.0,8.0,12.0,1.0,7,3.39
1464,鑫兴大楼,3,18.0,7.0,2.5,48.0,14.0,15.0,27.0,21.0,2.0,7,1.4
1465,同和凤凰园,3,3.0,4.0,3.04,3.0,3.0,2.0,7.0,15.0,1.0,7,
1466,锦江向阳大楼,3,16.0,21.0,4.33,100.0,6.0,21.0,18.0,40.0,3.0,7,2.0
1467,灿虹聚富大厦,2,13.0,9.0,2.84,17.0,3.0,3.0,1.0,13.0,0.0,6,1.4
1468,港汇广场,3,1.0,4.0,7.4,43.0,3.0,10.0,10.0,30.0,3.0,7,3.69
1469,华申大厦,2,20.0,16.0,4.06,46.0,6.0,12.0,4.0,22.0,2.0,7,3.94
1470,正大喜马拉雅中心,3,,,6.74,15.0,0.0,4.0,14.0,10.0,1.0,6,6.0
1471,美丽华商务中心,2,22.0,7.0,3.65,19.0,3.0,4.0,7.0,0.0,1.0,6,
1472,富群商务大厦A栋,1,13.0,9.0,2.94,134.0,3.0,3.0,1.0,8.0,0.0,6,
1473,绿洲广场,2,18.0,28.0,2.54,26.0,1.0,6.0,7.0,27.0,4.0,7,2.86
1474,中国民生银行大厦,3,19.0,25.0,5.07,43.0,8.0,13.0,26.0,27.0,0.0,6,4.15
1475,长宁来福士广场,3,3.0,,7.5,63.0,10.0,3.0,8.0,35.0,1.0,7,4.8
1476,铭德国际广场,3,9.0,26.0,3.0,11.0,5.0,3.0,3.0,33.0,1.0,7,2.35
1477,中鑫企业广场,3,9.0,4.0,2.84,5.0,0.0,0.0,0.0,6.0,0.0,3,3.42
1478,慧谷白猫科技园,3,16.0,9.0,3.04,26.0,5.0,2.0,8.0,29.0,0.0,6,5.07
1479,环球金融中心,3,,60.0,10.14,21.0,4.0,5.0,7.0,19.0,1.0,7,4.62
1480,古北国际财富中心,3,10.0,15.0,6.9,19.0,6.0,0.0,7.0,7.0,1.0,6,2.35
1481,金桥谷创意园,2,8.0,5.0,2.4,10.0,1.0,1.0,4.0,9.0,0.0,6,
1482,宝钢大厦,3,18.0,33.0,6.08,22.0,0.0,1.0,3.0,25.0,2.0,6,3.32
1483,中国港中旅大厦,3,12.0,27.0,3.04,42.0,3.0,0.0,5.0,29.0,1.0,6,4.74
1484,申窑艺术中心,3,1.0,3.0,2.64,2.0,0.0,4.0,2.0,13.0,0.0,5,3.84
1485,上海证券大厦,3,21.0,27.0,8.11,45.0,5.0,2.0,5.0,33.0,1.0,7,
1486,华苑大厦,2,20.0,31.0,2.75,0.0,1.0,4.0,6.0,12.0,1.0,6,4.9
1487,景裕创意园,3,,,3.34,39.0,2.0,3.0,3.0,25.0,0.0,6,
1488,东银中心,3,10.0,30.0,8.11,22.0,5.0,2.0,7.0,8.0,1.0,7,4.0
1489,永融企业中心,3,,,3.64,30.0,5.0,9.0,6.0,38.0,1.0,7,3.3
1490,荣博商务楼,2,12.0,5.0,4.06,20.0,2.0,7.0,9.0,18.0,0.0,6,
1491,外高桥商务大厦,3,,25.0,1.52,12.0,0.0,0.0,0.0,7.0,1.0,4,3.02
1492,上海西郊商务区-C2国际区,2,5.0,6.0,2.15,0.0,0.0,0.0,2.0,4.0,1.0,4,4.13
1493,闿鑫商务园,3,,,1.52,25.0,9.0,3.0,6.0,26.0,1.0,7,6.03
1494,紫安大厦,2,18.0,14.0,4.56,59.0,20.0,9.0,5.0,29.0,1.0,7,
1495,一统商务大厦,2,,11.0,3.55,17.0,5.0,10.0,1.0,27.0,1.0,7,2.8
1496,333世纪大厦,3,,,7.1,13.0,0.0,5.0,13.0,7.0,3.0,6,2.88
1497,远中产业园,2,8.0,5.0,3.55,9.0,4.0,0.0,1.0,13.0,1.0,6,
1498,银洲国际商务大厦,3,9.0,7.0,2.74,7.0,4.0,2.0,12.0,13.0,0.0,6,3.98
1499,达邦协作广场,3,,,6.59,29.0,3.0,6.0,5.0,36.0,2.0,7,4.5
1500,虹桥德必易园,3,4.0,8.0,3.24,16.0,5.0,4.0,1.0,8.0,0.0,6,3.8
1501,世博办公楼,3,,,5.88,5.0,9.0,4.0,6.0,26.0,1.0,7,
1502,恒积大厦,3,113.0,20.0,4.06,60.0,3.0,13.0,20.0,30.0,1.0,7,4.0
1503,金桃大厦,2,14.0,12.0,3.04,15.0,1.0,0.0,5.0,6.0,0.0,5,4.52
1504,上勤大厦,3,2.0,13.0,3.04,16.0,7.0,4.0,3.0,21.0,1.0,7,2.4
1505,怡亚通广场,3,9.0,8.0,2.53,0.0,1.0,0.0,1.0,2.0,0.0,4,
1506,新上海城市广场,3,18.0,23.0,3.33,89.0,10.0,19.0,12.0,63.0,2.0,7,6.05
1507,中海万锦城,2,6.0,20.0,2.38,94.0,0.0,4.0,3.0,54.0,1.0,6,
1508,桂林高智科技大厦,3,,,4.97,10.0,7.0,1.0,7.0,17.0,0.0,6,
1509,上海铁路大厦,2,13.0,21.0,3.04,40.0,2.0,1.0,5.0,37.0,1.0,7,4.38
1510,同济联合广场,3,12.0,22.0,3.65,12.0,1.0,2.0,12.0,13.0,1.0,7,
1511,青松城,3,21.0,19.0,4.97,50.0,4.0,16.0,12.0,28.0,1.0,7,
1512,置汇旭辉广场,3,1.0,16.0,6.08,1.0,0.0,0.0,0.0,0.0,0.0,2,
1513,枫林创意园,3,6.0,6.0,4.36,0.0,4.0,16.0,12.0,27.0,1.0,6,3.5
1514,东方维京大厦,3,10.0,30.0,6.08,19.0,3.0,3.0,9.0,17.0,0.0,6,
1515,天华信息科技服务园,3,10.0,10.0,3.9,1.0,5.0,1.0,4.0,39.0,3.0,7,2.63
1516,源创创意园,2,8.0,6.0,6.08,21.0,29.0,1.0,10.0,33.0,0.0,6,3.5
1517,晶耀前滩,3,,28.0,6.59,0.0,0.0,0.0,1.0,0.0,3.0,3,4.26
1518,幸福里,3,,,6.08,11.0,11.0,1.0,12.0,21.0,2.0,7,
1519,泛欧现代大厦,3,11.0,14.0,1.98,13.0,0.0,1.0,2.0,14.0,1.0,6,
1520,金虹桥商场,3,5.0,,8.11,27.0,5.0,14.0,13.0,25.0,1.0,7,5.0
1521,苏河1号,3,9.0,28.0,3.85,47.0,2.0,2.0,3.0,31.0,0.0,6,2.29
1522,快易名商徐汇中心,3,2.0,30.0,5.03,11.0,18.0,6.0,17.0,61.0,2.0,7,3.88
1523,之俊大厦副楼,2,13.0,13.0,3.04,13.0,5.0,2.0,4.0,19.0,1.0,7,
1524,中山万博国际中心,3,7.0,28.0,6.59,0.0,49.0,2.0,8.0,19.0,2.0,6,
1525,裕丰国际大厦,3,14.0,26.0,3.04,12.0,16.0,0.0,9.0,22.0,0.0,5,5.52
1526,中铁诺德国际中心,3,3.0,17.0,3.04,4.0,0.0,0.0,1.0,11.0,0.0,4,
1527,东海商业中心一期,3,23.0,23.0,5.07,147.0,11.0,0.0,18.0,71.0,1.0,6,5.0
1528,腾飞浦汇大厦,3,6.0,24.0,7.96,137.0,14.0,24.0,7.0,90.0,1.0,7,
1529,上海中心,3,4.0,118.0,13.35,21.0,2.0,7.0,7.0,11.0,0.0,6,
1530,新华保险大厦,3,6.0,18.0,5.58,26.0,1.0,2.0,11.0,19.0,1.0,7,4.5
1531,中融恒瑞国际大厦,3,13.0,26.0,5.98,36.0,8.0,14.0,6.0,31.0,1.0,7,0.16
1532,新陆国际商务大厦,3,9.0,15.0,3.04,2.0,5.0,2.0,2.0,24.0,1.0,7,7.5
1533,万科活力城,3,,14.0,3.85,4.0,1.0,3.0,0.0,4.0,2.0,6,
1534,德必易园,3,,,3.14,8.0,0.0,1.0,5.0,9.0,1.0,6,
1535,长江众创,3,,,4.66,1.0,0.0,0.0,0.0,0.0,0.0,2,
1536,50智慧园,3,,,2.64,4.0,10.0,5.0,6.0,27.0,1.0,7,3.2
1537,SVA越界,1,9.0,5.0,3.55,8.0,4.0,1.0,5.0,3.0,0.0,6,5.6
1538,太平洋企业中心,3,19.0,21.0,4.36,0.0,14.0,1.0,0.0,0.0,0.0,3,5.3
1539,桂中园,1,20.0,6.0,2.84,6.0,1.0,0.0,3.0,11.0,1.0,6,
1540,华虹创新,3,,,3.55,1.0,0.0,0.0,2.0,1.0,0.0,4,
1541,久合科技园,2,14.0,7.0,3.04,16.0,7.0,4.0,3.0,21.0,1.0,7,
1542,M50桃浦创意园,2,8.0,4.0,2.7,6.0,0.0,0.0,1.0,6.0,0.0,4,
1543,愚园1890,3,,5.0,5.58,25.0,3.0,5.0,4.0,21.0,1.0,7,4.4
1544,由由世纪广场,3,8.0,22.0,6.39,7.0,0.0,1.0,7.0,10.0,0.0,5,
1545,光大安石中心,3,1.0,6.0,5.75,31.0,9.0,1.0,5.0,41.0,2.0,7,
1546,国际商务花园,3,8.0,6.0,3.24,2.0,1.0,0.0,0.0,7.0,0.0,4,3.59
1547,上海国际航运服务中心,3,,,6.19,34.0,0.0,2.0,4.0,19.0,1.0,6,2.6
1548,香樟园,2,15.0,2.0,3.04,19.0,5.0,0.0,5.0,14.0,1.0,6,7.81
1549,新天国际大厦,3,19.0,30.0,4.87,26.0,0.0,0.0,0.0,22.0,2.0,4,3.67
1550,天汇广场,2,5.0,36.0,3.25,7.0,1.0,2.0,8.0,12.0,0.0,6,4.02
1551,欧本商业中心,3,,,4.06,1.0,0.0,0.0,0.0,0.0,0.0,2,
1552,天洁大厦,3,6.0,17.0,4.57,2.0,1.0,1.0,6.0,0.0,0.0,5,3.67
1553,前滩世贸中心,3,,,7.1,1.0,0.0,0.0,0.0,0.0,0.0,2,
1554,城汇大厦,3,7.0,19.0,7.61,18.0,14.0,15.0,25.0,29.0,3.0,7,
1555,企业总部园区,3,,10.0,3.95,29.0,9.0,3.0,4.0,26.0,1.0,7,
1556,漕河泾康桥商务绿洲,3,,,2.53,1.0,0.0,0.0,0.0,0.0,0.0,2,
1557,大宁中心广场,3,7.0,3.0,4.37,3.0,3.0,2.0,4.0,6.0,0.0,6,1.74
1558,国科大厦,2,18.0,24.0,2.33,5.0,5.0,3.0,6.0,30.0,1.0,7,
1559,环球世界大厦,3,20.0,32.0,4.55,57.0,10.0,11.0,6.0,38.0,1.0,7,
1560,中展物业,3,,,1.23,6.0,2.0,0.0,2.0,6.0,0.0,5,
1561,银座企业中心,3,11.0,19.0,4.01,51.0,8.0,5.0,3.0,32.0,2.0,7,4.19
1562,凯龙莘庄商务园,3,,,2.64,0.0,0.0,0.0,1.0,2.0,0.0,3,
1563,上海机电城,3,10.0,17.0,2.23,7.0,0.0,1.0,1.0,5.0,2.0,6,2.04
1564,汤臣金融大厦,3,22.0,25.0,6.08,41.0,7.0,2.0,3.0,21.0,1.0,7,
1565,方正大厦,3,13.0,25.0,2.72,21.0,0.0,1.0,1.0,7.0,0.0,5,3.03
1566,园满星空间,3,0.0,8.0,3.55,16.0,7.0,4.0,3.0,21.0,1.0,7,
1567,全方位科技园,3,2.0,8.0,1.62,20.0,8.0,10.0,6.0,28.0,0.0,6,3.3
1568,现代服务业总部园区,3,8.0,25.0,4.06,29.0,9.0,3.0,9.0,26.0,1.0,7,3.9
1569,现代广场,3,12.0,27.0,3.75,6.0,3.0,4.0,7.0,17.0,0.0,6,
1570,药谷大厦,2,15.0,8.0,3.04,1.0,0.0,0.0,0.0,0.0,0.0,2,4.0
1571,宏汇国际大厦,3,8.0,20.0,5.07,52.0,5.0,0.0,8.0,20.0,1.0,6,
1572,嘉亭大厦,3,6.0,12.0,3.95,16.0,0.0,3.0,0.0,14.0,2.0,5,3.55
1573,兆城大厦,2,10.0,13.0,3.24,7.0,4.0,4.0,2.0,20.0,1.0,7,
1574,金领之都,3,7.0,11.0,3.24,2.0,0.0,0.0,1.0,1.0,0.0,4,1.8
1575,久事复兴大厦,3,22.0,25.0,6.08,89.0,8.0,12.0,21.0,29.0,2.0,7,5.86
1576,上海虹桥时代电子广场,2,,1.0,5.07,5.0,9.0,12.0,12.0,32.0,1.0,7,
1577,宝石园大厦,3,13.0,36.0,3.65,8.0,0.0,0.0,4.0,12.0,1.0,5,
1578,国家会展中心,3,,,3.95,6.0,4.0,5.0,8.0,15.0,1.0,7,3.89
1579,静安高和大厦,3,,29.0,6.59,62.0,20.0,11.0,6.0,30.0,1.0,7,
1580,东方环球企业中心,3,9.0,15.0,3.14,3.0,0.0,1.0,1.0,6.0,1.0,6,1.75
1581,新长征中环大厦,3,14.0,18.0,3.24,12.0,2.0,7.0,3.0,14.0,0.0,6,5.93
1582,虹桥国际科技广场,3,8.0,9.0,3.85,5.0,1.0,1.0,2.0,7.0,0.0,6,3.5
1583,E构空间创意园区,2,7.0,6.0,3.04,47.0,2.0,2.0,0.0,21.0,1.0,6,3.5
1584,骏腾商务中心,2,,4.0,2.69,43.0,14.0,3.0,1.0,23.0,0.0,6,
1585,尚诚国际大厦,3,11.0,15.0,2.84,33.0,2.0,7.0,6.0,40.0,3.0,7,5.37
1586,世纪大都会,3,4.0,39.0,7.91,7.0,7.0,2.0,3.0,16.0,1.0,7,
1587,甘泉德必易园,3,,,2.84,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0
1588,舜元企业发展大厦B栋,3,10.0,17.0,5.27,30.0,10.0,0.0,5.0,22.0,2.0,6,2.65
1589,天地科技广场,3,,16.0,3.55,7.0,1.0,3.0,3.0,14.0,1.0,7,3.98
1590,恒通大厦,3,18.0,25.0,7.3,11.0,2.0,6.0,7.0,19.0,1.0,7,
1591,兆丰广场,3,16.0,42.0,5.27,65.0,7.0,6.0,6.0,25.0,1.0,7,2.75
1592,洛克外滩源,3,6.0,21.0,3.75,70.0,5.0,9.0,9.0,52.0,0.0,6,5.44
1593,虹桥绿谷,3,,,4.56,16.0,2.0,2.0,2.0,11.0,0.0,6,4.5
1594,巨洋大厦,3,12.0,24.0,4.26,0.0,0.0,0.0,20.0,12.0,0.0,3,
1595,宝华中心,3,,28.0,5.07,7.0,0.0,2.0,3.0,6.0,0.0,5,
1596,海洋大厦,3,16.0,29.0,7.1,160.0,11.0,14.0,16.0,72.0,1.0,7,5.7
