,name,link-href,sources,surfaceRange,address,averageRent,averageBCRent,nameBC,floors,surface,floor_height,elevator,companys,building_surface,address_for_coordinate,latitude,longitude
418,华依创新园,https://www.haozu.com/sh_xzl_11828/,4,450 - 800m²,浦东  张江碧波路912弄  ,4.2,4.68,张江,,13000m²,,,,13000,浦东  张江碧波路912弄  ,31.2022342682,121.590568542
419,大卫国际大厦,https://www.haozu.com/sh_xzl_2508/,6,74 - 104.3m²,嘉定  新城阿克苏路1187号  ,2.12,2.07,新城,19.0,27158m²,3.6,4,,27158,嘉定  新城阿克苏路1187号  ,31.3534011841,121.266685486
420,百安居浦东商务大厦,https://www.haozu.com/sh_xzl_19912/,1,1020m²,浦东  龙阳路地铁站银霄路393号  ,6.5,7.23,龙阳路地铁站,5.0,,2.7,1,,,浦东  龙阳路地铁站银霄路393号  ,31.2111492157,121.565261841
421,兰生大厦,https://www.haozu.com/sh_xzl_1682/,3,119 - 1290m²,卢湾  淮海中路淮海中路8号  ,9.0,9.28,淮海中路,32.0,59414m²,3.5,7,企业名称：耐克，所属行业：贸易/消费/制造/营运、企业名称：葛兰素，所属行业：贸易/消费/制造/营运、企业名称：史克，所属行业：贸易/消费/制造/营运、企业名称：凡德汽车销售有限公司，所属行业：贸易/消费/制造/营运、企业名称：格兰苏史克投资中国有限公司，所属行业：会计/金融/银行/保险,59414,卢湾  淮海中路淮海中路8号  ,31.2316532135,121.486221313
422,金陵商务广场,https://www.haozu.com/sh_xzl_12986/,1,148m²,徐汇  漕河泾宜山路801号  ,4.0,4.78,漕河泾,12.0,13114m²,3,2,伊莉莎冈特贸易(上海)有限公司,13114,徐汇  漕河泾宜山路801号  ,31.1785144806,121.41443634
423,田林园,https://www.haozu.com/sh_xzl_3184/,5,109 - 800m²,徐汇  漕河泾桂平路470号  ,3.3,4.78,漕河泾,6.0,7272m²,3.2,1,锦绣商贸,7272,徐汇  漕河泾桂平路470号  ,31.1731624603,121.410652161
424,亿博大厦,https://www.haozu.com/sh_xzl_4951/,1,null,宝山  杨行蕰川路1999号  ,,,,25.0,75000m²,3.8,,,75000,宝山  杨行蕰川路1999号  ,31.3986225128,121.409042358
425,华能联合大厦,https://www.haozu.com/sh_xzl_3454/,9,80 - 420m²,浦东  陆家嘴银城东路139号  ,8.19,13.92,陆家嘴,38.0,73000m²,3.6,6,纽曼思食品、中财集团,73000,浦东  陆家嘴银城东路139号  ,31.244550705,121.514381409
426,南苏州路1295号,https://www.haozu.com/sh_xzl_29544/,25,140 - 406m²,黄浦  其他南苏州路1295号  ,6.65,8.53,其他,,,,,,,黄浦  其他南苏州路1295号  ,31.2459125519,121.470901489
427,3131曹安商务园,https://www.haozu.com/sh_xzl_40896/,4,415m²,嘉定  江桥曹安公路1515号  ,2.7,9.86,江桥,,,,,,,嘉定  江桥曹安公路1515号  ,31.2570037842,121.377082825
428,裕丰国际大厦,https://www.haozu.com/sh_xzl_2264/,4,141 - 147m²,长宁  中山公园延安西路777号  ,4.95,6.92,中山公园,26.0,15080m²,3.5,3,企业名称：泰阳证券有限责任公司上海延安西路证券营业部，所属行业：会计/金融/银行/保险、企业名称：东方华太（上海）建筑设计工程，所属行业：房地产/建筑、企业名称：博雅方略咨询集团，所属行业：专业服务/教育/培训、企业名称：上海雪奈国际贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：香港实业集团有限公司，所属行业：能源/原材料,15080,长宁  中山公园延安西路777号  ,31.2204723358,121.440879822
429,莘庄解放日报大厦,https://www.haozu.com/sh_xzl_11467/,4,122.3 - 248m²,闵行  莘庄都市路4855号  ,4.93,3.29,莘庄,22.0,,3.3,4,,,闵行  莘庄都市路4855号  ,31.1096115112,121.396759033
430,张江科创中心,https://www.haozu.com/sh_xzl_19448/,33,73 - 500m²,浦东  张江晨晖路258号  ,4.98,4.68,张江,5.0,,4.5,3,,,浦东  张江晨晖路258号  ,31.2038650513,121.594078064
431,宝华大厦,https://www.haozu.com/sh_xzl_2773/,3,93 - 106m²,普陀  长寿路常德路1211号  ,5.57,5.94,长寿路,24.0,28970m²,3.2,4,企业名称：上海伊馨瘦身美容(长寿路店)，所属行业：专业服务/教育/培训、企业名称：通远商务宾馆，所属行业：专业服务/教育/培训、企业名称：上海誉祖友国际贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：香港标准纺织有限公司上海代表，所属行业：贸易/消费/制造/营运、企业名称：杰姆士（上海）酒业贸易，所属行业：贸易/消费/制造/营运,28970,普陀  长寿路常德路1211号  ,31.2458496094,121.444816589
432,北科大厦,https://www.haozu.com/sh_xzl_3053/,11,42.8 - 120m²,徐汇  万体馆中山西路1919号  ,4.21,5.67,万体馆,15.0,8115.08m²,3,3,企业名称：上海利施科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：东莞环球云石工艺厂有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海博约环境工程有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海双熊贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海易宝建材有限公司，所属行业：贸易/消费/制造/营运,8115.08,徐汇  万体馆中山西路1919号  ,31.1899261475,121.432014465
433,恒达大厦,https://www.haozu.com/sh_xzl_12492/,1,570m²,普陀  长寿路长寿路285号  ,2.9,5.94,长寿路,24.0,28000m²,3.54,3,上海棉纺织印染联合有限公司、上海机械设备成套(集团)公司、上海金铖科技发展有限公司,28000,普陀  长寿路长寿路285号  ,31.24725914,121.445373535
434,汇谷.270创客空间,https://www.haozu.com/sh_xzl_41565/,2,75 - 94m²,虹口  广中路株洲路270号  ,3.4,3.68,广中路,,,,,,,虹口  广中路株洲路270号  ,31.2831401825,121.471809387
435,卓越时代广场,https://www.haozu.com/sh_xzl_17517/,115,52 - 1265.8m²,宝山  通河新村呼兰西路60弄  ,3.47,2.87,通河新村,15.0,128676m²,3.2,,,128676,宝山  通河新村呼兰西路60弄  ,31.3416519165,121.452102661
436,IBP国际商务花园,https://www.haozu.com/sh_xzl_4175/,10,1000 - 2500m²,长宁  北新泾临虹路280弄  ,4.4,4.63,北新泾,6.0,76832m²,3.85,2,报喜鸟集团有限公司，科莱恩化工集团,76832,长宁  北新泾临虹路280弄  ,31.2363834381,121.355041504
437,盛镛智慧科技苑,https://www.haozu.com/sh_xzl_29188/,7,840 - 970m²,浦东  张江宣秋路858号  ,2.6,4.68,张江,,,,,,,浦东  张江宣秋路858号  ,31.0952472687,121.733345032
438,三银基金产业园,https://www.haozu.com/sh_xzl_32170/,47,180.9 - 1800.9m²,青浦  徐泾双联路9号（88号）  ,3.03,3.28,徐泾,,,,,,,青浦  徐泾双联路9号（88号）  ,31.1308612823,121.091423035
439,武定路550号,https://www.haozu.com/sh_xzl_24076/,1,50m²,静安  江宁路武定路550号  ,12.5,8.86,江宁路,,,,,,,静安  江宁路武定路550号  ,31.2397117615,121.456222534
440,禾谷文创四达园,https://www.haozu.com/sh_xzl_39257/,64,25 - 433m²,闵行  浦江三鲁公路2799号  ,1.84,2.23,浦江,,,,,,,闵行  浦江三鲁公路2799号  ,31.0777492523,121.530899048
441,709多媒体园区,https://www.haozu.com/sh_xzl_19463/,1,null,闸北  大宁路灵石路709号  ,,,,4.0,,3.0,,,,闸北  大宁路灵石路709号  ,31.2900562286,121.450317383
442,星游城,https://www.haozu.com/sh_xzl_20907/,40,null,徐汇  万体馆天钥桥路580号  ,,,,,46000m²,,,,46000,徐汇  万体馆天钥桥路580号  ,31.1916484833,121.449211121
443,张江长江众创,https://www.haozu.com/sh_xzl_20250/,2,100 - 120m²,浦东  张江盛夏路666号A栋  ,4.3,4.68,张江,10.0,,,,,,浦东  张江盛夏路666号A栋  ,31.2109413147,121.634544373
444,齐成产业园,https://www.haozu.com/sh_xzl_39060/,11,500 - 2200m²,闵行  老闵行江川路1915弄  ,1.36,2.03,老闵行,,,,,,,闵行  老闵行江川路1915弄  ,31.0148181915,121.424430847
445,加华商务中心,https://www.haozu.com/sh_xzl_2480/,17,21 - 338m²,徐汇  徐家汇虹桥路808号  ,5.25,7.52,徐家汇,7.0,38000m²,3.6,4,企业名称：香港俊基国际有限公司，所属行业：贸易/消费/制造/营运、企业名称：下岛（上海）商贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：日本浜井产业株式会社上海代表，所属行业：贸易/消费/制造/营运、企业名称：美国智慧全球公司上海代表处，所属行业：贸易/消费/制造/营运、企业名称：上海汉祥房地产经纪有限公司，所属行业：房地产/建筑,38000,徐汇  徐家汇虹桥路808号  ,31.2010192871,121.430725098
446,长江新能源大厦,https://www.haozu.com/sh_xzl_16838/,29,51.3 - 915m²,黄浦  人民广场九江路675号9层  ,6.96,8.57,人民广场,11.0,9772m²,,2,上海盈运资产管理有限公司,9772,黄浦  人民广场九江路675号9层  ,31.2400398254,121.484313965
447,丰华园,https://www.haozu.com/sh_xzl_11742/,2,951 - 1044m²,浦东  其他东方路3601号  ,4.9,7.29,其他,8.0,32743m²,3.2,7,上海宸极营销策划有限公司，丰华圆珠笔有限公司，上海三林投资发展有限公司，中远汇丽装潢浦东分部,32743,浦东  其他东方路3601号  ,31.1947650909,121.516845703
448,蓝光科技园,https://www.haozu.com/sh_xzl_20336/,13,57.3 - 275m²,浦东  张江芳春路400号  ,3.23,4.68,张江,5.0,,,2,,,浦东  张江芳春路400号  ,31.2197494507,121.644439697
449,磊鑫商务大厦,https://www.haozu.com/sh_xzl_17911/,5,400 - 735m²,松江  九亭伴亭路68号  ,2.44,2.24,九亭,15.0,18500m²,3.9,2,,18500,松江  九亭伴亭路68号  ,31.1403141022,121.329597473
450,康健大楼,https://www.haozu.com/sh_xzl_13006/,1,50m²,徐汇  漕河泾康健路139号  ,3.3,4.78,漕河泾,15.0,,,,,,徐汇  漕河泾康健路139号  ,31.1717605591,121.432052612
451,城汇大厦,https://www.haozu.com/sh_xzl_2787/,16,303.2 - 1330m²,卢湾  复兴公园南昌路45号  ,8.62,8.77,复兴公园,19.0,31039m²,3.7,6,哈雷·戴维森,31039,卢湾  复兴公园南昌路45号  ,31.2248039246,121.477012634
452,世界贸易大厦,https://www.haozu.com/sh_xzl_2981/,134,107.4 - 1446.2m²,黄浦  人民广场上海黄浦区广东路500号  ,9.28,8.57,人民广场,31.0,68182m²,3.8,9,企业名称：赛成船用设备贸易(上海)有限公司，所属行业：物流/运输、企业名称：上海兴博隆精细化工有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海百诺肯净水设备有限公司，所属行业：贸易/消费/制造/营运、企业名称：荷兰ING太平洋安泰人寿保险有限公司(上海分公司)，所属行业：专业服务/教育/培训、企业名称：益德万科思应用软件服务有限公司，所属行业：计算机/互联网/通信/电子,68182,黄浦  人民广场上海黄浦区广东路500号  ,31.2383308411,121.488395691
453,番禺路886号,https://www.haozu.com/sh_xzl_32748/,1,800m²,徐汇  徐家汇番禺路886号  ,5.3,7.52,徐家汇,,,,,,,徐汇  徐家汇番禺路886号  ,31.2025966644,121.434669495
454,元博商务楼,https://www.haozu.com/sh_xzl_3248/,1,60m²,虹口  江湾场中路201号  ,3.7,4.38,江湾,,,,,,,虹口  江湾场中路201号  ,31.313785553,121.487106323
455,上豪大厦,https://www.haozu.com/sh_xzl_5191/,1,300m²,杨浦  复旦大学邯郸路159号  ,3.5,4.22,复旦大学,18.0,28010m²,3.2,2,天丽音响、康佳通信科技、慧东实业,28010,杨浦  复旦大学邯郸路159号  ,31.3001613617,121.504249573
456,共新办公楼,https://www.haozu.com/sh_xzl_13451/,23,26.3 - 731.6m²,闸北  共和新路共和新路3400号  ,3.71,4.33,共和新路,,,,,,,闸北  共和新路共和新路3400号  ,31.3053436279,121.454948425
457,天壤商务楼,https://www.haozu.com/sh_xzl_17864/,1,451.5m²,徐汇  龙华龙吴路410弄79号  ,3.8,6.2,龙华,5.0,14000m²,4.5,,,14000,徐汇  龙华龙吴路410弄79号  ,31.1660060883,121.45778656
458,众城大厦,https://www.haozu.com/sh_xzl_4949/,3,134 - 500m²,浦东  八佰伴东方路818号  ,4.67,7.76,八佰伴,25.0,36000m²,3.5,4,"上海证券，立人投资,钢之家",36000,浦东  八佰伴东方路818号  ,31.2326087952,121.532203674
459,陆家嘴软件园,https://www.haozu.com/sh_xzl_1371/,23,200 - 6353m²,浦东  竹园商贸区峨山路91弄98号  ,7.43,11.33,竹园商贸区,6.0,550000m²,4.5,2,上海宇龙软件工程有限公司，上海互联网软件有限公司,550000,浦东  竹园商贸区峨山路91弄98号  ,31.2234477997,121.538909912
460,华都大厦,https://www.haozu.com/sh_xzl_3530/,10,98.4 - 280m²,浦东  八佰伴张杨路838号  ,6.64,7.76,八佰伴,30.0,53000m²,3.4,6,中国银行、巴伐利亚银、英国利百得实业有限公司、挪威比奥船舶自动化公司,53000,浦东  八佰伴张杨路838号  ,31.2349243164,121.529663086
461,钦汇园,https://www.haozu.com/sh_xzl_17270/,64,20 - 495m²,徐汇  漕河泾钦州北路1066号  ,4.43,4.78,漕河泾,12.0,32000m²,3.8,2,华北科技、世纪天成,32000,徐汇  漕河泾钦州北路1066号  ,31.1854496002,121.41355896
462,上海五洲国际大厦,https://www.haozu.com/sh_xzl_3055/,1,70m²,徐汇  徐家汇肇嘉浜路807号  ,3.3,7.52,徐家汇,30.0,30000m²,3,3,企业名称：上海前晋企业(集团)有限公司，所属行业：贸易/消费/制造/营运、企业名称：万莱纺织上海代表处，所属行业：贸易/消费/制造/营运、企业名称：优畅电子信息技术有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海宏大集团公司，所属行业：房地产/建筑、企业名称：海圣阳实业有限公司，所属行业：贸易/消费/制造/营运,30000,徐汇  徐家汇肇嘉浜路807号  ,31.2043800354,121.454200745
463,裕安大厦,https://www.haozu.com/sh_xzl_1275/,35,103 - 163m²,浦东  八佰伴东方路738号  ,5.65,7.76,八佰伴,29.0,40000m²,3.6,4,企业名称：中国太平洋财产保险国际金融报社，所属行业：会计/金融/银行/保险、企业名称：世辰投资，所属行业：会计/金融/银行/保险、企业名称：工控集团，所属行业：政府/非赢利机构/其他、企业名称：中伦文德律师事务所，所属行业：专业服务/教育/培训、企业名称：上海海之泉贸易有限公司，所属行业：贸易/消费/制造/营运,40000,浦东  八佰伴东方路738号  ,31.2344436646,121.531196594
464,企业天地,https://www.haozu.com/sh_xzl_1674/,13,117 - 480m²,卢湾  新天地湖滨路222号  ,13.67,8.77,新天地,25.0,80000m²,3.5,14,企业名称：安利日用品有限公司上海分公司，所属行业：贸易/消费/制造/营运、企业名称：甲骨文软件系统有限公司上海分公司，所属行业：贸易/消费/制造/营运、企业名称：礼来国际贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：亚德诺半导体技术有限公司，所属行业：计算机/互联网/通信/电子、企业名称：美国礼来亚洲公司上海代表处，所属行业：贸易/消费/制造/营运,80000,卢湾  新天地湖滨路222号  ,31.227016449,121.482589722
465,上海理工大学科技园,https://www.haozu.com/sh_xzl_17023/,11,133 - 1000m²,闵行  莘庄莘凌路211号  ,2.93,3.29,莘庄,6.0,45000m²,3.2,3,上海泛亚生物医药集团,45000,闵行  莘庄莘凌路211号  ,31.1189002991,121.377105713
466,虹桥金沙商务广场,https://www.haozu.com/sh_xzl_18269/,49,190 - 350m²,嘉定  江桥金沙江西路高潮路168弄  ,3.21,9.86,江桥,6.0,,3.7,,上海迪创商贸发展有限公司,,嘉定  江桥金沙江西路高潮路168弄  ,31.2475166321,121.341026306
467,方糖小镇（凯旋路）,https://www.haozu.com/sh_xzl_20129/,62,null,徐汇  万体馆凯旋路2218号  ,,,,3.0,,3.8,,,,徐汇  万体馆凯旋路2218号  ,31.1963272095,121.431663513
468,金茂工业园,https://www.haozu.com/sh_xzl_3197/,3,60 - 140m²,闵行  虹桥莲花路2080弄50号  ,3.33,4.84,虹桥,10.0,20000m²,3,4,,20000,闵行  虹桥莲花路2080弄50号  ,31.1770515442,121.399116516
469,Linckia 斜土社区,https://www.haozu.com/sh_xzl_18991/,3,400m²,卢湾  打浦桥蒙自路360号2号楼35层  ,5.3,6.86,打浦桥,5.0,,,1,,,卢湾  打浦桥蒙自路360号2号楼35层  ,31.2093639374,121.485237122
470,锦银购物中心,https://www.haozu.com/sh_xzl_2626/,1,84.8m²,嘉定  江桥曹安公路1901号  ,2.3,9.86,江桥,18.0,22000m²,,4,,22000,嘉定  江桥曹安公路1901号  ,31.2584896088,121.3671875
471,中国国际商品中心,https://www.haozu.com/sh_xzl_34398/,2,20 - 220m²,浦东  外高桥浦东新区富特西一路477...  ,2.2,2.96,外高桥,,,,,,,浦东  外高桥浦东新区富特西一路477...  ,31.3401832581,121.604980469
472,华滋奔腾大厦,https://www.haozu.com/sh_xzl_4135/,18,160.3 - 708.4m²,宝山  淞南逸仙路2816号(近长江南路)  ,2.96,2.63,淞南,24.0,101000m²,3.5,6,,101000,宝山  淞南逸仙路2816号(近长江南路)  ,31.3418235779,121.501235962
473,漕河泾产业园,https://www.haozu.com/sh_xzl_19501/,3,60 - 180m²,徐汇  漕河泾冠生园路227号  ,4.37,4.78,漕河泾,,,,4,上海创丞文化传播有限公司,,徐汇  漕河泾冠生园路227号  ,31.1695232391,121.434059143
