,name,link-href,sources,surfaceRange,address,averageRent,averageBCRent,nameBC,floors,surface,floor_height,elevator,companys,building_surface,store,mall,park,hotel,underground,park1500
542,港陆广场,https://www.haozu.com/sh_xzl_1520/,14,90.2 - 370m²,黄浦  人民广场西藏中路18号  ,7.79,8.57,人民广场,36.0,44650m²,4,8,企业名称：康博嘉信息科技(上海)有限公司，所属行业：计算机/互联网/通信/电子、企业名称：香港恒达纺织实业有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海恒瑞物流有限公司，所属行业：物流/运输、企业名称：嘉宏航运有限公司，所属行业：物流/运输、企业名称：伊立欧化学贸易(上海)有限公司，所属行业：贸易/消费/制造/营运、企业名称：现代商船（中国）有限公司，所属行业：物流/运输、企业名称：苏州力特奥维斯保险有限公司，所属行业：会计/金融/银行/保险、企业名称：美国赛夫-华兰德国际有限公司，所属行业：贸易/消费/制造/营运、企业名称：香港贝斯德（亚太区）有限公，所属行业：贸易/消费/制造/营运,44650,43.0,14.0,43.0,39.0,2.0,20.0
543,百汇园全江景写字楼,https://www.haozu.com/sh_xzl_12852/,7,231 - 832m²,徐汇  龙华龙腾大道  ,7.4,6.2,龙华,,,,,,,0.0,0.0,,1.0,2.0,1.0
544,诚达创意产业园,https://www.haozu.com/sh_xzl_16249/,4,442 - 864m²,徐汇  漕河泾桂林路402号  ,5.6,4.78,漕河泾,4.0,,4.8,1,,,18.0,1.0,18.0,7.0,1.0,6.0
545,张江光大安石科技园（星峰企业园）,https://www.haozu.com/sh_xzl_30430/,12,110 - 1183m²,浦东  张江盛夏路500号  ,5.88,4.68,张江,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0
546,中区广场,https://www.haozu.com/sh_xzl_1770/,57,68 - 1678.3m²,黄浦  人民广场黄陂北路227号  ,9.19,8.57,人民广场,26.0,45228m²,3.6,8,企业名称：波士顿咨询，所属行业：贸易/消费/制造/营运、企业名称：AC尼尔森，所属行业：广告/媒体、企业名称：丹沙货运，所属行业：物流/运输、企业名称：埃梯梯工业，所属行业：贸易/消费/制造/营运、企业名称：盖尔玛贸易，所属行业：贸易/消费/制造/营运,45228,30.0,10.0,30.0,15.0,1.0,20.0
547,2577创意大院,https://www.haozu.com/sh_xzl_17282/,38,60 - 3960m²,徐汇  龙华龙华路2577号  ,6.0,6.2,龙华,2.0,40000m²,5,6,上海江南晶龙建筑设计有限公司、上海圣博华康投资管理有限公司,40000,8.0,1.0,8.0,8.0,0.0,2.0
548,日月光中心,https://www.haozu.com/sh_xzl_1329/,21,156 - 982m²,卢湾  打浦桥徐家汇路618号  ,8.38,6.86,打浦桥,34.0,45777m²,4.5,10,,45777,27.0,0.0,27.0,28.0,1.0,10.0
549,汇智805,https://www.haozu.com/sh_xzl_40496/,3,656.3 - 911m²,卢湾  五里桥瞿溪路805号  ,6.67,10.1,五里桥,,,,,,,27.0,2.0,27.0,15.0,1.0,4.0
550,敦奴大厦,https://www.haozu.com/sh_xzl_2650/,5,218 - 1300m²,普陀  长风新村金沙江路1340弄8号楼19层  ,4.1,5.04,长风新村,16.0,15000m²,3.4,2,,15000,9.0,1.0,9.0,3.0,1.0,2.0
551,三号湾广场,https://www.haozu.com/sh_xzl_13304/,2,164.3m²,杨浦  五角场国定路335号  ,3.7,24.11,五角场,15.0,47000m²,3.5,5,,47000,16.0,6.0,16.0,9.0,0.0,7.0
552,创企天地,https://www.haozu.com/sh_xzl_25565/,38,900 - 2500m²,浦东  张江张东路1757号  ,4.54,4.68,张江,,,,,,,2.0,1.0,2.0,0.0,0.0,1.0
553,新曹杨科技大厦,https://www.haozu.com/sh_xzl_18842/,10,49 - 936m²,普陀  长风新村怒江北路399号  ,4.32,5.04,长风新村,,,3.6,2,,,13.0,0.0,13.0,6.0,1.0,6.0
554,源创创意园,https://www.haozu.com/sh_xzl_17935/,2,55.2 - 56m²,静安  南京西路陕西北路600号  ,7.1,8.86,南京西路,,10000m²,4.2,3,,10000,30.0,4.0,30.0,35.0,0.0,8.0
555,飞马旅51center 园区,https://www.haozu.com/sh_xzl_1282/,144,61.9 - 1500m²,闸北  彭浦沪太支路538号  ,3.02,3.27,彭浦,,,4.5,2,,,10.0,3.0,10.0,4.0,0.0,2.0
556,上海科技京城,https://www.haozu.com/sh_xzl_2828/,39,107 - 890m²,黄浦  人民广场北京东路668号  ,4.99,8.57,人民广场,33.0,206000m²,3,8,德合进出口贸易有限公司、国信证券营业部、中弘集团、万方数据、快印,206000,47.0,12.0,47.0,46.0,0.0,8.0
557,复客北翼·创享中心,https://www.haozu.com/sh_xzl_38592/,4,144.3 - 260.9m²,宝山  高境高逸路29号  ,2.98,2.63,高境,,,,,,,10.0,0.0,10.0,3.0,1.0,0.0
558,越界·智造局一期,https://www.haozu.com/sh_xzl_3330/,4,129 - 1717m²,黄浦  黄浦滨江蒙自路169号  ,6.25,6.9,黄浦滨江,4.0,23000m²,5.5,4,AKQA雅酷商务咨询（上海）有限公司、上海英特图书有限公司，上海市公房资产经营有限公司,23000,34.0,1.0,34.0,18.0,1.0,7.0
559,光电之星科技港-新奥智城,https://www.haozu.com/sh_xzl_21735/,37,65 - 273m²,浦东  其他沪南公路8666弄  ,1.8,7.29,其他,,,,,,,1.0,0.0,1.0,2.0,0.0,0.0
560,上海智能制造科技创业中心,https://www.haozu.com/sh_xzl_19358/,19,42 - 121m²,徐汇  漕宝路地铁漕宝路103号  ,5.47,5.67,漕宝路地铁,7.0,,3.5,,上海辰竹仪表有限公司,,17.0,1.0,17.0,10.0,0.0,6.0
561,东方路402弄11号,https://www.haozu.com/sh_xzl_38620/,3,70 - 85m²,浦东  八佰伴东方路402弄11号  ,3.53,7.76,八佰伴,,,,,,,18.0,2.0,18.0,11.0,1.0,3.0
562,宝业商务楼,https://www.haozu.com/sh_xzl_10339/,1,260m²,宝山  庙行共康路183  ,3.2,2.07,庙行,,,,,,,24.0,3.0,24.0,2.0,0.0,3.0
563,慧峰创意园,https://www.haozu.com/sh_xzl_3610/,5,87 - 317m²,闵行  颛桥金都路1165弄150号  ,1.7,2.03,颛桥,4.0,42000m²,5.5,2,,42000,0.0,0.0,,0.0,0.0,1.0
564,歆翱文化创意园,https://www.haozu.com/sh_xzl_20610/,6,106 - 1337m²,松江  九亭沪松公路1648号  ,2.28,2.24,九亭,3.0,7500m²,3.5,,西村名物、群弘衣天下、老虎时尚，（运动)佛雷斯羽毛球馆,7500,3.0,0.0,3.0,3.0,0.0,0.0
565,中铁•诺德国际中心,https://www.haozu.com/sh_xzl_19975/,74,99 - 1500m²,闵行  七莘路秀文路908号  ,5.49,4.81,七莘路,,97712m²,,4,,97712,11.0,2.0,11.0,2.0,0.0,0.0
566,恒积大厦,https://www.haozu.com/sh_xzl_3321/,8,107 - 260m²,卢湾  淮海中路淮海东路99号  ,6.04,9.28,淮海中路,20.0,60000m²,2.6,4,宏投包装机械、英国金利来、修身堂、深圳市希捷尔人力资源有限公司上海分公司、恒通置业公司,60000,45.0,12.0,45.0,19.0,1.0,20.0
567,平高国际广场,https://www.haozu.com/sh_xzl_2029/,16,145.8 - 1380m²,普陀  长寿路安远路128号  ,6.19,5.94,长寿路,24.0,3500m²,,4,,3500,26.0,5.0,26.0,22.0,1.0,3.0
568,复地浦江中心,https://www.haozu.com/sh_xzl_17277/,2,135 - 139m²,闵行  浦江恒南路688弄  ,2.15,2.23,浦江,14.0,171656m²,,4,,171656,5.0,0.0,5.0,6.0,0.0,2.0
569,华一实业大厦,https://www.haozu.com/sh_xzl_11458/,22,26.7 - 421m²,闵行  虹梅路中环外环之间莲花路1555号  ,3.68,2.85,虹梅路,25.0,40000m²,3.6,3,\t企业名称：美来和贸易公司，所属行业：贸易/消费/制造/营运、企业名称：上海康太服饰设计有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海科耐软件科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海能博士空调销售有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海真邦贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海震轩美容美发管理有限公司，所属行业：专业服务/教育/培训、企业名称：上海巴士汽车租赁服务有限公司，所属行业：专业服务/教育/培训,40000,9.0,0.0,9.0,7.0,1.0,4.0
570,汇嘉大厦,https://www.haozu.com/sh_xzl_2387/,2,70m²,徐汇  徐家汇漕溪北路41号  ,4.2,7.52,徐家汇,,42200m²,2.5,4,华星学院、桂祥计算机科技、国微数码电子、海邦智能科技、,42200,24.0,11.0,24.0,25.0,2.0,8.0
571,恒丰大楼,https://www.haozu.com/sh_xzl_18954/,1,730m²,黄浦  外滩江西中路452号  ,2.3,10.33,外滩,4.0,5666m²,,,,5666,61.0,12.0,61.0,44.0,2.0,4.0
572,上海国际印刷包装城,https://www.haozu.com/sh_xzl_20338/,3,100 - 270m²,普陀  桃浦真南路1051弄  ,3.23,4.38,桃浦,6.0,10000m²,2.8,,,10000,10.0,2.0,10.0,3.0,2.0,3.0
573,磐晖商务楼,https://www.haozu.com/sh_xzl_38915/,11,80 - 1000m²,普陀  其他金迎路55号  ,2.33,4.91,其他,,,,,,,0.0,0.0,,0.0,0.0,5.0
574,上海信息大厦,https://www.haozu.com/sh_xzl_4328/,11,83 - 354.9m²,浦东  花木民生路1403号  ,6.56,7.23,花木,,42093m²,2.7,7,,42093,5.0,2.0,5.0,3.0,1.0,15.0
575,福德商务中心,https://www.haozu.com/sh_xzl_3091/,9,130 - 189.6m²,虹口  四川北路四川北路1688号  ,3.63,6.6,四川北路,28.0,72188.17m²,3,6,上海中燃船舶燃料有限公司、上海虹口商业集团有限公司、上海缘汇文化传播有限公司、优力珠海电器制造有限公司,72188.17,37.0,9.0,37.0,9.0,1.0,4.0
576,新世纪广场,https://www.haozu.com/sh_xzl_10706/,1,213m²,长宁  仙霞新村兴义路48号  ,3.1,7.31,仙霞新村,,58600m²,3.5,6,,58600,16.0,4.0,,8.0,0.0,7.0
577,侨桥商务楼,https://www.haozu.com/sh_xzl_19585/,1,40m²,静安  昌平路西康路757号  ,4.5,8.11,昌平路,8.0,,2.8,,上海市社会帮教志愿者协会,,31.0,3.0,31.0,22.0,1.0,4.0
578,欧迪芬大楼,https://www.haozu.com/sh_xzl_29000/,12,73 - 2100m²,闵行  七宝中春路7089号  ,3.15,16.23,七宝,,,,,,,6.0,0.0,6.0,2.0,0.0,1.0
579,天地科技广场,https://www.haozu.com/sh_xzl_2651/,3,490 - 1500m²,普陀  长风新村真北路958号  ,4.0,5.04,长风新村,,33000m²,4.5,,灵禅信息技术有限公司,33000,13.0,1.0,13.0,3.0,1.0,3.0
580,吴泾科技园,https://www.haozu.com/sh_xzl_19303/,2,125 - 164m²,闵行  吴泾虹梅南路4999弄  ,1.65,2.85,吴泾,2.0,80000m²,4.5（工业用房）,,,80000,0.0,0.0,,0.0,0.0,0.0
581,华鼎大厦,https://www.haozu.com/sh_xzl_3882/,6,161 - 335.9m²,徐汇  万体馆中山西路2368号  ,4.08,5.67,万体馆,29.0,15000m²,3,4,格莱达电气(上海)有限公司、上海乔富食品机械有限公司、上海统一翻译有限公司、上海网热计算机有限公司,15000,12.0,5.0,12.0,12.0,1.0,3.0
582,张江集电港,https://www.haozu.com/sh_xzl_3260/,68,25 - 3239m²,浦东  张江龙东大道3000号  ,3.8,4.68,张江,22.0,210000m²,4.2,4,上海钢软信息技术工程有限公司，昆泰集成电路（上海）有限公司,210000,2.0,0.0,2.0,3.0,0.0,0.0
583,隆宇大厦,https://www.haozu.com/sh_xzl_2540/,6,200 - 1500m²,浦东  八佰伴浦东南路1036号  ,6.07,7.76,八佰伴,,31533m²,3,5,上海惠希国际贸易有限公司、上海千石投资发展有限公司、上海汉宇房地产物业顾问有限公司、东吴房地产经纪（上海）有限公司,31533,22.0,11.0,22.0,14.0,2.0,3.0
584,大世界城,https://www.haozu.com/sh_xzl_4761/,1,103m²,虹口  四平路四平路临平北路交口  ,4.8,5.89,四平路,15.0,13580m²,3.8,,,13580,30.0,3.0,30.0,10.0,1.0,2.0
585,华宏商务中心,https://www.haozu.com/sh_xzl_2522/,3,350 - 2241m²,普陀  长风新村中江路388弄5号  ,4.93,5.04,长风新村,24.0,80000m²,3.5,8,企业名称：上海森立电气有限公司，所属行业：计算机/互联网/通信/电子、企业名称：美图数码科技发展有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海金骑文化传播有限公司，所属行业：广告/媒体、企业名称：上海航欧机电设备有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海晋禾经贸有限公司，所属行业：贸易/消费/制造/营运,80000,4.0,0.0,4.0,2.0,0.0,8.0
586,创源新城TEEC上海中心大厦,https://www.haozu.com/sh_xzl_24583/,95,49.6 - 2700m²,嘉定  新城云谷路599弄  ,2.5,2.07,新城,21.0,538000m²,4.4,2,,538000,5.0,0.0,5.0,1.0,2.0,0.0
587,越界·丝腾光华酷,https://www.haozu.com/sh_xzl_37117/,1,533.4m²,闵行  颛桥光华路335号  ,2.5,2.03,颛桥,,,,,,,8.0,0.0,8.0,5.0,0.0,1.0
588,华诚大厦,https://www.haozu.com/sh_xzl_11815/,1,52m²,浦东  八佰伴张杨路601号  ,4.7,7.76,八佰伴,,23000m²,2.8,4,上海艾灵芳进出口有限公司,23000,29.0,11.0,29.0,20.0,1.0,4.0
589,中锐虹口锐win,https://www.haozu.com/sh_xzl_36587/,5,67 - 6000m²,虹口  临平路通州路300号  ,5.13,4.44,临平路,,,,,,,34.0,4.0,34.0,9.0,0.0,4.0
590,裸心社（虹桥天地）,https://www.haozu.com/sh_xzl_20246/,10,null,长宁  虹桥火车站申长路818号  ,,,,,,,,,,8.0,2.0,8.0,3.0,0.0,0.0
591,金港大厦,https://www.haozu.com/sh_xzl_11867/,47,64.6 - 963m²,浦东  外高桥奥纳路55号  ,1.73,2.96,外高桥,13.0,13218m²,3.5,,泰科流体控制国际贸易(上海)有限公司、上海井上贸易有限公司,13218,6.0,3.0,6.0,3.0,1.0,0.0
592,环球广场A楼,https://www.haozu.com/sh_xzl_11833/,18,32.8 - 1180m²,浦东  洋泾桃林路18号  ,4.38,8.67,洋泾,28.0,71000m²,2.6,6,上海斗元贸易有限公司、上海万邦浆纸有限公司,71000,5.0,0.0,5.0,9.0,0.0,1.0
593,爱家国际大厦,https://www.haozu.com/sh_xzl_10806/,2,64 - 66m²,虹口  临平路物华路288号  ,4.7,4.44,临平路,,33000m²,3,8,,33000,22.0,4.0,22.0,10.0,1.0,8.0
594,静安东贤大厦,https://www.haozu.com/sh_xzl_25919/,97,126 - 2047.4m²,闸北  汶水路寿阳路1212号  ,4.56,4.33,汶水路,27.0,41206m²,,8,,41206,4.0,0.0,4.0,1.0,0.0,1.0
595,TMT大厦,https://www.haozu.com/sh_xzl_18251/,2,283.7 - 1450m²,闵行  颛桥颛兴东路1331号  ,3.0,2.03,颛桥,,,,2,广州虹科电子科技有限公司,,3.0,0.0,3.0,1.0,0.0,0.0
596,张江云立方,https://www.haozu.com/sh_xzl_4377/,1,563.4m²,青浦  青浦新城北青公路10688号  ,1.5,2.0,青浦新城,,143874m²,,4,,143874,1.0,0.0,1.0,0.0,0.0,0.0
597,德必梅园WE,https://www.haozu.com/sh_xzl_25597/,13,30 - 782m²,浦东  梅园乳山路233号  ,6.13,13.92,梅园,,,,,,,20.0,0.0,20.0,20.0,0.0,2.0
598,银鹿大厦,https://www.haozu.com/sh_xzl_13388/,2,460 - 637m²,杨浦  平凉路平凉路11041112号银鹿...  ,2.75,4.64,平凉路,13.0,5000m²,3.5,6,,5000,33.0,1.0,33.0,9.0,1.0,2.0
599,杰地大厦,https://www.haozu.com/sh_xzl_2131/,12,108 - 137m²,普陀  曹杨新村中山北路2790号  ,4.34,5.16,曹杨新村,17.0,19327m²,3,4,上海从容投资管理有限公司、上海节睿信息科技有限公司、云南乘风有色金属股份有限公司,19327,29.0,4.0,,16.0,2.0,5.0
600,之俊大厦,https://www.haozu.com/sh_xzl_16276/,17,168 - 1555m²,徐汇  斜土路斜土路1221号  ,5.27,7.52,斜土路,28.0,30002m²,3.5,4,"企业名称：上海光电有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海富申评估咨询集团有限公司，所属行业：计算机/互联网/通信/电子、企业名称：内蒙古大根来工贸有限责任公司，所属行业：贸易/消费/制造/营运、企业名称：上海博威益诚投资（集团）有限公司，所属行业：会计/金融/银行/保险、企业名称：上海亚辉实业有限公司，所属行业：贸易/消费/制造/营运""}]",30002,18.0,2.0,18.0,17.0,1.0,3.0
601,高登金融大厦,https://www.haozu.com/sh_xzl_2265/,16,95 - 465m²,黄浦  外滩延安东路58号  ,7.91,10.33,外滩,28.0,15000m²,3.6,6,企业名称：经济日报，所属行业：广告/媒体、企业名称：韩国泛洲海运，所属行业：物流/运输、企业名称：裕利集装箱服务，所属行业：物流/运输、企业名称：白玉兰律师事务所，所属行业：专业服务/教育/培训、企业名称：经济报社，所属行业：政府/非赢利机构/其他,15000,30.0,6.0,30.0,32.0,0.0,5.0
602,晶钻博华,https://www.haozu.com/sh_xzl_23468/,1,61m²,虹口  虹口足球场甜爱路128弄  ,3.5,4.38,虹口足球场,,,,,,,35.0,6.0,35.0,11.0,1.0,1.0
603,创智良仓,https://www.haozu.com/sh_xzl_20812/,7,106 - 6017m²,南汇  康桥康桥东路298号  ,3.02,2.76,康桥,3.0,33000m²,5.1,,,33000,0.0,0.0,,0.0,0.0,0.0
604,颛桥元谷文创园,https://www.haozu.com/sh_xzl_19431/,19,65.5 - 1221.4m²,闵行  颛桥光华路689号  ,1.93,2.03,颛桥,,,3.6,2,,,6.0,0.0,6.0,1.0,0.0,1.0
605,绿地商务大厦,https://www.haozu.com/sh_xzl_3215/,2,73.3m²,长宁  中山公园上海长宁区愚园路1240号  ,5.8,6.92,中山公园,23.0,46356m²,4,6,拾元饰品有限公司、比利时贝高福厨房用具、福建众合营销营销有限公司、美国贸易电子公司上海代表处、恩华特环境技术（上海）、恩华特环境技术（上海）有限公司、,46356,24.0,4.0,24.0,12.0,2.0,6.0
606,豪浦莱迪服饰广场,https://www.haozu.com/sh_xzl_21029/,3,290 - 518.1m²,普陀  长寿路武宁路8弄1号  ,8.0,5.94,长寿路,,,,,,,24.0,1.0,24.0,16.0,1.0,4.0
607,龙之梦大厦,https://www.haozu.com/sh_xzl_2008/,33,128 - 329m²,长宁  中山公园延安西路1118号  ,6.77,6.92,中山公园,26.0,1380000m²,4,9,企业名称：浩获通贸易(上海)有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海精幸电子贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：瑞士固特电子有限公司上海代表处，所属行业：计算机/互联网/通信/电子、企业名称：国旅运通航空服务有限公司，所属行业：物流/运输、企业名称：通用汽车(中国)投资有限公司，所属行业：贸易/消费/制造/营运,1380000,23.0,2.0,23.0,32.0,0.0,10.0
608,新体育广场五号楼,https://www.haozu.com/sh_xzl_12647/,1,120m²,普陀  甘泉路华池路58弄5  ,2.7,3.28,甘泉路,,,,,,,14.0,1.0,14.0,3.0,0.0,8.0
609,欧银科谷,https://www.haozu.com/sh_xzl_1499/,1,260m²,闵行  南方商城沪闵路7890号  ,3.8,5.16,南方商城,,,,2,,,13.0,5.0,13.0,5.0,0.0,5.0
610,上海理工大学国家大学科技园,https://www.haozu.com/sh_xzl_13322/,8,25 - 1264m²,杨浦  中原翔殷路  ,2.54,3.25,中原,,,,,,,13.0,1.0,13.0,9.0,0.0,4.0
611,金领谷科技产业园,https://www.haozu.com/sh_xzl_21533/,133,107.4 - 3586.1m²,闵行  颛桥元江路525号  ,1.92,2.03,颛桥,8.0,226000m²,4-4.5,,上海意上实业有限公司、上海宝开物流系统有限公司,226000,0.0,0.0,,0.0,0.0,1.0
612,尚诚国际,https://www.haozu.com/sh_xzl_2123/,3,104 - 280m²,普陀  曹杨新村曹杨路505号  ,6.83,5.16,曹杨新村,15.0,46000m²,5.5,4,宝原地产,46000,34.0,5.0,34.0,11.0,2.0,4.0
613,上海望族城,https://www.haozu.com/sh_xzl_3372/,8,53.1 - 1050m²,徐汇  漕宝路地铁漕溪路251弄  ,3.69,5.67,漕宝路地铁,28.0,70000m²,3,3,上海原料制品有限公司,70000,20.0,1.0,20.0,11.0,1.0,3.0
614,谊华大厦,https://www.haozu.com/sh_xzl_5030/,1,673m²,虹口  四川北路东宝兴路118号  ,5.2,6.6,四川北路,13.0,10000m²,3,2,,10000,34.0,11.0,34.0,11.0,2.0,4.0
615,玉屏大楼,https://www.haozu.com/sh_xzl_37342/,2,100 - 150m²,长宁  天山路玉屏南路1号  ,3.3,4.88,天山路,,,,,,,31.0,3.0,31.0,19.0,1.0,7.0
616,蓝宝石大厦,https://www.haozu.com/sh_xzl_3296/,2,336 - 370m²,闸北  老北站天目中路287号  ,3.15,5.92,老北站,22.0,,2.6,3,,,28.0,1.0,28.0,15.0,2.0,5.0
617,越界-田林坊,https://www.haozu.com/sh_xzl_21208/,59,65 - 966.9m²,徐汇  漕河泾田林路130号  ,5.21,4.78,漕河泾,6.0,38000m²,,,,38000,11.0,0.0,11.0,8.0,1.0,6.0
618,焦点梦想园,https://www.haozu.com/sh_xzl_29546/,9,200 - 500m²,嘉定  嘉定新城新培路51号  ,2.17,2.07,嘉定新城,,,,,,,0.0,0.0,,0.0,0.0,0.0
619,外滩SOHO,https://www.haozu.com/sh_xzl_1318/,222,343.9 - 1535m²,黄浦  外滩中山东二路58号  ,11.46,10.33,外滩,31.0,190000m²,3.5,,,190000,27.0,21.0,27.0,11.0,0.0,6.0
620,古北亚繁国际广场,https://www.haozu.com/sh_xzl_2081/,5,214.3 - 958.2m²,闵行  虹桥古北路1881号  ,3.82,4.84,虹桥,30.0,34000m²,3.9,6,企业名称：优怡商业有限公司，所属行业：贸易/消费/制造/营运、企业名称：跃翊信息科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：融扬生物技术有限公司，所属行业：贸易/消费/制造/营运、企业名称：正梵投资管理有限公司，所属行业：贸易/消费/制造/营运、企业名称：玛斯特酒业有限公司，所属行业：贸易/消费/制造/营运、企业名称：优怡商业有限公司，所属行业：贸易/消费/制造/营运、企业名称：跃翊信息科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：融扬生物技术有限公司，所属行业：贸易/消费/制造/营运、企业名称：正梵投资管理有限公司，所属行业：贸易/消费/制造/营运、企业名称：玛斯特酒业有限公司，所属行业：贸易/消费/制造/营运,34000,2.0,1.0,2.0,4.0,0.0,2.0
