,buildingN,store_num,store
1008,伍佰视觉园,27.0,"[全家便利店(no.3)@(121.477479,31.207412), 罗森便利店(斜土路店)@(121.476371,31.207532), 迪亚天天(瞿溪店)@(121.477728,31.203902), 快客便利店(NO.1)@(121.470169,31.209179), 沙记杂货店@(121.473914,31.202988), 好德便利(斜浦店)@(121.478833,31.208126), 光明里便利店@(121.478173,31.205794), 良友金伴便利店(瞿溪一店)@(121.479381,31.202885), 迪亚天天便利店(NO.5187店)@(121.471881,31.201583), 易捷便利店(打浦店)@(121.477586,31.208755), 易捷便利店@(121.475867,31.201082), 光明便利店(零陵店)@(121.472016,31.200593), 良友(打浦路店)@(121.479539,31.204649), 好友杂货店@(121.478948,31.209321), 光明便利(零陵店)@(121.472016,31.200593), 雅安便利@(121.471355,31.207666), 徐汇区惠芬杂货店@(121.473838,31.203222), 哲晖便利店@(121.478394,31.201643), 新鑫便利店@(121.478093,31.201588), 徐杨烟杂店@(121.478786,31.201292), 菁菁雅安便利@(121.471434,31.207684), 伟唯烟草便利店@(121.477091,31.203812), 稳佳烟杂店@(121.477656,31.205841), 完达山上海旗舰店@(121.469463,31.209078), 聚园百货商行@(121.477542,31.206949), 日用百货店@(121.472777,31.200715), 荣桦百货经营部@(121.471376,31.203313)]"
1009,富群商务大厦A栋,8.0,"[全家便利店(合川路店)@(121.386122,31.186146), 全家便利店(金汇三店)@(121.381416,31.183856), 好德便利（红三店）@(121.381705,31.188315), 好德便利(金汇店)@(121.381692,31.183253), 快客便利店(紫秀店)@(121.38878,31.185478), 快客便利店(no.5301)@(121.391749,31.185147), 小松鼠手机便利店@(121.391769,31.185245), 易购便利店@(121.388754,31.187887)]"
1010,复兴广场,30.0,"[长春食品商店@(121.473402,31.226033), 罗森LAWSON便利店(SOHO复兴广场店)@(121.48098,31.221577), 全家便利店(黄陂南路地铁站店)@(121.47906,31.228016), 快客便利店(复兴中路店)@(121.47293,31.221013), 全家便利店(南昌路店)@(121.476466,31.226727), 快客便利店(长乐店)@(121.475101,31.228031), 好德便利(长乐店)@(121.474421,31.227902), 新安百货商店@(121.477144,31.227051), 良友复兴中路店@(121.47166,31.220824), 瑞金百货商店(瑞金二路)@(121.47181,31.220091), 洪兴杂货店(香山路)@(121.472294,31.221781), 好德便利(南昌店)@(121.471521,31.223967), 全家FamiIyMart@(121.476037,31.225124), 立新杂货店@(121.477361,31.220639), 宝大杂货店@(121.473371,31.224583), 惠民副食品商店@(121.479703,31.222192), 上海农商银行24小时金融便利店@(121.473151,31.223906), 海亭便利店@(121.479703,31.222192), 好德便利(雁荡店)@(121.476034,31.224713), 华华日用百货商店@(121.478222,31.223945), 永乐日用品调剂商店(长乐路)@(121.475703,31.22823), 茶叶便利店@(121.474168,31.227643), 长丰杂货店@(121.472821,31.224983), 大成杂货店@(121.473522,31.221999), 国泰杂货店@(121.47156,31.228948), 奇峰百货店@(121.478628,31.227024), 房友(No.1077)@(121.47098,31.228941), 乐顺粮油杂货店@(121.471702,31.228948), 晨飞粮油便利商店@(121.479872,31.2238), GlocalMart@(121.480833,31.224961)]"
1011,金鹰国际广场,39.0,"[上海儿童食品商店@(121.464655,31.235515), 全家便利店(江宁路店)@(121.461056,31.236966), 全家便利店(南京西路2店)@(121.465609,31.235946), 好德便利(北京店)@(121.460223,31.236218), 全家便利店(北京西路三店)@(121.455804,31.23437), 快客便利店(威海路店)@(121.461535,31.230709), 好德(威海店)@(121.464273,31.232181), 全家便利店(石门一路店)@(121.466102,31.235431), 罗森便利店@(121.462766,31.231306), 松坊商城(西康路店)@(121.456935,31.236214), 全家(北京西路二店)@(121.462716,31.236732), 家友便利@(121.462386,31.230501), 全家便利店(重庆北路店)@(121.465448,31.23283), alldays便利店@(121.457581,31.235408), 开开百货(陕西北路店)@(121.462767,31.231663), 快客便利店(no.5531)@(121.458714,31.237756), 为群招待所-小卖部@(121.461201,31.23546), 可的便利店(威海店)@(121.461588,31.230764), 德庆便利店@(121.465485,31.234482), 好德便利(泰兴店)@(121.463641,31.23738), 罗森便利店(中欣大厦店)@(121.456345,31.231654), 易捷便利店(延安中路店)@(121.462155,31.230442), 好德便利店(文新报业大厦南)@(121.463403,31.230758), 碧诺思@(121.46316,31.234838), 维衡生(西部商场店)@(121.458003,31.232884), 24小时金融便利店@(121.466277,31.23852), 好邻居便利店(江宁店)@(121.462015,31.235614), 李记便利店@(121.465097,31.236778), 极草-5x冬虫夏草(梅龙镇广场)@(121.463501,31.235694), 好德利百货@(121.465471,31.236674), 便利店@(121.455758,31.238293), fine wine&spirit(金鹰国际购物中心)@(121.461519,31.234475), 和百瑞(四季坊)@(121.466443,31.235727), 新快客便利店@(121.46605,31.233499), 邻居@(121.460481,31.234036), 汇中便利店@(121.459256,31.237299), 光明便利店@(121.458403,31.234669), 上海卡慕世家酒廊@(121.458472,31.232842), 悦莱烟杂店@(121.457451,31.235599)]"
1012,星外滩10号,39.0,"[全家便利店(霍山路店)@(121.51592,31.258209), 7-ELEVEN便利店(航运店)@(121.514058,31.256028), 罗森便利店(瑞丰国际大厦店)@(121.522382,31.256585), 喜士多便利店(东方海港国际大厦南)@(121.515238,31.256731), 卢太昌烟杂店@(121.516316,31.260157), 好德便利(霍山店)@(121.517255,31.25914), 快客便利店(霍定店)@(121.519574,31.261207), 沪惠便利店@(121.512445,31.261111), 快客便利店(惠岭店)@(121.518487,31.258107), 可的便利店(远洋店)@(121.517118,31.25752), 海门便利店@(121.515311,31.258832), 快客便利店(no.1324)@(121.522415,31.258033), 虹口区济兴杂货店@(121.519887,31.260531), 快客(临潼店)@(121.522683,31.25819), 易捷便利店(惠民路)@(121.517707,31.257187), 明升杂货店@(121.51929,31.259384), 大名综合贸易商店@(121.514082,31.260593), 好多便利店@(121.516578,31.258836), 喜士多便利店(杨树浦路)@(121.518363,31.256853), 深发百货店@(121.519854,31.260634), 海力便利店@(121.514172,31.260039), 利华杂货店(霍山大楼西北)@(121.519442,31.261366), 小名星杂货店@(121.519382,31.256905), 欢乐多便利店@(121.51973,31.257449), 上海市虹口区开家杂货店@(121.51774,31.261057), 上海市虹口区胜燕杂货店@(121.517572,31.261443), 原迪亚天天@(121.521694,31.259241), 虹口区国辉杂货店@(121.517721,31.261073), 上海市虹口区荣灵杂货店@(121.520157,31.258745), 上海市虹口区华定食品商店@(121.51923,31.261228), 上海市虹口区庆芳杂货商店@(121.521446,31.258886), 巧客便利(马登国际航运商务中心)@(121.519626,31.25732), 好用百货商行@(121.518036,31.256911), 上海市虹口区孙顺杂货店@(121.519554,31.261471), 平价商店@(121.512678,31.261402), 民隆杂货店@(121.51494,31.26105), 上海市虹口区园园烟杂店@(121.522415,31.258033), 上海市虹口区万象杂货店@(121.520426,31.258838), 爱玮日用杂货店@(121.51875,31.260797)]"
1013,绿地北郊广场,2.0,"[全家便利店(上海张东路店)@(121.638361,31.220265), 全家便利店@(121.634089,31.219757)]"
1014,华宏商务中心,6.0,"[全家便利店(大渡河路NO.4)@(121.401834,31.227238), 好德便利店@(121.400348,31.2275), 咏梅便利店@(121.404375,31.234276), 良友金伴(怒江店)@(121.403518,31.234366), wotsons@(121.402304,31.229261), 长风公园小卖部@(121.404858,31.229183)]"
1015,金航大厦,35.0,"[全家便利@(121.454427,31.229113), 全家便利店(静安寺地铁站店)@(121.452401,31.229083), 罗森便利店(九百商城店)@(121.45017,31.230383), 全家便利店(愚园路七店)@(121.453382,31.231576), 711便利店(延新店)@(121.44829,31.234519), 7-11便利店@(121.454263,31.233553), 罗森便利店(新闸路店)@(121.448326,31.233296), 快客便利店(新闸路店)@(121.44972,31.234082), 良友金伴便利店(愚园店)@(121.448343,31.229431), 全家便利店(三和大厦店)@(121.447416,31.234839), 全家便利店(胶州二店)@(121.451025,31.232604), 上海市静安区鼎鸿百货商店@(121.452107,31.229342), 好德便利(乌北店)@(121.448143,31.229322), 快客便利店(南都店)@(121.449698,31.228137), 迪亚天天(愚园店)@(121.446108,31.228239), 迪亚天天(新闸店)@(121.448506,31.233447), 好德便利店(NO.776)@(121.450036,31.234192), 7-ELEVEn(延新店)@(121.448119,31.234692), 义源勤杂货店@(121.445779,31.228033), 利民惠食品店@(121.450276,31.2297), 仁右卫门@(121.4527,31.229839), 曹家渡忠忠日用杂货服务社@(121.449083,31.232347), 锦江商店@(121.446955,31.231399), 培宏百货店@(121.454981,31.234928), 疯咖（SOHO东海广场店）@(121.454844,31.232234), 小松鼠手机便利店@(121.450193,31.231685), 宏记商店@(121.45008,31.234085), 美华便利店@(121.446734,31.231676), 钰鼎便利店@(121.452524,31.235408), 集纳便利@(121.455136,31.235142), 平价便利@(121.455015,31.234513), 静安南西健康小百货服务社@(121.449096,31.232357), 上海友谊商店(静安寺店)@(121.4514,31.22978), 全家便利店(常德店)@(121.453271,31.233166), FRESHMART@(121.453048,31.230224)]"
1016,由度工场,6.0,"[全家便利店(金湘路店)@(121.619006,31.261286), 7-ELEVEN便利店(禹洲店)@(121.618638,31.260879), 快客便利店(no.5177)@(121.621214,31.261031), 仲鑫便利店@(121.627638,31.259558), 金桥国际全家@(121.619529,31.261142), 方正便利店@(121.618294,31.260002)]"
1017,大华虎城第三空间,13.0,"[快客便利店(大华店)@(121.422035,31.278568), 喜士多便利店(滨江雅苑店)@(121.419912,31.282242), 光明便利店@(121.419764,31.276957), 光明便利(大华二路店)@(121.419103,31.279138), 捷强(真华店)@(121.418207,31.277468), 21喜多便利店@(121.418157,31.277491), 优の良品(巴黎春天宝山店)@(121.417965,31.276666), 调料店(巴黎春天宝山店)@(121.418131,31.276745), 陆华商行(大华路店)@(121.421282,31.281406), 喜多便利店(富水店)@(121.417283,31.279702), 百果园(铂金华府店)@(121.419868,31.279173), 第一食品商店(大华店)@(121.42015,31.276175), 永灵综合商店@(121.421263,31.280977)]"
1018,五环大厦,34.0,"[全家便利店(鞍山路店)@(121.518826,31.2813), 快客便利店(no.1297)@(121.510873,31.274251), 全家便利店(大连路店)@(121.51346,31.274592), 迪亚天天(锦西路店)@(121.515215,31.279924), 罗森便利店(新港路)@(121.511614,31.273921), 全家便利店(大连路三店)@(121.51032,31.278878), 全家便利店(打虎山路店)@(121.513974,31.279071), 迪亚天天(辽源西店)@(121.515763,31.274289), 良友金伴(辽源西店)@(121.513786,31.274343), 快客便利店(no.6066)@(121.518723,31.278903), 弘弘杂货店@(121.518886,31.274605), 迪亚天天(飞虹店)@(121.520024,31.272949), 煜华便利店@(121.520037,31.281307), 明果便利店@(121.520434,31.273406), 虹口区芳芳烟杂店@(121.509824,31.274227), 子豪日用品商店@(121.519492,31.274749), 明红商店@(121.513806,31.279254), 欣扬综合商店@(121.511595,31.277739), 紫嫣便利店@(121.513152,31.279657), 杉河综合商店@(121.51977,31.276699), 快客(新港店)@(121.510767,31.274255), 虹口区景杰烟杂店@(121.511456,31.274123), 易捷便利店(申客小区东北)@(121.512345,31.273583), 春春食品综合商店@(121.517721,31.27731), 诚信便利店@(121.517486,31.274359), 浩鑫综合商店@(121.513707,31.279381), 上海业志粮油食品平价商店@(121.516069,31.280505), 家家庆便利店@(121.516593,31.274301), 喜洋洋百货店@(121.518958,31.27464), 尚好果品批发行@(121.516423,31.274255), 梦瑶日用百货@(121.520062,31.274912), 冬梅食品百货商店@(121.515897,31.277629), 全家康健@(121.510755,31.274243), 上海清清食品店@(121.514713,31.278664)]"
1019,龙之梦购物中心,21.0,"[全家便利@(121.425288,31.224311), 7-ELEVEn(凯旋店)@(121.422678,31.223572), 快客便利店(no.955)@(121.41953,31.22317), 全家便利店(汇川一店)@(121.424044,31.222778), 全家便利店@(121.423945,31.22143), 711便利店(雅仕店)@(121.422518,31.221723), 全家便利店(长宁店)@(121.421198,31.224096), 全家便利店(长宁三店)@(121.421972,31.223488), 快客(安化店)@(121.428034,31.221245), 兴达百货商店(汇川路店)@(121.42213,31.22601), 罗森便利店(汇川路店)@(121.423551,31.222886), 良友(安化店)@(121.427796,31.221251), 便民烟杂店@(121.421392,31.226711), Hi Mart@(121.422612,31.226401), 喜士多(雅仕大厦店)@(121.422618,31.221574), Seven Days(龙之梦店)@(121.423157,31.225293), 东方便利店(No.003)@(121.42215,31.226023), 中山公园-小卖部@(121.422481,31.228564), 芋格格@(121.424349,31.22553), 易购@(121.422907,31.220789), 易购超市@(121.422831,31.226067)]"
1020,金城大厦,27.0,"[快客便利店(NO.6335)@(121.476474,31.24917), 快客便利店(京江路店)@(121.470563,31.254514), 好德便利@(121.473048,31.249799), 迪亚天天(乌镇店)@(121.473598,31.248408), 光明便利(西藏北路)@(121.477911,31.247576), 光明里便利店@(121.471387,31.249318), 致春食品经营部@(121.472135,31.254046), 光明便利@(121.47638,31.249625), 福彩体彩便利店@(121.472581,31.250718), 喜士多便利店(四行天地店)@(121.478455,31.247141), 快客便利店(大统店)@(121.470816,31.249769), 南星烟杂店@(121.471239,31.249423), 光明便利店(康乐店)@(121.474635,31.250069), 天台小百货@(121.47166,31.249101), 易捷便利店(海联公寓北)@(121.476145,31.251043), 上通招待所-便利店@(121.476896,31.254297), 向阳食品综合商店@(121.470568,31.254491), 屹久食品店@(121.474402,31.251221), 易捷便利店(闸北区政法大楼西)@(121.469819,31.25049), 上海铁路申机工贸公司商店@(121.472449,31.250787), 城峰食品商店@(121.470937,31.254411), 上铁青锋综合经营部@(121.473087,31.250738), 胜利便利店@(121.476684,31.252785), 秋香食品经营部@(121.47867,31.251956), 兴旺文具@(121.472145,31.245716), 普洛莱茜尔@(121.478752,31.248893), 强强杂货店@(121.472044,31.248721)]"
1021,波司登大厦,23.0,"[全家便利店@(121.524632,31.314767), 可的便利店(市光店)@(121.521747,31.318734), 威拿便利店@(121.524815,31.316386), 迪亚天天@(121.521668,31.31764), 99便利(景亭店)@(121.522203,31.314007), 良友杂货店(国栋路)@(121.523826,31.316533), 兴业渔具商行@(121.526857,31.316461), 顺祥商店@(121.52542,31.314716), 良友金伴便利店(市光路)@(121.522285,31.317129), 萱月食品综合商店@(121.524007,31.319356), 易购便利店@(121.521627,31.31631), 龙伟聚综合商店@(121.521666,31.315681), 申鸣便利店@(121.526035,31.319437), 黄山便利店@(121.525831,31.31789), 长丰综合经营部@(121.526318,31.31558), 弘发便利店@(121.527493,31.315581), 晨发烟杂商店@(121.522574,31.317133), 海缘便利@(121.527957,31.311353), 便利超市@(121.526893,31.317279), 海红食品综合商店@(121.522114,31.314676), 兴全食品综合商店@(121.526849,31.310957), 益君食品商店@(121.52762,31.313684), 李记百货店@(121.519853,31.31685)]"
1022,机电大厦,38.0,"[家乐福@(121.464146,31.250855), 全家便利@(121.462358,31.256942), 全家便利店@(121.463493,31.253489), 全家便利店(梅园路店)@(121.463462,31.24968), 罗森便利店(站太店)@(121.461359,31.250041), 罗森便利店@(121.460113,31.253745), 全家便利店(上海火车站店)@(121.46253,31.253455), 罗森便利店(太阳城店)@(121.463679,31.24913), 全家便利店(长安店)@(121.457971,31.252498), 全家便利店(秣陵路店)@(121.459731,31.253898), 全家便利店(恒丰路店)@(121.458234,31.254033), 快客便利店@(121.461013,31.255626), 罗森便利店(嘉里不夜城2号店)@(121.462986,31.251092), 好德便利(天目西路一店)@(121.45917,31.251749), 实惠便利店@(121.453918,31.257135), 喜士多便利店(天目西店)@(121.461721,31.255713), 罗森便利店(天目西路店)@(121.456171,31.252111), 7-11便利店@(121.463566,31.253438), 良友金伴便利店(天目西店)@(121.457814,31.251375), 佰畅便利店@(121.457956,31.254613), 快客便利店(苏州店)@(121.453954,31.252319), 吉泰便利店@(121.463359,31.253163), 依苹园便利店@(121.462515,31.252584), 万捷杂货店@(121.455401,31.253936), 天鹭便利店@(121.464264,31.253739), 小华园商店@(121.461916,31.254168), 海淘屋@(121.459551,31.254185), 易士多(长安大厦店)@(121.45871,31.251434), 好友便利店@(121.461916,31.254168), 玲娟便利店@(121.461916,31.254168), 安源便利@(121.457867,31.251063), 食品超市@(121.461298,31.255736), 新上铁超市@(121.462003,31.255562), 宏鹏便利@(121.461858,31.255741), 上海特产超市@(121.462571,31.256329), 好客食品超市(西南店)@(121.46007,31.255447), 竹龙超市-上海特产@(121.463378,31.253529), 新上铁超市@(121.462014,31.255576)]"
1023,万街303,14.0,"[全家便利店(罗香路店)@(121.444802,31.141577), 快客便利店(平福店)@(121.449635,31.148184), 好德便利店(龙百店)@(121.446176,31.146974), LAWSON罗森(中学店)@(121.444793,31.144585), 好德便利(龙川店)@(121.448489,31.144213), 好德便利(罗香店)@(121.448056,31.142099), 上海市凤翔食品商店@(121.44858,31.14406), 冷饮批发炒货@(121.448662,31.143257), 三佳商店@(121.445279,31.148884), 新景综合商店@(121.448345,31.144767), 龙川食品商店@(121.446916,31.143719), 莉莉便利店@(121.448723,31.144374), 百果园(罗香路店)@(121.444978,31.141645), 四新食品商店@(121.447962,31.145704)]"
1024,绿洲中环中心6号楼,18.0,"[全家便利店(绿洲中环中心北)@(121.386813,31.239841), 好德便利(金沙江路旗舰店)@(121.385719,31.238173), 可的便利店(金沙江路)@(121.382924,31.238853), 上海普陀区琴燕杂货商店@(121.389681,31.243372), 快客便利店(真北路)@(121.390027,31.240975), 芳芳食品店@(121.382652,31.242962), 赛仙冷饮批发部@(121.382279,31.24307), 快客(怒江店)@(121.392075,31.243046), 利百家便利店@(121.381786,31.243316), 学强食品商店@(121.389631,31.243375), 为民便利店@(121.389744,31.239326), 好德@(121.390632,31.238838), 上海交运@(121.390628,31.242276), 四号桥粮油食品店@(121.389828,31.243479), 易美佳@(121.391946,31.243068), 上海和味食品经营部@(121.389681,31.243372), 城市超市(近铁城市广场店)@(121.387388,31.237382), 小马日用百货@(121.38258,31.242939)]"
1025,绿地东海岸国际广场,15.0,"[全家便利店(翔川路店)@(121.700257,31.188873), 好德便利店@(121.704142,31.193105), 上海农商银行金融便利店@(121.706002,31.189176), 好德(环南店)@(121.708219,31.193958), 光明便利(绿地店)@(121.705632,31.189426), 每天惠@(121.702092,31.186292), 佳家自选商店@(121.701732,31.192339), 快客便利店(绿地东海岸国际广场店)@(121.704891,31.189443), 鑫鑫便利店@(121.707013,31.192029), 鑫鑫杂货店(川环南路)@(121.708295,31.193952), 翔川家园小卖部@(121.702101,31.188213), 蔬菜酒水便利店@(121.709487,31.189893), 元春商店@(121.707883,31.194414), 国美电器(NO.365便利店)@(121.702133,31.192083), 鑫旺综合便利商店@(121.70884,31.192372)]"
1026,创智坊,22.0,"[全家便利店(创智天地店)@(121.519042,31.312472), 全家便利店(政通路店)@(121.51917,31.30848), 711便利店@(121.514725,31.314798), 全家便利店(国济店)@(121.522904,31.307178), 全家便利店(淞沪路店)@(121.52038,31.308419), 可的便利店(NO.118)@(121.52257,31.30962), 磊发食品商店@(121.518332,31.308258), 好德便利(NO.265店)@(121.523555,31.309909), 99便利(景亭店)@(121.522203,31.314007), 盛发商店@(121.514325,31.308173), 好德便利店(国宾店)@(121.518562,31.307403), 良德便利@(121.514358,31.307905), 便利店@(121.52163,31.308699), 台荷便利店@(121.518307,31.307786), 林庭便利@(121.517695,31.314445), 易购便利连锁(No.298店)@(121.521771,31.30911), 良友金伴便利店(国宾路)@(121.51855,31.307411), 同舟超市（复旦大学店）@(121.514369,31.3058), 海红食品综合商店@(121.522114,31.314676), (鸿记)纳米生活@(121.522059,31.307464), 生活鲜超@(121.522176,31.307635), 东昇百货商店@(121.522937,31.309477)]"
1027,盛邦国际大厦,67.0,"[罗森便利店(哈尔滨路店)@(121.496092,31.260912), 全家便利店(壹丰广场店)@(121.491814,31.257987), 711便利店(海宁路店)@(121.494437,31.256922), 罗森便利店(第一人民医院店)@(121.495966,31.258253), 好德便利(书城店)@(121.492785,31.256742), 好德便利(宁浦店)@(121.493663,31.255519), 全家便利店(四川北路三店)@(121.489689,31.260449), 好德便利(塘沽店)@(121.493682,31.254003), 罗森便利店(昆山路店)@(121.492235,31.254967), 快客便利店(昆山店)@(121.495214,31.255444), 罗森(四川北路店)@(121.491669,31.254513), 快客便利店(壹丰广场店)@(121.490252,31.257955), 快客便利店(吴淞路店)@(121.495337,31.256609), 好德便利(白厦店)@(121.48979,31.261487), 易购(乍浦路店)@(121.493572,31.25583), 振兴杂货店@(121.493994,31.252891), 罗森(武进店)@(121.491875,31.257531), 全家便利@(121.491548,31.258736), 光明里@(121.488028,31.256503), 快捷健便利店(中信店)@(121.49108,31.254131), 快客便利店(武昌店)@(121.495124,31.252649), 可可便利店@(121.488586,31.252909), 快客龙便利店(NO.008)@(121.491434,31.257837), 虹口区鑫峰百货商店@(121.495175,31.255434), 上海市虹口区凌凌杂货店@(121.492395,31.258454), 徐记烟杂店@(121.489968,31.257668), 上海市虹口区昆三杂货店@(121.491881,31.254867), 上海市虹口区永祥便利店@(121.496107,31.260773), 虹口区汇丰杂货店@(121.487258,31.261497), 可可便利店@(121.487888,31.257298), 快捷健便利店@(121.490928,31.254238), 上海市虹口区玉林日用杂货店@(121.488212,31.260785), 全民便利@(121.493007,31.260029), 便民商店@(121.486432,31.257464), 虹口区德大祥杂品商店@(121.487336,31.261379), 上海市虹口区兴达百货店@(121.48733,31.256099), 上海市虹口区龙昌烟杂店@(121.490284,31.252734), 上海市虹口区金日杂货店@(121.495369,31.25396), 武进食品商店@(121.487178,31.256261), 东海便利店@(121.488748,31.257683), 85便利店@(121.488905,31.252893), 上海市虹口区青云杂货店@(121.491123,31.252708), 上海市虹口区金鑫商店@(121.493118,31.257053), 群力粮油食品店@(121.487031,31.256699), 友仁食品经营部@(121.486487,31.256558), 武陵食品商店@(121.487075,31.256741), 华兴便利店(龚家宅路)@(121.486579,31.258926), 虹口区莉蓉杂品店@(121.486942,31.255866), 梅林便利店@(121.489103,31.254255), 建宏食品商店@(121.486871,31.25827)]"
1028,云海大厦,26.0,"[全家便利店(常熟路站店)@(121.457162,31.219386), 罗森便利店(岳阳路店)@(121.458151,31.214698), 罗森便利店(复兴中路店)@(121.460246,31.217768), 711便利店(常熟路店)@(121.45593,31.219773), 迪亚天天(乌鲁木齐路店)@(121.452707,31.218398), 罗森便利店(五原路店)@(121.452233,31.21905), 好德便利(宝庆店)@(121.456308,31.216749), 全家便利店@(121.453111,31.221649), 聚凤腌腊商店(乌鲁木齐中路店)@(121.452022,31.219541), 调剂商店@(121.456142,31.22252), 好德便利(安福店)@(121.451561,31.220494), 7-ELEVEn(常熟路站店)@(121.455967,31.219657), 大福烟杂店@(121.458891,31.222355), 可的便利店(汾阳店)@(121.459427,31.216115), 华亭烟杂店@(121.457011,31.221373), 好德便利(淮海店)@(121.454226,31.216431), 格瑞特便利店@(121.453068,31.218201), 恒泰杂货店@(121.457132,31.221377), 便利店@(121.45563,31.218563), 复兴便利@(121.456279,31.216749), 华瑛综合商店@(121.457385,31.221529), 上海市海林综合经营部@(121.451653,31.220383), 捷客便利@(121.457917,31.219759), 美佳乐布艺@(121.451633,31.220443), 东方建材商店@(121.451523,31.216861), 吴记百货店@(121.452352,31.218709)]"
1029,长久商务中心,45.0,"[全家便利店(余姚路店)@(121.440817,31.239787), 全家便利店(长寿路NO.5)@(121.444393,31.247376), 罗森便利店(西康路店)@(121.448383,31.247057), 全家便利店@(121.439729,31.244133), 全家便利店(新会路店)@(121.445832,31.245861), 喜士多便利店@(121.444066,31.239406), 好德便利(余姚店)@(121.444217,31.241513), 迪亚天天(余姚店)@(121.444141,31.241539), 好德（便利店）@(121.445924,31.245299), 快客(安俊店)@(121.441179,31.241446), 全家便利店(常德路三店)@(121.443009,31.24722), 喜士多便利店(长寿1店)@(121.445421,31.248463), 快客(长寿路店)@(121.440302,31.244582), 快客便利店(新丰小区北)@(121.445907,31.244049), 好德便利店@(121.437784,31.243803), 好德便利店@(121.446834,31.243409), 静安百货商店@(121.444302,31.240007), 快客便利店(长远店)@(121.441034,31.24402), 快客便利店(no.1445)@(121.439693,31.24249), 可的便利店(叶家宅店)@(121.439884,31.242813), 快客便利店@(121.443798,31.241743), 良友金伴便利店(胶州路)@(121.444575,31.243198), 恒笙商务便利店@(121.446095,31.241429), 捷强241@(121.445912,31.245276), 快客(安远一店)@(121.445923,31.244057), 快客便利店(no.5029)@(121.440169,31.244529), 快客便利店(新余店)@(121.441538,31.240047), 良友金伴便利店(安远店)@(121.438523,31.241355), 松鼠便利(长远店)@(121.44099,31.244009), 光明便利店@(121.447168,31.247843), 庆宏调剂商店@(121.441718,31.241528), 光明随心订(胶州社区店)@(121.440827,31.246157), 良友金伴便利店(余姚店)@(121.442134,31.240831), V5便利店@(121.443059,31.246382), 天馥园便利店@(121.443085,31.243933), 神安百货商店@(121.442827,31.241334), 锡全便利店@(121.444135,31.242936), 欣熠杂货店@(121.444523,31.243255), 欣苑杂货店@(121.447447,31.247358), 联华便利华顺店@(121.445104,31.247055), 嘉怡烟杂店@(121.443716,31.240706), 良友NO.567@(121.441341,31.244072), 静存日用品商店@(121.443441,31.241242), 西选食集@(121.447152,31.248406), 上海牡丹烟店@(121.445953,31.247898)]"
1030,中一国际商务大厦,23.0,"[全家便利店(中山北路店)@(121.437484,31.254333), 全家便利店(中远店)@(121.443089,31.258394), 罗森便利店(中潭路店)@(121.443661,31.25819), 晟宏便利店@(121.435651,31.25585), 迪亚天天(镇坪店)@(121.43521,31.256667), 好德便利(镇坪店)@(121.43636,31.255008), 好德便利(石泉店)@(121.435845,31.258969), 喜士多便利店@(121.440339,31.258118), 深动生活24小时便利店@(121.443382,31.258281), 好德便利(中山北路店)@(121.435633,31.25369), 好德便利店(光新店)@(121.438401,31.258895), 易捷便利店@(121.442879,31.259485), 快客便利店(镇铁店)@(121.435299,31.258416), 易捷便利店(光复西路店)@(121.439645,31.255195), 红孩子文具礼品玩具@(121.434605,31.254819), 良友金伴便利店(华池一店)@(121.43462,31.260328), 万佳便利店@(121.437868,31.258876), 快客便利店(no.6718)@(121.436047,31.252944), 快客便利店(NO.5621)@(121.439758,31.25804), 快客(石泉路店)@(121.435362,31.258405), 乐而美炸鸡便利店@(121.443182,31.252815), 小歌综合商店@(121.440222,31.256139), 兴旺食品商店@(121.441634,31.26126)]"
1031,雍和创智广场,10.0,"[良友NO.350@(121.445588,31.290001), 光明便利(灵石二店)@(121.445231,31.29296), 小朱便利@(121.442115,31.293405), 快客便利店(no.6657)@(121.447951,31.296364), 光明便利(永和店)@(121.450968,31.294372), 易捷便利店(中环路出口店)@(121.443468,31.296165), 上海迅发食品批发部@(121.441108,31.289333), 怡宝便利店@(121.444327,31.293606), 飞苗便利店@(121.441203,31.290113), 上海华美水果超市(永和路店)@(121.448017,31.294188)]"
1032,虹桥525创意园,15.0,"[光明便利(光复西店)@(121.413285,31.227952), 全家便利店（中山北路八店）@(121.412017,31.236006), 快客便利店(师大店)@(121.415524,31.231837), 好德便利(师大店)@(121.41638,31.234581), 罗森便利店(伸大厦店)@(121.416118,31.235252), 好客便利店@(121.417037,31.235785), 好德便利（凯北店）@(121.418897,31.234239), 可的便利店(中二店)@(121.417146,31.234526), 钟祥人家干货便利店@(121.417136,31.229827), 百姓便利店@(121.418728,31.235034), 良之便利店@(121.418678,31.235123), 爱上便利店@(121.417568,31.234166), 长风便利店@(121.417037,31.235625), 环客便利店@(121.417687,31.232965), 上海伟丰易购超便利店@(121.41561,31.231839)]"
