,buildingN,hotel_num,hotel
604,上海阿波罗大厦,69.0,"[静安香格里拉大酒店@(121.456842,31.229389), 上海国际贵都大饭店@(121.451144,31.226357), 延安饭店@(121.45457,31.226956), 上海宏安瑞士大酒店@(121.453482,31.231181), 浦江精选酒店(上海南京西路店)@(121.449849,31.22822), 璞丽酒店@(121.454805,31.228691), 全季酒店(静安寺中心店)@(121.448916,31.231682), 上海静安宾馆@(121.451488,31.225274), 海友酒店(上海静安寺店)@(121.44892,31.231659), 巨鹿花园别墅酒店上海@(121.455711,31.22477), 百乐门·联艺精品酒店@(121.451147,31.228907), 上海地平线世纪时空酒店公寓@(121.449166,31.228884), 国际丽都公馆酒店公寓@(121.449553,31.229597), 汉庭酒店(静安寺二店)@(121.449689,31.231613), 嘉里公寓@(121.456889,31.230298), 延复招待所@(121.457939,31.225523), 上海兮若家老洋房@(121.450177,31.224299), 静宾新楼@(121.450457,31.22568), 上海中心法租界LOFT黑胶碟艺术老洋房公寓@(121.455025,31.224821), 上海巨鹿路投影老洋房@(121.456289,31.225698), 上海法租界洋房住宿@(121.452663,31.225852), 上海御品世纪时空酒店式公寓@(121.449084,31.228984), 上海巨鹿欣格居服务公寓@(121.458868,31.226814), 上海宾馆-嘉会堂@(121.450504,31.22444), 上海好家服务公寓乌鲁木齐北路分店@(121.449143,31.228857), 静安宾馆-哥伦布厅@(121.451465,31.225267), 上海富民欣格居服务公寓@(121.458716,31.225365), N2house民宿（上海静安寺店）@(121.449152,31.228829), 心安即是家酒店式公寓(上海世纪时空一店)@(121.44914,31.228867), 上海零距离直达淮海路商圈弄堂里的北欧小屋@(121.454983,31.223441), 上海静安寺老洋房Loft三房一厅带花园小院子复式@(121.458137,31.2276), 上海斑斓·家普通公寓富民路店@(121.45616,31.227472), 上海静安居洋房民宿@(121.448952,31.224278), 上海忆昔雅雀住宿@(121.453917,31.227036), 上海祥安阁公寓静安寺店@(121.450788,31.229928), 上海温迪的家普通公寓乌鲁木齐北路分店@(121.450485,31.224591), 上海法租界富民路日式庭院百味居公寓@(121.457718,31.225277), 天际线 - 世联服务公寓@(121.448881,31.229735), 上海斑斓家别墅乌鲁木齐北路分店@(121.449575,31.224682), 上海老弄堂xzy复式乌鲁木齐北路468弄分店@(121.449305,31.22412), 上海丹诺酒店@(121.453474,31.231606), 上海Luca普通公寓延安中路955弄分店@(121.45841,31.227996), 上海怡丰招待所@(121.451778,31.231785), 上海天际短租普通公寓@(121.457451,31.225071), 上海永嘉路浪漫小屋富民路分店@(121.458424,31.226074), 上海法租界小套房复式公寓延安中路分店@(121.458752,31.228722), 玖@(121.458339,31.226675), 上海秘境法租界富民路花园洋房公寓@(121.457698,31.224438), 上海源涞国际酒店式公寓静安法租界店@(121.453041,31.226867), 上海森林夙愿普通公寓@(121.452616,31.224334)]"
605,飞洲国际广场,34.0,"[华亭宾馆@(121.441898,31.187837), 上海富豪东亚酒店@(121.448437,31.187876), 上海徐家汇亚朵酒店@(121.438931,31.191858), 如家快捷酒店(漕溪北路店)@(121.442765,31.191614), 如家精选酒店(上海徐家汇店)@(121.447787,31.193656), 富驿时尚酒店(上海徐家汇店)@(121.448447,31.192064), 吉泰连锁精品酒店(徐家汇店)@(121.438355,31.192121), 汉庭酒店(万体馆店)@(121.445433,31.191417), 欧逸商务宾馆@(121.438948,31.186587), 上海FreeLand斐岚青年旅舍@(121.446107,31.19366), 上海赞寓公寓蒲汇塘路店@(121.440398,31.193053), 上海化工招待所@(121.439979,31.189556), 上海极光青年旅舍体育馆店@(121.448592,31.19321), 上海Dream-Catcher国际青年旅社@(121.439669,31.188266), 上海佳佳阳光酒店式短租公寓徐家汇店@(121.446312,31.190186), 上海隐居loft法租界洋房公寓@(121.442662,31.192721), 上海相逢居青年旅社@(121.441786,31.192484), 上海回家的诱惑酒店式公寓@(121.445849,31.190125), 上海起点青年公寓(徐汇店)@(121.439977,31.189693), 上海玛耘酒店式公寓(上影公寓店)@(121.44771,31.190689), 上海浪漫电动圆床房普通公寓@(121.445792,31.190171), 上海职达求职青年旅社文定路店@(121.438468,31.192085), 上海纽宝凯精品国际酒店@(121.438292,31.190863), 思迪家服务式公寓(上海电影华苑店)@(121.446263,31.190097), 上海梦舒青年公寓@(121.441019,31.191388), 梦境酒店式公寓(上海江南裕德大厦店)@(121.440721,31.19136), 上海the Phoenix普通公寓@(121.441421,31.19089), 上海可可世纪公寓@(121.444141,31.190866), 筑梦居公寓(上海体育馆店)@(121.439957,31.189659), 上海爱轰趴party别墅@(121.446363,31.193562), 上海玛耘酒店式公寓(裕德小区店)@(121.44143,31.191171), 上海后来居上家庭公寓零陵路分店@(121.446323,31.190201), 上海晨家2号普通公寓@(121.44154,31.190888), 上海张姐公寓@(121.446363,31.193571)]"
606,华隆大厦,80.0,"[和平大饭店@(121.495665,31.244819), 半岛酒店@(121.495414,31.247036), 上海苏宁宝丽嘉酒店@(121.494082,31.25076), 锦江之星酒店(外滩滨江店)@(121.492927,31.24829), 莫泰酒店(上海外滩店)@(121.492857,31.245433), 新协通国际大酒店@(121.488835,31.2462), 全季酒店(天潼路店)@(121.489496,31.249161), 登巴国际连锁客栈上海外滩店@(121.489978,31.244769), 汉庭酒店(上海外滩四川中路酒店)@(121.492832,31.247708), 莫泰酒店@(121.488001,31.245538), 莫泰酒店(上海外滩四川北路七浦路店)@(121.490236,31.251348), 锦江都城经典酒店@(121.494917,31.244578), 汉庭酒店(上海外滩江西中路店)@(121.492985,31.243254), 7天连锁酒店(上海南京路步行街二店)@(121.487859,31.245375), 宿适精致酒店（上海外滩中心店）@(121.493726,31.248465), 上海外滩和颐酒店@(121.492366,31.248562), 锦江之星酒店(上海南京路步行街福建中路酒店)@(121.485521,31.243985), 速8酒店(南京东路步行街店)@(121.487915,31.245274), 国际青年旅舍(外滩店)@(121.488009,31.245267), 上海艾吧主题精品酒店@(121.493029,31.247966), 万信慧选酒店@(121.488411,31.244302), 子鱼居酒店（上海南京东路店）@(121.491935,31.245651), 上海吉泰精品连锁酒店(香港路店)@(121.49357,31.248577), 锦江都城经典新亚外滩酒店@(121.491565,31.250763), 国际青年旅舍(上海南京路店)@(121.488052,31.243529), 如家快捷酒店(上海南京路步行街地铁站店)@(121.488639,31.243797), 格林豪泰酒店(七浦路店)@(121.486359,31.251319), 浦超宾馆外滩店@(121.492085,31.245391), 上海璞爵酒店@(121.490435,31.244343), 海上小喔连锁酒店(南京东路店)@(121.48885,31.24353), 上海黄浦河滨缘精致酒店@(121.490826,31.245664), 上海外滩之家苏州河店@(121.490015,31.248935), 凯旭精选宾馆@(121.488373,31.243794), WK青年公寓@(121.489986,31.244705), Fish Inn@(121.489746,31.246781), 上海安心公寓外滩店@(121.493307,31.247201), 上海后来居上家庭公寓天潼路店@(121.491738,31.25118), 上海苏州河边历史建筑公寓@(121.490067,31.249022), 上海潼季酒店@(121.48943,31.249316), 锦江都城经典酒店(上海南京路步行街南京饭店@(121.488836,31.243326), 上海美亦人居普通公寓@(121.493314,31.249072), 恒爱筑酒店@(121.493763,31.245733), 上海WK国际青年旅舍@(121.489958,31.2448), 旅行者青年旅舍@(121.491755,31.247417), 和平饭店-南楼@(121.495593,31.244248), 上海安心公寓南京东路店@(121.489478,31.245277), 良弘旅馆@(121.486142,31.24328), 上海福昌酒店@(121.488459,31.244027), 上海欧郡宾馆@(121.492,31.245757), 福宁宾馆@(121.494624,31.251694)]"
607,荣科大厦,21.0,"[上海浦江之星酒店打浦店@(121.478656,31.2048), 华美达和平大酒店@(121.479471,31.208125), 海外滩@(121.479624,31.199193), 瑞金南路428号 丽昂酒店@(121.474169,31.20656), 汉庭酒店(鲁班路店)@(121.481994,31.206416), 如家快捷酒店(打浦桥店)@(121.479331,31.20477), 驿居酒店(上海徐汇滨江打浦桥店)@(121.477195,31.199494), 上海蓝山青年旅舍(卢湾店)@(121.48122,31.20485), 上海汇景天地酒店式公寓@(121.484402,31.205359), 在路上旅业@(121.479216,31.199157), 宏博旅馆@(121.479121,31.20404), 上海枫溪旅馆@(121.478147,31.205278), 上海爱好屋行政公馆汇景天地店@(121.484349,31.204872), 上海绿成科技有限公司招待所@(121.483992,31.200564), 上海江南造船大酒店@(121.482452,31.205718), 东北农家小院@(121.478362,31.204034), 上海江景小店酒店式公寓@(121.484375,31.20456), 天歌集团上海天歌招待所@(121.478811,31.201816), 优帕克商旅公寓（上海卢湾都市花园店）@(121.483829,31.207509), SHANNON@(121.480227,31.199186), 上海月湾儿公寓@(121.478751,31.202027)]"
608,中融信托大厦,10.0,"[新南华大酒店(广中店)@(121.459153,31.287122), 锦荣国际大酒店@(121.457488,31.290271), 上海大学学生公寓@(121.462873,31.286688), 上海阳光之家青年旅舍马戏城店@(121.457854,31.286925), 上海美宅公寓灵石路店@(121.456105,31.287866), 上海开心青年公寓一店@(121.45487,31.289336), 上海开心青年公寓二店@(121.459143,31.28707), 上海小如家公寓@(121.457983,31.286375), 上海漫舍青年公寓分店@(121.459905,31.283592), 上海背包客栈@(121.456768,31.287731)]"
609,歆翱智慧谷,4.0,"[沪耀商务宾馆@(121.425074,31.08613), 上海梧桐雨时尚宾馆@(121.429722,31.091202), 春莲旅馆@(121.425023,31.089288), 正好商务宾馆@(121.424371,31.086872)]"
610,海兴大厦,87.0,"[上海斯格威铂尔曼大酒店@(121.4771,31.21014), 全季酒店(上海肇嘉浜路店)@(121.469682,31.208942), 桔子酒店(上海斜土路店)@(121.470244,31.20608), 瑞金南路428号 丽昂酒店@(121.474169,31.20656), 鼎园瑞峰公寓酒店@(121.473598,31.207282), 上海天诚大酒店@(121.4779,31.21107), 如家酒店@(121.472704,31.206698), 上海0578风情酒店打浦路店@(121.476784,31.209694), 上海布丁酒店瑞金南路店@(121.474014,31.210237), 吉泰精品酒店上海徐家汇路店@(121.47758,31.212417), 汉庭酒店(上海田子坊店)@(121.478965,31.209077), 汉庭酒店(打浦桥店)@(121.477818,31.208875), 景缘假日酒店(肇嘉浜路店)@(121.469593,31.21061), 上海吉泰连锁酒店瑞金南路店@(121.474361,31.210768), 吉泰精品连锁酒店（上海打浦路店）@(121.477143,31.208646), 徐汇瑞峰酒店-2号楼@(121.472866,31.209799), 广发大厦酒店@(121.479261,31.21335), 途家斯维登服务公寓@(121.472887,31.20675), 田子坊假日宾馆@(121.471486,31.21027), 云福客房@(121.468959,31.209046), 伯爵居酒店式服务公寓@(121.474112,31.212716), 上海凡丁卫民宿田子坊店@(121.474067,31.213956), 上海适家之田子坊老洋房@(121.475726,31.213964), 美利居酒店式公寓（上海金巢柏瑞阁店）@(121.471117,31.206169), 上海华艺美宿(中山医院田子坊店)@(121.468848,31.20654), 上海日月光酒店式公寓@(121.474135,31.213017), 上海法租界一枝花美房老洋房建国西路分店@(121.470534,31.213717), 上海中和旅馆宝鼎店@(121.476944,31.212043), 上海暖心家庭公寓瑞金医院一店@(121.472867,31.21285), 徐汇瑞峰酒店-4号楼@(121.47234,31.20892), 上海花遇民宿-法租界别墅泰康路210弄分店@(121.474982,31.214376), 上海围炉夜话青年旅社@(121.47756,31.213372), 上海五月花昊寓酒店式公寓分店@(121.471287,31.206148), 上海青春之旅普通公寓@(121.469374,31.214343), 上海瑞雪大厦民宿@(121.469897,31.214525), 上海美丽居公寓酒店@(121.471417,31.206556), 上海绍兴路老洋房公寓@(121.468898,31.215224), 上海罗尼民宿瑞金二路分店@(121.473071,31.214372), Maggita弄堂民宿（上海建国西路店）@(121.472449,31.214406), 上海子田坊假日宾馆@(121.470652,31.211016), 徐汇瑞峰酒店-3号楼@(121.473087,31.209355), 上海鹿鸣青年旅社@(121.477903,31.213403), 鼎园瑞峰公寓酒店-D幢@(121.473587,31.207285), 上海朝阳公寓@(121.468839,31.210538), 上海开发大学黄埔分校@(121.470396,31.213402), 上海富悦居普通公寓徐家汇路店@(121.477667,31.214033), GIMIWEAR基米尔男士西服高级定制(徐汇店)@(121.472312,31.209767), Hafa Coffee@(121.469031,31.208985), 上海宅几老洋房分店@(121.472886,31.213942), 上海阁调民宿瑞金二路店@(121.47256,31.21316)]"
611,荣欣大厦,31.0,"[上海虹口三至喜来登酒店@(121.494475,31.263629), 虹口嘉廷酒店@(121.490016,31.267626), 锦江之星酒店(四川北路店)@(121.485768,31.264733), 汉庭酒店(上海四川北路新店)@(121.490271,31.265809), 爱舍空间主题概念酒店四川北路店@(121.49044,31.26887), 下一栈青年旅馆@(121.485615,31.269222), 上海艺家精品酒店@(121.486792,31.268689), 海伦国际酒店式公寓@(121.486091,31.267927), 布丁酒店连锁(上海北外滩东宝兴路地铁站店)@(121.486052,31.264724), 智尚酒店@(121.488813,31.262648), 上海雅星宾馆@(121.494039,31.27155), 上海窄梯小弄老洋房艺术民宿多伦路店@(121.487701,31.269675), 恒吉宾馆@(121.486086,31.266189), 上海易途时尚酒店虹口足球场店@(121.486007,31.269675), 上海大城小家酒店公寓@(121.484851,31.267293), 上海虹叶酒店@(121.493284,31.267211), 上海考拉花园别墅酒店@(121.488323,31.270037), 常春招待所@(121.490821,31.268721), 上海蜗牛国际青年旅舍@(121.492038,31.265837), 天心旅馆@(121.485345,31.271347), 上海海佳酒店式公寓(华昌路店)@(121.484851,31.267287), 刑长公寓@(121.492967,31.26616), 1851大酒店@(121.490033,31.267285), 上海溧阳小区奢华公寓@(121.493087,31.26807), 福馨宾馆@(121.492191,31.265631), 上海Nick的民宿@(121.491284,31.268001), 上海Hoshare禾舍民宿-陆家嘴店溧阳路分店@(121.493431,31.268472), 中兴招待所@(121.486105,31.265141), 上海蓉达家公寓长春路分店@(121.491802,31.267779), 雅琳居宾馆@(121.490358,31.269425), 上海小橙子复式公寓华昌路分店@(121.484887,31.267194)]"
612,旺角广场,133.0,"[上海威斯汀大饭店@(121.493497,31.238155), 上海24K国际连锁酒店(福州路南京东路步行街店)@(121.486767,31.238558), 上海王宝和大酒店@(121.486978,31.240467), 上海外滩华尔道夫酒店@(121.496318,31.239236), 上海大酒店@(121.488051,31.240908), 古象大酒店@(121.486087,31.240136), 上海中福世福汇大酒店@(121.491268,31.238035), 如家快捷酒店(上海外滩中心店)@(121.493286,31.239554), 上海金外滩宾馆@(121.488566,31.237741), 如家快捷酒店(上海人民广场金陵东路店)@(121.488264,31.233206), 宾龙商务酒店@(121.494939,31.240182), 汉庭酒店(南京东路店)@(121.491231,31.240869), 如家快捷酒店(上海人民广场福州路上海书城店)@(121.487714,31.238412), 曼哈顿商务酒店(河南南路店)@(121.49346,31.235356), 爱舍空间主题概念酒店淮海东路店@(121.487932,31.232039), 上海中星君亭酒店@(121.491353,31.233314), 老陕客栈@(121.48652,31.2346), 富驿时尚酒店(南京东路店)@(121.491754,31.239954), 景莱酒店@(121.494682,31.241136), 宿适精致酒店(上海外滩豫园店)@(121.495667,31.237994), 汉庭酒店(上海南京东路书城店)@(121.487864,31.239664), 宜兰贵斯精品酒店(广东路店)@(121.494837,31.24001), 99旅馆(上海外滩no.1)@(121.495291,31.236859), 船长青年酒店（上海福州路店）@(121.496047,31.241004), 新黄浦酒店公寓@(121.487975,31.234207), 布丁酒店(上海外滩广东路店)@(121.489527,31.23868), 星程创业酒店(延安东路店)@(121.495691,31.238297), 海友良品酒店(上海外滩福州路店)@(121.494701,31.24105), Zhotels智尚酒店@(121.487201,31.233758), 上海永星主题精品酒店@(121.492373,31.23951), 上海天赐酒店公寓@(121.489747,31.237814), 上海雅愉精品酒店@(121.487828,31.239782), 汇江假日酒店@(121.486686,31.234392), 商悦青年会大酒店@(121.486257,31.233232), 上海榕树公馆@(121.491376,31.238332), 上海梓舍公寓外滩南京路步行街店@(121.491344,31.238038), 吉泰连锁酒店(上海南京路店)@(121.490574,31.238685), 晓驻旅馆@(121.488784,31.240648), 上海至珏民族艺术公寓@(121.491302,31.23821), 上海朋下酒店式公寓@(121.491253,31.238023), 上海梓舍服务型公寓@(121.491324,31.238168), 上海伊家乐旅馆@(121.492107,31.239631), 吉泰连锁酒店 （外滩店）@(121.486459,31.238651), 上海前景小筑酒店人民广场店@(121.487374,31.23796), 上海艾森主题酒店南京东路步行街店@(121.48791,31.23986), 海上小喔连锁酒店@(121.486897,31.234798), 良丰宾馆@(121.488293,31.235656), 财路通旅馆(宁海东路)@(121.487912,31.234622), 桐福旅馆@(121.491825,31.240445), 好景门宾馆@(121.491153,31.238492)]"
613,H88越虹广场,5.0,"[桔子水晶酒店(上海漕河泾宜山路店)@(121.413106,31.178135), 微特酒店@(121.418248,31.172685), 怡馨主题酒店@(121.420011,31.175967), 上海蓝海短租公寓全州路分店@(121.416987,31.172793), 上海罗姐的小窝公寓虹漕路分店@(121.417538,31.171813)]"
614,绿亮虹梅南路科创园,3.0,"[一居酒店公寓@(121.399989,31.177115), 上海立豪宾馆@(121.403094,31.178475), 漕河泾开发区绿色生态休闲中心@(121.404879,31.180209)]"
615,东方汇经OFC,11.0,"[上海凯宾斯基大酒店@(121.510738,31.248265), 上海金茂君悦大酒店@(121.512069,31.240759), 浦东丽思卡尔顿酒店@(121.507818,31.242265), 中银大厦@(121.509965,31.244193), 世纪金盆大酒店@(121.505171,31.245846), 国金汇@(121.50907,31.241688), 浦东香格里拉大酒店-浦江楼@(121.505932,31.24119), 浦东香格里拉大酒店-紫金楼@(121.506722,31.24182), 上海浦东文华东方酒店-行政公寓@(121.514354,31.248999), 上海金茂君悦大酒店-烧烤@(121.51243,31.240666), 上海凯宾斯基大酒店-人事部@(121.510756,31.248256)]"
616,智慧七立方,15.0,"[汉庭酒店(宝山吴淞店)@(121.499816,31.386739), 吉泰连锁酒店吴淞店@(121.501306,31.385192), 易佰宾馆@(121.502311,31.384545), 蓝波万时尚精品酒店（上海吴淞店）@(121.494876,31.388481), 99旅馆(上海宝山吴淞店)@(121.500952,31.384305), 申武大酒店@(121.50234,31.38157), 同泰宾馆@(121.501109,31.383948), 上海黄廷旅馆@(121.495195,31.388659), 上海阳洋旅馆@(121.498704,31.387301), 乐妙招待所@(121.500494,31.384606), 丛绿宾馆(同济路店)@(121.497541,31.380154), 上海上铺青年共享住宿@(121.497894,31.384468), 海滨物业宾馆@(121.501632,31.385397), 景会宾馆@(121.502553,31.385955), 军悦旅馆@(121.501794,31.380702)]"
617,中科招商.国际财富中心,15.0,"[上海远洋宾馆@(121.516778,31.258373), 富驿时尚酒店(北外滩店)@(121.517036,31.258939), 上海索纳特大酒店@(121.516649,31.258987), 弘业连锁酒店@(121.51844,31.260649), 忠业旅馆@(121.51893,31.26096), 上海东鹏招待所@(121.520006,31.260882), 船员招待所@(121.517439,31.260346), 虹口区惠民旅馆@(121.519211,31.258669), 馨裕旅馆@(121.51473,31.260928), 上海提篮桥副食品商场招待所@(121.515229,31.260712), 舟山旅馆@(121.51531,31.260769), 上海憨憨家公寓公平路店@(121.514712,31.257017), 上海新外滩花苑公寓四店东大名路店@(121.514133,31.25678), 上海宏教宾馆@(121.518272,31.260079), 小玉儿酒店@(121.514692,31.259866)]"
618,8号桥二期,42.0,"[如家快捷酒店(上海徐家汇路蒙自路店)@(121.485658,31.208931), 汉庭酒店(上海制造局路店)@(121.491147,31.208817), 黄金岛大酒店@(121.49275,31.205119), 锦江之星酒店(白玉兰上海徐家汇店)@(121.484278,31.209573), 联邦大酒店@(121.490236,31.213642), 吉泰连锁酒店（制造局路店）@(121.491963,31.212197), 7天连锁酒店(上海斜土东路世博店)@(121.49125,31.213084), 格林豪泰快捷酒店(斜土东路店)@(121.491527,31.212464), 元圣快捷酒店@(121.492311,31.210038), 时尚捷缘宾馆@(121.489063,31.21178), 博江尚品酒店(豫园店)@(121.493399,31.213443), 与非商务宾馆@(121.483744,31.212438), 申丽宾馆@(121.486442,31.206095), 上海瑜欣主题宾馆@(121.491861,31.213516), 速8酒店(黄浦店)@(121.492232,31.209842), 锦江之星酒店(卢湾丽园店)@(121.48352,31.213007), 白云公寓@(121.483949,31.209354), 财路通旅馆(西凌家宅)@(121.492393,31.209889), 上海汇景天地酒店式公寓@(121.484402,31.205359), 雨晰旅馆@(121.488401,31.21), 安佳公寓@(121.486567,31.209738), 久康旅馆@(121.4912,31.20858), 上海爱好屋行政公馆汇景天地店@(121.484349,31.204872), 爱心招待所@(121.491659,31.208062), 上海Dayaoyao公寓@(121.493223,31.206887), 上海雁荡假日宾馆(世博店)@(121.489573,31.207207), 事久招待所总部@(121.49107,31.208033), 榕园旅馆@(121.493181,31.205352), 暖心家庭公寓(瞿四小区九院三店)@(121.493155,31.206947), 上海师范专科学校校办工厂招待所@(121.491939,31.206808), 上海江景小店酒店式公寓@(121.484375,31.20456), 雅都宾馆@(121.490456,31.20966), 上海新房特惠田子坊法租界普通公寓分店@(121.48698,31.212137), 优帕克商旅公寓（上海卢湾都市花园店）@(121.483829,31.207509), 马非商务宾馆@(121.483748,31.212521), 上海窝里普通公寓分店@(121.489649,31.211005), 上海飞泰快捷宾馆@(121.491514,31.212449), 上海索南雅霈民宿世博馆店@(121.48571,31.207134), 上海后来居上家庭公寓丽园路分店@(121.488304,31.213104), 仰寅联盟酒店(飞泰店)@(121.491514,31.212445), 上海J S清新小屋瞿溪路分店@(121.485242,31.207016), 上海愚园路岐山村历史文化故居普通公寓丽园路分店@(121.488304,31.213069)]"
619,中新传媒大厦,21.0,"[上海富豪金丰酒店@(121.617702,31.260469), 维也纳酒店（金桥店）@(121.621733,31.260657), 如家快捷酒店(上海金桥开发区金湘路店)@(121.615842,31.25886), 99旅馆(上海金豫路店)@(121.620328,31.261419), 美居青年公寓@(121.617494,31.263471), 上海素居酒店式公寓（陆家嘴金桥店）@(121.621426,31.260409), 开心公寓金桥国际1336店@(121.619022,31.260461), 上海开心公寓禹州蓝爵店@(121.617901,31.263382), 瑞庭酒店公寓@(121.62196,31.260442), 金领域公寓酒店@(121.617747,31.263536), 沈家花园大酒店@(121.618172,31.259998), 上海中惠公寓@(121.616624,31.258925), 上海悦品家庭复式公寓@(121.621063,31.261233), 上海金桥复式公寓@(121.619179,31.261246), 上海开心公寓金湘路店@(121.619167,31.261202), 上海舒适宽敞的独立之家酒店式公寓@(121.616925,31.262811), 历庭服务公寓@(121.617259,31.259854), 上海嗨马之家复式分店@(121.616925,31.262811), 上海Home of Yellowsir复式@(121.619332,31.261242), 上海金桥精装大套房普通公寓@(121.619737,31.261586), 上海开心公寓金桥国际1902店@(121.619084,31.260479)]"
620,兆丰环球大厦,22.0,"[大众大厦大酒店上海@(121.429739,31.193547), 汉庭酒店(万体馆西店)@(121.436124,31.188469), 技贸宾馆@(121.430358,31.193155), 汉庭酒店(徐家汇店)@(121.430941,31.194167), 布丁酒店(上海徐家汇宜山路地铁站店)@(121.429308,31.187558), 汉庭连锁酒店(徐家汇二店)@(121.428386,31.186773), 恰琳酒店@(121.428766,31.187623), 绿汇商务酒店@(121.432328,31.193682), 徐俯@(121.42714,31.187148), 7天连锁酒店(上海徐家汇宜山路地铁站店)@(121.429254,31.186843), 柠檬公寓@(121.429673,31.187629), 泰峰宾馆@(121.429061,31.186391), 上海瑞裕宾馆@(121.428951,31.19231), 佰圆宾馆(上海钦州店)@(121.429367,31.187658), 悦家宾馆@(121.428906,31.186978), 上海约会吧主题酒店@(121.431344,31.18954), 安徽金孔雀温泉旅游度假村@(121.432046,31.192627), 凯宜旅馆@(121.433904,31.193276), 上海龙岩大酒店@(121.432816,31.188019), 上海盛爱之家普通公寓钦州北路分店@(121.427757,31.187598), 上海孔二家的小陈普通公寓凯旋路分店@(121.433239,31.194388), 上海Bobo的屋子复式@(121.43616,31.193338)]"
621,创邑金沙谷,12.0,"[顺风大酒店(金沙江路店)@(121.384511,31.239102), 如家快捷酒店(上海虹桥枢纽金沙江路长风店)@(121.392663,31.237491), 星程亿朋酒店@(121.389931,31.241017), 上海运朋精品酒店@(121.385542,31.239593), 易佰酒店上海中环百联近铁广场真北路地铁站店@(121.388879,31.241444), 99旅馆(上海中环金沙江路店)@(121.388859,31.241483), 安心公寓@(121.392062,31.23822), CROWNE PLAZA@(121.384486,31.238142), 好心情宾馆@(121.391046,31.237775), 垚淳酒店投资@(121.385523,31.239351), BWT 德国倍世净水（红星真北二期店）@(121.392429,31.245499), 上海设计年代豆子普通公寓@(121.386851,31.240573)]"
622,上海总部湾,1.0,"[涵恬度假酒店康新公路地铁站店@(121.613036,31.132984)]"
623,腾飞浦汇大厦,141.0,"[上海威斯汀大饭店@(121.493497,31.238155), 上海24K国际连锁酒店(福州路南京东路步行街店)@(121.486767,31.238558), 上海王宝和大酒店@(121.486978,31.240467), 上海大酒店@(121.488051,31.240908), 古象大酒店@(121.486087,31.240136), 上海中福世福汇大酒店@(121.491268,31.238035), 如家快捷酒店(上海外滩中心店)@(121.493286,31.239554), 海崙宾馆@(121.487414,31.24151), 上海金外滩宾馆@(121.488566,31.237741), 宾龙商务酒店@(121.494939,31.240182), 汉庭酒店(南京东路店)@(121.491231,31.240869), 尖微空间智慧酒店(上海人民广场店)@(121.485595,31.237997), 星程酒店(上海外滩店)@(121.493647,31.242311), 如家快捷酒店(上海人民广场福州路上海书城店)@(121.487714,31.238412), 曼哈顿商务酒店(河南南路店)@(121.49346,31.235356), 锦江都城经典酒店@(121.494917,31.244578), 汉庭酒店(上海外滩江西中路店)@(121.492985,31.243254), 海上小喔连锁酒店@(121.494673,31.241222), 富驿时尚酒店(南京东路店)@(121.491754,31.239954), 青旅国际酒店@(121.492164,31.242574), 景莱酒店@(121.494682,31.241136), 宿适精致酒店(上海外滩豫园店)@(121.495667,31.237994), 汉庭酒店(上海南京东路书城店)@(121.487864,31.239664), 宜兰贵斯精品酒店(广东路店)@(121.494837,31.24001), 99旅馆(上海外滩no.1)@(121.495291,31.236859), 船长青年酒店（上海福州路店）@(121.496047,31.241004), 万信慧选酒店@(121.488411,31.244302), 布丁酒店(上海外滩广东路店)@(121.489527,31.23868), 星程创业酒店(延安东路店)@(121.495691,31.238297), 海友良品酒店(上海外滩福州路店)@(121.494701,31.24105), 国际青年旅舍(上海南京路店)@(121.488052,31.243529), 如家快捷酒店(上海南京路步行街地铁站店)@(121.488639,31.243797), 上海微风舍酒店@(121.486061,31.242135), 上海永星主题精品酒店@(121.492373,31.23951), 途家斯维登精品公寓（南京东路店）@(121.485606,31.241654), 上海天赐酒店公寓@(121.489747,31.237814), 上海雅愉精品酒店@(121.487828,31.239782), 上海榕树公馆@(121.491376,31.238332), 达灵宾馆(汉口路)@(121.494363,31.242362), 上海梓舍公寓外滩南京路步行街店@(121.491344,31.238038), 吉泰连锁酒店(上海南京路店)@(121.490574,31.238685), 晓驻旅馆@(121.488784,31.240648), 上海至珏民族艺术公寓@(121.491302,31.23821), 上海朋下酒店式公寓@(121.491253,31.238023), 上海梓舍服务型公寓@(121.491324,31.238168), 上海璞爵酒店@(121.490435,31.244343), 上海伊家乐旅馆@(121.492107,31.239631), 吉泰连锁酒店 （外滩店）@(121.486459,31.238651), 海上小喔连锁酒店(南京东路店)@(121.48885,31.24353), 豪运大酒店@(121.486393,31.242491)]"
