,name,hotel,hospital,mall,park1500,store,underground,rent
1441,波司登大厦,17.0,0.0,2.0,0.0,24.0,0.0,3.04
1442,SOHO丽园,9.0,16.0,4.0,16.0,41.0,3.0,4.66
1443,华瑞大厦,4.0,2.0,0.0,2.0,10.0,0.0,1.96
1444,世纪巴士大厦,14.0,10.0,14.0,27.0,30.0,2.0,8.11
1445,华盛科技园,1.0,1.0,0.0,2.0,0.0,0.0,4.07
1446,桂果园,4.0,1.0,0.0,3.0,8.0,0.0,3.04
1447,银海大楼,22.0,11.0,2.0,4.0,17.0,1.0,2.0
1448,六合大厦,126.0,5.0,19.0,10.0,55.0,1.0,3.04
1449,旺角广场,32.0,12.0,13.0,17.0,76.0,3.0,3.85
1450,证大五道口广场,6.0,1.0,2.0,16.0,3.0,2.0,7.1
1451,焊点1088办公公社,3.0,0.0,1.0,0.0,12.0,1.0,3.24
1452,燎申虹桥国际中心,12.0,3.0,8.0,1.0,18.0,1.0,3.24
1453,碧海现代苑,6.0,0.0,1.0,0.0,9.0,1.0,1.93
1454,古美创智中心,20.0,5.0,0.0,5.0,17.0,0.0,1.01
1455,杨浦科技大厦,27.0,2.0,5.0,5.0,23.0,0.0,3.05
1456,MINI公馆,7.0,2.0,0.0,5.0,13.0,0.0,2.53
1457,仙乐斯广场,70.0,9.0,13.0,18.0,42.0,1.0,7.61
1458,新凤城商务楼,27.0,14.0,2.0,6.0,21.0,1.0,3.43
1459,中建大厦,23.0,0.0,0.0,3.0,17.0,2.0,8.92
1460,8号桥三期,31.0,19.0,3.0,7.0,31.0,1.0,5.58
1461,康健商务广场,10.0,0.0,1.0,1.0,0.0,1.0,2.94
1462,荣兆商务楼,39.0,5.0,6.0,3.0,27.0,2.0,5.07
1463,光华大厦,21.0,4.0,1.0,8.0,12.0,1.0,3.04
1464,鑫兴大楼,48.0,14.0,15.0,27.0,21.0,2.0,2.5
1465,同和凤凰园,3.0,3.0,2.0,7.0,15.0,1.0,3.04
1466,锦江向阳大楼,100.0,6.0,21.0,18.0,40.0,3.0,4.33
1467,灿虹聚富大厦,17.0,3.0,3.0,1.0,13.0,0.0,2.84
1468,港汇广场,43.0,3.0,10.0,10.0,30.0,3.0,7.4
1469,华申大厦,46.0,6.0,12.0,4.0,22.0,2.0,4.06
1470,正大喜马拉雅中心,15.0,0.0,4.0,14.0,10.0,1.0,6.74
1471,美丽华商务中心,19.0,3.0,4.0,7.0,0.0,1.0,3.65
1472,富群商务大厦A栋,134.0,3.0,3.0,1.0,8.0,0.0,2.94
1473,绿洲广场,26.0,1.0,6.0,7.0,27.0,4.0,2.54
1474,中国民生银行大厦,43.0,8.0,13.0,26.0,27.0,0.0,5.07
1475,长宁来福士广场,63.0,10.0,3.0,8.0,35.0,1.0,7.5
1476,铭德国际广场,11.0,5.0,3.0,3.0,33.0,1.0,3.0
1477,中鑫企业广场,5.0,0.0,0.0,0.0,6.0,0.0,2.84
1478,慧谷白猫科技园,26.0,5.0,2.0,8.0,29.0,0.0,3.04
1479,环球金融中心,21.0,4.0,5.0,7.0,19.0,1.0,10.14
1480,古北国际财富中心,19.0,6.0,0.0,7.0,7.0,1.0,6.9
1481,金桥谷创意园,10.0,1.0,1.0,4.0,9.0,0.0,2.4
1482,宝钢大厦,22.0,0.0,1.0,3.0,25.0,2.0,6.08
1483,中国港中旅大厦,42.0,3.0,0.0,5.0,29.0,1.0,3.04
1484,申窑艺术中心,2.0,0.0,4.0,2.0,13.0,0.0,2.64
1485,上海证券大厦,45.0,5.0,2.0,5.0,33.0,1.0,8.11
1486,华苑大厦,0.0,1.0,4.0,6.0,12.0,1.0,2.75
1487,景裕创意园,39.0,2.0,3.0,3.0,25.0,0.0,3.34
1488,东银中心,22.0,5.0,2.0,7.0,8.0,1.0,8.11
1489,永融企业中心,30.0,5.0,9.0,6.0,38.0,1.0,3.64
1490,荣博商务楼,20.0,2.0,7.0,9.0,18.0,0.0,4.06
1491,外高桥商务大厦,12.0,0.0,0.0,0.0,7.0,1.0,1.52
1492,上海西郊商务区-C2国际区,0.0,0.0,0.0,2.0,4.0,1.0,2.15
1493,闿鑫商务园,25.0,9.0,3.0,6.0,26.0,1.0,1.52
1494,紫安大厦,59.0,20.0,9.0,5.0,29.0,1.0,4.56
1495,一统商务大厦,17.0,5.0,10.0,1.0,27.0,1.0,3.55
1496,333世纪大厦,13.0,0.0,5.0,13.0,7.0,3.0,7.1
1497,远中产业园,9.0,4.0,0.0,1.0,13.0,1.0,3.55
1498,银洲国际商务大厦,7.0,4.0,2.0,12.0,13.0,0.0,2.74
1499,达邦协作广场,29.0,3.0,6.0,5.0,36.0,2.0,6.59
1500,虹桥德必易园,16.0,5.0,4.0,1.0,8.0,0.0,3.24
1501,世博办公楼,5.0,9.0,4.0,6.0,26.0,1.0,5.88
1502,恒积大厦,60.0,3.0,13.0,20.0,30.0,1.0,4.06
1503,金桃大厦,15.0,1.0,0.0,5.0,6.0,0.0,3.04
1504,上勤大厦,16.0,7.0,4.0,3.0,21.0,1.0,3.04
1505,怡亚通广场,0.0,1.0,0.0,1.0,2.0,0.0,2.53
1506,新上海城市广场,89.0,10.0,19.0,12.0,63.0,2.0,3.33
1507,中海万锦城,94.0,0.0,4.0,3.0,54.0,1.0,2.38
1508,桂林高智科技大厦,10.0,7.0,1.0,7.0,17.0,0.0,4.97
1509,上海铁路大厦,40.0,2.0,1.0,5.0,37.0,1.0,3.04
1510,同济联合广场,12.0,1.0,2.0,12.0,13.0,1.0,3.65
1511,青松城,50.0,4.0,16.0,12.0,28.0,1.0,4.97
1512,置汇旭辉广场,1.0,0.0,0.0,0.0,0.0,0.0,6.08
1513,枫林创意园,0.0,4.0,16.0,12.0,27.0,1.0,4.36
1514,东方维京大厦,19.0,3.0,3.0,9.0,17.0,0.0,6.08
1515,天华信息科技服务园,1.0,5.0,1.0,4.0,39.0,3.0,3.9
1516,源创创意园,21.0,29.0,1.0,10.0,33.0,0.0,6.08
1517,晶耀前滩,0.0,0.0,0.0,1.0,0.0,3.0,6.59
1518,幸福里,11.0,11.0,1.0,12.0,21.0,2.0,6.08
1519,泛欧现代大厦,13.0,0.0,1.0,2.0,14.0,1.0,1.98
1520,金虹桥商场,27.0,5.0,14.0,13.0,25.0,1.0,8.11
1521,苏河1号,47.0,2.0,2.0,3.0,31.0,0.0,3.85
1522,快易名商徐汇中心,11.0,18.0,6.0,17.0,61.0,2.0,5.03
1523,之俊大厦副楼,13.0,5.0,2.0,4.0,19.0,1.0,3.04
1524,中山万博国际中心,0.0,49.0,2.0,8.0,19.0,2.0,6.59
1525,裕丰国际大厦,12.0,16.0,0.0,9.0,22.0,0.0,3.04
1526,中铁诺德国际中心,4.0,0.0,0.0,1.0,11.0,0.0,3.04
1527,东海商业中心一期,147.0,11.0,0.0,18.0,71.0,1.0,5.07
1528,腾飞浦汇大厦,137.0,14.0,24.0,7.0,90.0,1.0,7.96
1529,上海中心,21.0,2.0,7.0,7.0,11.0,0.0,13.35
1530,新华保险大厦,26.0,1.0,2.0,11.0,19.0,1.0,5.58
1531,中融恒瑞国际大厦,36.0,8.0,14.0,6.0,31.0,1.0,5.98
1532,新陆国际商务大厦,2.0,5.0,2.0,2.0,24.0,1.0,3.04
1533,万科活力城,4.0,1.0,3.0,0.0,4.0,2.0,3.85
1534,德必易园,8.0,0.0,1.0,5.0,9.0,1.0,3.14
1535,长江众创,1.0,0.0,0.0,0.0,0.0,0.0,4.66
1536,50智慧园,4.0,10.0,5.0,6.0,27.0,1.0,2.64
1537,SVA越界,8.0,4.0,1.0,5.0,3.0,0.0,3.55
1538,太平洋企业中心,0.0,14.0,1.0,0.0,0.0,0.0,4.36
1539,桂中园,6.0,1.0,0.0,3.0,11.0,1.0,2.84
1540,华虹创新,1.0,0.0,0.0,2.0,1.0,0.0,3.55
1541,久合科技园,16.0,7.0,4.0,3.0,21.0,1.0,3.04
1542,M50桃浦创意园,6.0,0.0,0.0,1.0,6.0,0.0,2.7
1543,愚园1890,25.0,3.0,5.0,4.0,21.0,1.0,5.58
1544,由由世纪广场,7.0,0.0,1.0,7.0,10.0,0.0,6.39
1545,光大安石中心,31.0,9.0,1.0,5.0,41.0,2.0,5.75
1546,国际商务花园,2.0,1.0,0.0,0.0,7.0,0.0,3.24
1547,上海国际航运服务中心,34.0,0.0,2.0,4.0,19.0,1.0,6.19
1548,香樟园,19.0,5.0,0.0,5.0,14.0,1.0,3.04
1549,新天国际大厦,26.0,0.0,0.0,0.0,22.0,2.0,4.87
1550,天汇广场,7.0,1.0,2.0,8.0,12.0,0.0,3.25
1551,欧本商业中心,1.0,0.0,0.0,0.0,0.0,0.0,4.06
1552,天洁大厦,2.0,1.0,1.0,6.0,0.0,0.0,4.57
1553,前滩世贸中心,1.0,0.0,0.0,0.0,0.0,0.0,7.1
1554,城汇大厦,18.0,14.0,15.0,25.0,29.0,3.0,7.61
1555,企业总部园区,29.0,9.0,3.0,4.0,26.0,1.0,3.95
1556,漕河泾康桥商务绿洲,1.0,0.0,0.0,0.0,0.0,0.0,2.53
1557,大宁中心广场,3.0,3.0,2.0,4.0,6.0,0.0,4.37
1558,国科大厦,5.0,5.0,3.0,6.0,30.0,1.0,2.33
1559,环球世界大厦,57.0,10.0,11.0,6.0,38.0,1.0,4.55
1560,中展物业,6.0,2.0,0.0,2.0,6.0,0.0,1.23
1561,银座企业中心,51.0,8.0,5.0,3.0,32.0,2.0,4.01
1562,凯龙莘庄商务园,0.0,0.0,0.0,1.0,2.0,0.0,2.64
1563,上海机电城,7.0,0.0,1.0,1.0,5.0,2.0,2.23
1564,汤臣金融大厦,41.0,7.0,2.0,3.0,21.0,1.0,6.08
1565,方正大厦,21.0,0.0,1.0,1.0,7.0,0.0,2.72
1566,园满星空间,16.0,7.0,4.0,3.0,21.0,1.0,3.55
1567,全方位科技园,20.0,8.0,10.0,6.0,28.0,0.0,1.62
1568,现代服务业总部园区,29.0,9.0,3.0,9.0,26.0,1.0,4.06
1569,现代广场,6.0,3.0,4.0,7.0,17.0,0.0,3.75
1570,药谷大厦,1.0,0.0,0.0,0.0,0.0,0.0,3.04
1571,宏汇国际大厦,52.0,5.0,0.0,8.0,20.0,1.0,5.07
1572,嘉亭大厦,16.0,0.0,3.0,0.0,14.0,2.0,3.95
1573,兆城大厦,7.0,4.0,4.0,2.0,20.0,1.0,3.24
1574,金领之都,2.0,0.0,0.0,1.0,1.0,0.0,3.24
1575,久事复兴大厦,89.0,8.0,12.0,21.0,29.0,2.0,6.08
1576,上海虹桥时代电子广场,5.0,9.0,12.0,12.0,32.0,1.0,5.07
1577,宝石园大厦,8.0,0.0,0.0,4.0,12.0,1.0,3.65
1578,国家会展中心,6.0,4.0,5.0,8.0,15.0,1.0,3.95
1579,静安高和大厦,62.0,20.0,11.0,6.0,30.0,1.0,6.59
1580,东方环球企业中心,3.0,0.0,1.0,1.0,6.0,1.0,3.14
1581,新长征中环大厦,12.0,2.0,7.0,3.0,14.0,0.0,3.24
1582,虹桥国际科技广场,5.0,1.0,1.0,2.0,7.0,0.0,3.85
1583,E构空间创意园区,47.0,2.0,2.0,0.0,21.0,1.0,3.04
1584,骏腾商务中心,43.0,14.0,3.0,1.0,23.0,0.0,2.69
1585,尚诚国际大厦,33.0,2.0,7.0,6.0,40.0,3.0,2.84
1586,世纪大都会,7.0,7.0,2.0,3.0,16.0,1.0,7.91
1587,甘泉德必易园,0.0,0.0,0.0,0.0,0.0,0.0,2.84
1588,舜元企业发展大厦B栋,30.0,10.0,0.0,5.0,22.0,2.0,5.27
1589,天地科技广场,7.0,1.0,3.0,3.0,14.0,1.0,3.55
1590,恒通大厦,11.0,2.0,6.0,7.0,19.0,1.0,7.3
1591,兆丰广场,65.0,7.0,6.0,6.0,25.0,1.0,5.27
1592,洛克外滩源,70.0,5.0,9.0,9.0,52.0,0.0,3.75
1593,虹桥绿谷,16.0,2.0,2.0,2.0,11.0,0.0,4.56
1594,巨洋大厦,0.0,0.0,0.0,20.0,12.0,0.0,4.26
1595,宝华中心,7.0,0.0,2.0,3.0,6.0,0.0,5.07
1596,海洋大厦,160.0,11.0,14.0,16.0,72.0,1.0,7.1
1597,中成智谷,6.0,1.0,1.0,2.0,8.0,1.0,1.83
1598,751国际创意工场,0.0,14.0,15.0,7.0,21.0,2.0,3.55
1599,森林湾大厦,57.0,12.0,13.0,11.0,70.0,1.0,4.06
1600,德必梅园WE,42.0,3.0,12.0,1.0,18.0,1.0,5.07
1601,平高世贸中心,12.0,4.0,7.0,3.0,22.0,0.0,2.84
1602,明凯大厦,20.0,5.0,4.0,1.0,0.0,0.0,3.38
1603,尚诚国际,33.0,2.0,7.0,6.0,40.0,3.0,7.27
1604,中国梦谷（青浦）,1.0,0.0,0.0,0.0,2.0,0.0,1.52
1605,1788国际中心,13.0,20.0,10.0,6.0,30.0,1.0,8.12
1606,绿地威科国际商业广场,13.0,12.0,3.0,3.0,17.0,1.0,2.33
1607,南开大厦,10.0,18.0,7.0,9.0,66.0,1.0,3.04
1608,中国石化物资大厦,5.0,2.0,2.0,0.0,9.0,0.0,1.62
1609,呈远大厦,5.0,9.0,0.0,12.0,32.0,1.0,4.87
1610,张润大厦,1.0,0.0,0.0,0.0,0.0,0.0,4.56
1611,福维克大厦,5.0,1.0,0.0,2.0,3.0,2.0,4.06
1612,中天新世纪,27.0,3.0,5.0,4.0,45.0,1.0,3.55
1613,中国钻石交易中心,1.0,0.0,0.0,0.0,0.0,0.0,8.11
1614,智造局,45.0,27.0,5.0,7.0,37.0,1.0,4.56
1615,卓越时代广场,10.0,1.0,2.0,5.0,11.0,1.0,3.28
1616,一加投资创意园,4.0,1.0,1.0,6.0,12.0,1.0,3.85
1617,申菱大厦,22.0,5.0,12.0,10.0,27.0,1.0,3.55
1618,世界贸易大厦,43.0,11.0,22.0,14.0,73.0,0.0,5.88
1619,新上海国际大厦,22.0,4.0,3.0,2.0,23.0,0.0,8.31
1620,紫光大厦,53.0,3.0,2.0,4.0,13.0,2.0,2.33
1621,企业广场,46.0,3.0,7.0,5.0,32.0,1.0,5.07
1622,丽都新贵,44.0,5.0,10.0,12.0,24.0,1.0,4.06
1623,凯旋商务中心,22.0,8.0,1.0,8.0,18.0,2.0,3.04
1624,新华大厦,34.0,16.0,2.0,11.0,26.0,1.0,3.18
1625,华拓大厦,9.0,1.0,2.0,3.0,14.0,0.0,2.43
1626,福建天安大厦,0.0,0.0,0.0,0.0,0.0,0.0,3.24
1627,武夷商务中心,17.0,4.0,11.0,10.0,34.0,0.0,3.55
1628,上海环茂广场,5.0,50.0,1.0,9.0,21.0,0.0,8.11
1629,盛邦国际大厦,15.0,12.0,16.0,9.0,32.0,1.0,6.27
1630,延平425（continuity）,51.0,9.0,1.0,7.0,44.0,1.0,6.08
1631,张江九洲中心,3.0,0.0,0.0,2.0,5.0,3.0,3.55
1632,名仕街创意园,24.0,3.0,0.0,4.0,24.0,0.0,2.84
1633,奇亚特能源中心,2.0,0.0,0.0,1.0,4.0,0.0,1.52
1634,莲花国际商务广场,3.0,2.0,5.0,4.0,12.0,1.0,4.17
1635,莲花大厦,11.0,0.0,0.0,5.0,9.0,1.0,3.55
1636,漕河泾开发区智汇园南区,6.0,1.0,0.0,1.0,7.0,0.0,3.55
1637,上海南站德必易园,9.0,2.0,1.0,6.0,11.0,1.0,3.45
1638,虹欣大厦,6.0,0.0,0.0,0.0,3.0,0.0,2.84
1639,丽晶阳光大厦,35.0,2.0,4.0,5.0,22.0,3.0,3.24
1640,中融国际商城,47.0,0.0,12.0,5.0,26.0,1.0,6.08
1641,旭辉虹桥国际,2.0,1.0,3.0,1.0,9.0,0.0,4.06
1642,宝虹中心,8.0,0.0,0.0,2.0,2.0,2.0,3.04
1643,杨浦商城,25.0,14.0,5.0,7.0,35.0,1.0,3.04
1644,国金中心,13.0,2.0,6.0,0.0,13.0,1.0,12.17
1645,华虹科技园,4.0,0.0,0.0,0.0,5.0,0.0,4.06
1646,虹桥国际商务广场,3.0,1.0,3.0,1.0,5.0,2.0,5.27
1647,金光外滩中心,29.0,13.0,25.0,12.0,69.0,2.0,8.11
1648,上豪大厦,23.0,1.0,0.0,5.0,16.0,0.0,2.89
1649,上海智力产业园,12.0,1.0,3.0,3.0,25.0,0.0,3.24
1650,新华联大厦,90.0,5.0,13.0,14.0,32.0,1.0,4.64
1651,张江亚兰德商务研发总部基地,5.0,0.0,0.0,2.0,5.0,3.0,4.06
1652,梓坤科技园,3.0,0.0,0.0,4.0,1.0,0.0,1.83
1653,863基地,0.0,0.0,0.0,0.0,17.0,0.0,1.52
1654,通用大厦,17.0,1.0,3.0,1.0,19.0,0.0,2.84
1655,富悦财富广场,23.0,0.0,0.0,0.0,5.0,0.0,2.84
1656,绿地海外滩中心C幢,10.0,0.0,0.0,6.0,14.0,0.0,5.07
1657,上海实业大厦,56.0,2.0,15.0,9.0,29.0,3.0,4.97
1658,康帅大厦,10.0,4.0,2.0,1.0,8.0,1.0,2.84
1659,绿地同创大厦,24.0,3.0,4.0,4.0,23.0,2.0,3.55
1660,飞乐企业大厦,16.0,7.0,4.0,2.0,21.0,1.0,3.85
1661,灿虹大厦,21.0,2.0,3.0,0.0,12.0,0.0,3.04
1662,申昂武夷坊,51.0,9.0,7.0,10.0,33.0,0.0,5.07
1663,首信银都国际广场,52.0,17.0,1.0,7.0,30.0,0.0,3.96
1664,航天大厦,22.0,11.0,2.0,4.0,17.0,0.0,3.04
1665,申能国际大厦,7.0,8.0,13.0,10.0,57.0,1.0,4.06
1666,同达创业,32.0,9.0,10.0,12.0,31.0,1.0,3.56
1667,徐汇万科中心,10.0,0.0,1.0,6.0,10.0,1.0,5.07
1668,华强科技大厦,4.0,0.0,0.0,1.0,4.0,0.0,4.56
1669,新汇园,2.0,1.0,0.0,1.0,5.0,0.0,3.55
1670,汤米创意园,23.0,2.0,2.0,9.0,17.0,1.0,3.95
1671,民族大厦,71.0,6.0,1.0,4.0,23.0,1.0,4.34
1672,四方科创园,0.0,0.0,0.0,0.0,0.0,0.0,1.83
1673,锦荣国际大酒店商务楼,12.0,0.0,1.0,2.0,13.0,1.0,4.11
1674,688创意园,57.0,11.0,6.0,16.0,0.0,1.0,4.06
1675,金鹰国际大厦B栋,2.0,0.0,0.0,20.0,12.0,0.0,7.3
1676,高翔大楼,6.0,0.0,1.0,0.0,7.0,1.0,1.52
1677,阿里巴巴电子商务大厦,14.0,3.0,3.0,0.0,26.0,0.0,4.56
1678,德安大厦,52.0,10.0,3.0,4.0,36.0,1.0,4.06
1679,壹领御·张江,1.0,0.0,0.0,0.0,0.0,0.0,1.83
1680,富庆国定大厦,30.0,5.0,5.0,5.0,23.0,2.0,3.04
1681,一百杉杉大厦,5.0,1.0,1.0,4.0,0.0,2.0,4.06
1682,创意大厦,19.0,1.0,0.0,3.0,23.0,0.0,3.35
1683,海泰大厦,63.0,12.0,14.0,10.0,70.0,1.0,3.55
1684,中兴上海智慧园,6.0,1.0,0.0,1.0,7.0,0.0,3.55
1685,星汇大厦,12.0,0.0,0.0,1.0,5.0,0.0,2.43
1686,兴远科技大厦,1.0,2.0,0.0,7.0,15.0,1.0,2.84
1687,招商局大厦,7.0,6.0,3.0,7.0,26.0,0.0,7.2
1688,泰康保险大厦,12.0,2.0,6.0,10.0,18.0,1.0,9.13
1689,申报馆,152.0,15.0,25.0,12.0,86.0,1.0,8.11
1690,光启园,4.0,2.0,0.0,1.0,8.0,0.0,3.35
1691,凯旋大厦,35.0,8.0,2.0,4.0,27.0,2.0,5.37
1692,扬子江企业国际广场,8.0,4.0,2.0,1.0,13.0,1.0,3.85
1693,山谷you帮大厦,2.0,0.0,0.0,0.0,2.0,0.0,2.03
1694,莲花商务大厦,5.0,2.0,0.0,4.0,9.0,0.0,2.84
1695,张江春申大厦,3.0,0.0,0.0,2.0,5.0,1.0,3.04
1696,长宁科技大楼,28.0,4.0,5.0,9.0,29.0,0.0,2.54
1697,品尊国际中心,12.0,2.0,2.0,7.0,15.0,1.0,5.84
1698,海亮大厦,2.0,1.0,1.0,8.0,4.0,0.0,4.56
1699,创客邦,19.0,2.0,3.0,0.0,26.0,1.0,2.7
1700,港泰广场,133.0,11.0,17.0,20.0,60.0,2.0,5.04
1701,上海医药大厦,52.0,12.0,15.0,15.0,20.0,2.0,6.76
1702,98创意园,20.0,10.0,5.0,5.0,39.0,0.0,4.87
1703,一佰杉杉大厦,32.0,2.0,0.0,4.0,31.0,2.0,4.29
1704,嘉和国际大厦,17.0,5.0,9.0,1.0,36.0,1.0,4.06
1705,莲花广场,8.0,2.0,7.0,3.0,13.0,1.0,4.06
1706,斯格威国际,87.0,7.0,0.0,14.0,28.0,1.0,6.71
1707,上海海湾大厦,63.0,4.0,3.0,10.0,47.0,0.0,4.06
1708,华大科创楼,10.0,1.0,0.0,3.0,14.0,2.0,4.26
1709,金玉兰广场,77.0,5.0,2.0,5.0,32.0,1.0,3.86
1710,H88越虹广场,4.0,2.0,1.0,4.0,10.0,0.0,5.07
1711,燎申宜山大厦,5.0,1.0,0.0,2.0,3.0,2.0,3.24
1712,虹桥天都国际,6.0,4.0,5.0,8.0,15.0,1.0,3.21
1713,强劲大厦,3.0,2.0,2.0,3.0,0.0,1.0,3.55
1714,智慧金沙3131,2.0,1.0,1.0,1.0,4.0,1.0,3.04
1715,中国石化大厦,5.0,1.0,0.0,3.0,6.0,0.0,2.33
1716,虹口SOHO,25.0,3.0,4.0,14.0,48.0,1.0,6.08
1717,江园创意园,28.0,7.0,1.0,7.0,50.0,1.0,3.1
1718,腾飞大厦,73.0,2.0,2.0,0.0,22.0,1.0,5.68
1719,长青企业广场,10.0,0.0,1.0,3.0,4.0,2.0,3.47
1720,方糖小镇,48.0,4.0,16.0,10.0,30.0,3.0,4.06
1721,漕河泾科技园,6.0,2.0,0.0,3.0,6.0,0.0,1.62
1722,环线广场,17.0,9.0,4.0,4.0,17.0,0.0,3.04
1723,创邑金沙谷,10.0,1.0,4.0,4.0,16.0,1.0,3.04
1724,信息技术大厦,30.0,22.0,2.0,4.0,24.0,1.0,3.47
1725,瓯江大厦,48.0,4.0,16.0,7.0,30.0,3.0,3.55
1726,慧峰创意园,1.0,1.0,0.0,1.0,1.0,0.0,1.42
1727,隆宇大厦,50.0,3.0,12.0,4.0,20.0,2.0,4.77
1728,兆益科技园,22.0,3.0,4.0,4.0,13.0,1.0,4.06
1729,康拜丝,1.0,0.0,0.0,0.0,0.0,0.0,5.68
1730,永谊大厦,2.0,0.0,2.0,2.0,4.0,1.0,2.64
1731,美邦大楼,11.0,2.0,0.0,0.0,12.0,0.0,3.75
1732,博华广场,102.0,4.0,19.0,20.0,40.0,2.0,9.73
1733,中港汇.浦东,13.0,1.0,2.0,7.0,8.0,1.0,6.08
1734,嘉杰国际广场,10.0,9.0,12.0,5.0,50.0,1.0,4.06
1735,普天科技园,12.0,10.0,2.0,2.0,27.0,1.0,4.53
1736,时代金融中心,9.0,0.0,0.0,6.0,15.0,1.0,10.14
1737,虹桥万科中心,0.0,0.0,1.0,0.0,9.0,0.0,5.58
1738,上海邮电大厦,25.0,0.0,4.0,14.0,47.0,1.0,4.06
1739,富橙投资大厦,62.0,6.0,0.0,1.0,26.0,2.0,3.04
1740,宏欣科技设计创意园,7.0,22.0,3.0,7.0,29.0,0.0,4.56
1741,歆翱文化创意园,6.0,1.0,2.0,0.0,12.0,0.0,2.43
1742,虹桥中央大厦,12.0,1.0,3.0,2.0,14.0,1.0,4.06
1743,漕河泾软件大厦,13.0,2.0,0.0,1.0,7.0,0.0,3.14
1744,上海五四大楼,12.0,3.0,0.0,7.0,16.0,0.0,2.22
1745,阳光城魔都,6.0,3.0,1.0,3.0,10.0,0.0,3.04
1746,绿洲中环中心6号楼,16.0,1.0,6.0,2.0,17.0,1.0,4.56
1747,大众金融大厦,41.0,19.0,2.0,8.0,18.0,0.0,2.94
1748,古北亚繁国际,18.0,2.0,3.0,4.0,7.0,0.0,3.85
1749,陆家嘴投资大厦,3.0,0.0,0.0,5.0,25.0,2.0,7.1
1750,上海数字产业园,8.0,0.0,0.0,2.0,11.0,1.0,4.87
1751,中新传媒大厦,21.0,0.0,1.0,0.0,7.0,0.0,4.07
1752,滨江文化创业园,0.0,3.0,2.0,7.0,15.0,1.0,6.21
1753,绿亮虹口科创园,17.0,5.0,10.0,1.0,27.0,1.0,2.03
1754,泛太平洋大厦,92.0,25.0,14.0,9.0,35.0,0.0,5.07
1755,长发大厦,49.0,11.0,12.0,27.0,27.0,0.0,3.04
1756,南苏河创意园,8.0,3.0,4.0,9.0,37.0,1.0,4.56
1757,汇亚大厦,1.0,0.0,2.0,6.0,14.0,1.0,9.13
1758,上海名仕街时尚创意园,24.0,3.0,0.0,4.0,28.0,0.0,2.53
1759,龙头大厦,53.0,1.0,0.0,7.0,22.0,1.0,4.56
1760,中欣大厦,72.0,18.0,17.0,6.0,32.0,1.0,9.13
1761,安泰大楼,29.0,4.0,10.0,5.0,28.0,1.0,5.58
1762,中区广场,45.0,9.0,10.0,23.0,29.0,1.0,8.11
1763,陆家嘴金融服务广场,15.0,0.0,1.0,3.0,18.0,1.0,7.1
1764,绿地科技岛广场,1.0,0.0,1.0,4.0,8.0,1.0,4.06
1765,L777新媒体产业园,10.0,2.0,0.0,2.0,15.0,1.0,2.33
1766,明基广场,10.0,0.0,4.0,0.0,19.0,1.0,4.56
1767,555大厦,16.0,13.0,11.0,20.0,37.0,1.0,5.58
1768,摩工坊,87.0,8.0,2.0,14.0,28.0,1.0,3.88
1769,阿拉城(先锋街66号),14.0,3.0,8.0,1.0,18.0,1.0,5.07
1770,环智国际大厦,54.0,3.0,7.0,3.0,34.0,1.0,5.98
1771,上海国际设计交流中心,13.0,7.0,2.0,6.0,21.0,1.0,3.35
1772,紫竹科学园区,3.0,1.0,0.0,0.0,1.0,0.0,1.6
1773,物资大厦,25.0,6.0,22.0,10.0,68.0,1.0,2.74
1774,金鹰大厦,10.0,0.0,2.0,20.0,9.0,0.0,6.08
1775,多媒体产业大厦,13.0,0.0,1.0,0.0,12.0,1.0,3.55
1776,永鼎大厦,9.0,0.0,0.0,2.0,10.0,0.0,2.33
1777,广顺商务中心,3.0,3.0,1.0,0.0,9.0,1.0,3.55
1778,万嘉大厦,8.0,2.0,3.0,0.0,14.0,0.0,2.03
1779,中环时代,0.0,0.0,0.0,0.0,0.0,0.0,6.08
1780,张江创星园,4.0,0.0,0.0,1.0,2.0,0.0,3.75
1781,上海桂林聚科都市科技园,7.0,9.0,3.0,9.0,26.0,1.0,4.06
1782,卢湾建设发展大楼,48.0,14.0,5.0,27.0,21.0,2.0,3.65
1783,桂平园,1.0,1.0,0.0,3.0,8.0,1.0,3.24
1784,上海万都中心大厦,0.0,0.0,8.0,0.0,19.0,0.0,6.59
1785,申银发展大厦,54.0,13.0,8.0,9.0,25.0,0.0,2.67
1786,愚园108,61.0,10.0,9.0,6.0,38.0,1.0,5.0
1787,嘉麒大厦,7.0,2.0,3.0,8.0,10.0,0.0,5.27
1788,绿地蓝海大厦3号楼,8.0,8.0,10.0,0.0,28.0,0.0,4.06
1789,上海节能环保科技企业孵化基地,2.0,0.0,0.0,1.0,0.0,0.0,1.72
1790,欧迪芬福克斯,14.0,0.0,15.0,3.0,14.0,0.0,2.53
1791,金岛大厦,25.0,4.0,14.0,5.0,29.0,3.0,3.55
1792,外高桥酒类展示交易中心,0.0,1.0,0.0,1.0,1.0,1.0,1.32
1793,长峰中心,44.0,18.0,1.0,10.0,28.0,0.0,4.06
1794,天亿大厦,31.0,32.0,2.0,3.0,39.0,2.0,3.55
1795,同普大厦,10.0,4.0,0.0,2.0,1.0,0.0,2.84
1796,创智天地,18.0,1.0,7.0,1.0,21.0,1.0,5.07
