,name,link,rent,floors,surface,floor_height,elevator,companys
908,绿地汇方广场,https://www.haozu.com/sh_xzl_39115/,4.92,,,,,
909,天山路1920弄8号楼,https://www.haozu.com/sh_xzl_33415/,3.08,,,,,
910,香杉商务中心,https://www.haozu.com/sh_xzl_10963/,5.18,17,35600,,,
911,永旭商务中心,https://www.haozu.com/sh_xzl_3033/,3.5,,,4.85,2,
912,春之声大厦,https://www.haozu.com/sh_xzl_2521/,5,18,13248,3.4,3,企业名称：山羊机电，所属行业：贸易/消费/制造/营运、企业名称：希意禧（上海）信息系统有限公司，所属行业：计算机/互联网/通信/电子、企业名称：海能达电子有限公司，所属行业：计算机/互联网/通信/电子、企业名称：万车网（上海）分公司，所属行业：计算机/互联网/通信/电子、企业名称：上海吟泽信息技术有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海汉咏文化传播有限公司，所属行业：广告/媒体
913,创新大楼,https://www.haozu.com/sh_xzl_4568/,4.5,,33066,3,4,施耐德电器
914,建爱大厦,https://www.haozu.com/sh_xzl_13275/,2.6,27,,,2,上海市永怡律师事务所，所属行业：专业服务/教育/培训、企业名称：上海虹口商业用房置换有限公司，所属行业：房地产/建筑、企业名称：上海高科建设工程有限公司，所属行业：房地产/建筑、企业名称：上海罗亚国际货运，所属行业：物流/运输、企业名称：上海协丰国际货运有限公司，所属行业：物流/运输
915,时亦商务大厦,https://www.haozu.com/sh_xzl_19736/,1.6,9,27000,3,2,
916,信达大厦,https://www.haozu.com/sh_xzl_2101/,4.5,25,38000,3,3,企业名称：文华学院IT教育，所属行业：专业服务/教育/培训、企业名称：翔傲系统科技有限公司，所属行业：会计/金融/银行/保险、企业名称：上海万博国际旅行社，所属行业：专业服务/教育/培训、企业名称：上海润怡出口有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海华侨投资咨询有限公司，所属行业：贸易/消费/制造/营运
917,浦三路24号,https://www.haozu.com/sh_xzl_41326/,3.5,,,,,
918,东方世纪大厦,https://www.haozu.com/sh_xzl_1415/,4.66,24,28203,3.6,3,企业名称：大众点评网，所属行业：计算机/互联网/通信/电子、企业名称：上海意智成网络科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：日本爱伯洛伊商事株式会社，所属行业：贸易/消费/制造/营运、企业名称：法国艾吉塔有限公司上海代表处，所属行业：贸易/消费/制造/营运、企业名称：上海意智成网络科技有限公司上海意瑞网络科技有限公司，所属行业：计算机/互联网/通信/电子
919,嘉南红塔广场,https://www.haozu.com/sh_xzl_17915/,2.19,8,,,,"上海中山证券、驰马奥上海泗泾""}]"
920,同叶大厦,https://www.haozu.com/sh_xzl_1552/,2.8,17,35000,3.8,4,企业名称：上海智顺建筑装潢有限公司，所属行业：房地产/建筑、企业名称：上海市信息服务业行业协会，所属行业：政府/非赢利机构/其他、企业名称：上海大观景观设计有限公司，所属行业：房地产/建筑、企业名称：上海拓锦装饰设计工程有限公司，所属行业：房地产/建筑、企业名称：上海燕国能源科技公司，所属行业：能源/原材料
921,清水湾北侧独栋,https://www.haozu.com/sh_xzl_36433/,5.5,,,,,
922,福克斯（春申路店）,https://www.haozu.com/sh_xzl_4479/,2.25,5,30000,2.8,1,米其林
923,万都中心,https://www.haozu.com/sh_xzl_2084/,8.15,55,132800,2.8,18,企业名称：香港北星电子集团，所属行业：贸易/消费/制造/营运、企业名称：希姆通信息技术有限公司，所属行业：计算机/互联网/通信/电子、企业名称：日本NTN株式会社上海代表处，所属行业：贸易/消费/制造/营运、企业名称：法拉利玛莎拉蒂汽车国际贸易(上海)有限公司，所属行业：贸易/消费/制造/营运、企业名称：希姆通信息技术有限公司，所属行业：计算机/互联网/通信/电子
924,白玉兰环保广场,https://www.haozu.com/sh_xzl_1569/,3.3,24,40000,4,5,企业名称：鼎浩集团，所属行业：能源/原材料、企业名称：上海嘉靖建筑工程有限公司，所属行业：房地产/建筑、企业名称：海斯兰德国际建筑师事务所，所属行业：房地产/建筑、企业名称：上海朝兴船舶技术服务有限公司，所属行业：专业服务/教育/培训、企业名称：上海翔芯电子科技有限公司，所属行业：计算机/互联网/通信/电子
925,摩登公馆,https://www.haozu.com/sh_xzl_10415/,2.4,,125000,,,
926,蓝天大厦,https://www.haozu.com/sh_xzl_1571/,4.8,27,44000,3.6,5,企业名称：嘉洋钢铁有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海思第尔贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海春诚工贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海嘉洋钢铁有限公司，所属行业：能源/原材料、企业名称：上海亿旺实业发展有限公司，所属行业：政府/非赢利机构/其他
927,久裕商务楼,https://www.haozu.com/sh_xzl_25741/,4.07,,,,,
928,市北•新中新,https://www.haozu.com/sh_xzl_3659/,4.04,,163000,3.5,18,
929,银都中心,https://www.haozu.com/sh_xzl_24925/,1.8,,,,,
930,合星大厦,https://www.haozu.com/sh_xzl_20881/,4.78,12,20000,3.2,4,"东渡国际集团、博纳德国际有限公司、宝名地产投资有限公司""}]"
931,创意大厦,https://www.haozu.com/sh_xzl_11690/,3.6,8,10000,3.8,2,上海歌沃影业投资有限公司，所属行业：会计/金融/银行/保险、企业名称：上海智多信知识产权服务公司，所属行业：专业服务/教育/培训、企业名称：上海浦东电子出版社有限公司，所属行业：专业服务/教育/培训、企业名称：上海蓝鱼数码科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海康禾广告传播有限公司，所属行业：广告/媒体
932,上海第七棉纺厂园区,https://www.haozu.com/sh_xzl_38336/,1.8,,,,,
933,星荟中心,https://www.haozu.com/sh_xzl_19414/,8.16,32,248000,,6,
934,云堡互联图书馆,https://www.haozu.com/sh_xzl_39809/,1.4,,,,,
935,南开大厦,https://www.haozu.com/sh_xzl_1320/,4.5,25,23900,3.2,2,企业名称：南证集团，所属行业：计算机/互联网/通信/电子、企业名称：复兴城集团，所属行业：会计/金融/银行/保险、企业名称：上海金文食品有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海云飞扬文化传播有限公司，所属行业：广告/媒体、企业名称：海瑭晟环保技术有限公司，所属行业：贸易/消费/制造/营运
936,张江集创公园,https://www.haozu.com/sh_xzl_20140/,4.08,8,18000,2.8,2,
937,鸿街,https://www.haozu.com/sh_xzl_38872/,9.67,,,,,
938,金机大厦,https://www.haozu.com/sh_xzl_20037/,2.5,23,35887,,2,
939,上海九星虹桥商务中心,https://www.haozu.com/sh_xzl_19824/,5.4,8,67000,4.3,4,
940,五原路297号,https://www.haozu.com/sh_xzl_24776/,8.8,,,,,
941,前滩尚博园,https://www.haozu.com/sh_xzl_1838/,5.25,,60000,,2,
942,复地浦江中心,https://www.haozu.com/sh_xzl_17277/,2,14,171656,,4,
943,互欣商务酒店,https://www.haozu.com/sh_xzl_17993/,3,8,12413.22,,,
944,中建大厦,https://www.haozu.com/sh_xzl_1358/,10.05,37,95600,3,14,企业名称：北京银行，所属行业：会计/金融/银行/保险、企业名称：德州仪器半导体技术上海有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海信天通信有限公司，所属行业：计算机/互联网/通信/电子、企业名称：中银证券股份有限公司，所属行业：会计/金融/银行/保险、企业名称：中国德国商会，所属行业：政府/非赢利机构/其他
945,磐晖商务楼,https://www.haozu.com/sh_xzl_38915/,2.34,,,,,
946,达邦协作广场,https://www.haozu.com/sh_xzl_18357/,9,33,75000,,,PP集团与南丰集团及宝矿集团
947,福建中路86,https://www.haozu.com/sh_xzl_40492/,3,,,,,
948,SOHO中山广场,https://www.haozu.com/sh_xzl_1317/,6.73,23,142000,3.85,14,三星、美国江森、人人网
949,环球广场A楼,https://www.haozu.com/sh_xzl_11833/,4.46,28,71000,2.6,6,上海斗元贸易有限公司、上海万邦浆纸有限公司
950,021·联合滨江大厦,https://www.haozu.com/sh_xzl_10304/,2.54,20,23000,3.3,4,中国集装箱有限公司
951,锦科文化产业园,https://www.haozu.com/sh_xzl_24238/,2.81,,,,,
952,张慕工业基地,https://www.haozu.com/sh_xzl_24246/,1.92,,,,,
953,德昌园,https://www.haozu.com/sh_xzl_39046/,4,,,,,
954,晓富金融大厦,https://www.haozu.com/sh_xzl_19606/,4.48,50,90000,,14,
955,金茂大厦,https://www.haozu.com/sh_xzl_11906/,15,88,287360,4,26,"华泰资产管理有限公司、中怡保险经纪有限责任公司、美国芝加哥SOM设计事务所、工商银行,建设银行,中国银行,富通银行,大垣共立银行,荷兰银行,美信银行,罗马银行,德累斯登银行,大华银行,圣保罗意米银行"
956,宏南投资大厦,https://www.haozu.com/sh_xzl_2907/,3.9,18,18124,3,4,企业名称：汉原地产，所属行业：房地产/建筑、企业名称：赢康科技，所属行业：计算机/互联网/通信/电子、企业名称：上海巴玖实业有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海盈加广告有限公司，所属行业：广告/媒体、企业名称：上海索博智能电子有限公司，所属行业：计算机/互联网/通信/电子
957,同和凤城巷,https://www.haozu.com/sh_xzl_18047/,4.19,5,10000,3.5,1,
958,大宁中心广场三期,https://www.haozu.com/sh_xzl_36946/,4.61,5,145000,4,3,麒麟影业、电影大师工作室、心动网络、贝塔斯曼、京瓷中国、金佰利、富登担保
959,滨江2250,https://www.haozu.com/sh_xzl_11662/,3.8,6,15000,3.5,1,上海世奇广告有限公司、上海瑾田机械设备有限公司、上海农工商国际旅行社有限公司
960,张江乐业天地,https://www.haozu.com/sh_xzl_19637/,3.65,,10000,3.5,,PALL颇尔公司、豪威科技（上海）有限公司
961,万嘉大厦,https://www.haozu.com/sh_xzl_20697/,3.34,,,,,
962,平安财富大厦,https://www.haozu.com/sh_xzl_2684/,9.56,30,63264,,12,
963,九润商务大厦（徐汇),https://www.haozu.com/sh_xzl_12997/,1.73,,60000,,3,
964,星外滩16号,https://www.haozu.com/sh_xzl_37234/,13.75,,,,,
965,伸大厦,https://www.haozu.com/sh_xzl_3242/,5.03,27,34818,3.6,4,龙万机电设备有限公司、上海仲盟置业有限公司、上海骐商能源贸易有限公司、上海中驰服饰有限公司、上海大承网络技术有限公司
966,圣骊创意园,https://www.haozu.com/sh_xzl_13549/,3.5,26,45600,4.8,2,
967,申乐大厦,https://www.haozu.com/sh_xzl_17809/,3.4,32,21000,3.7,2,企业名称：上海朗高企业发展有限公司，所属行业：贸易/消费/制造/营运、企业名称：静安区预防医学会，所属行业：政府/非赢利机构/其他、企业名称：积厚堂商贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：琛佳聿机电工程有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海九百电子网络有限公司，所属行业：计算机/互联网/通信/电子
968,新曹杨工业园区,https://www.haozu.com/sh_xzl_4269/,3.25,2,500000,3.5,1,
969,莘乔商务楼,https://www.haozu.com/sh_xzl_1882/,2.5,3,12000,3.5,1,
970,金城大厦,https://www.haozu.com/sh_xzl_13478/,3,,36400,3.8,4,
971,帝宝国际大厦,https://www.haozu.com/sh_xzl_5004/,3.6,9,,3.7,2,
972,北科大厦,https://www.haozu.com/sh_xzl_3053/,4.26,15,8115.08,3,3,企业名称：上海利施科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：东莞环球云石工艺厂有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海博约环境工程有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海双熊贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海易宝建材有限公司，所属行业：贸易/消费/制造/营运
973,创邑SPACEI海上海,https://www.haozu.com/sh_xzl_30888/,5.5,,,,,
974,118广场基地,https://www.haozu.com/sh_xzl_36474/,4,,,,,
975,宝华中心,https://www.haozu.com/sh_xzl_2910/,6.15,28,105586,3.5,8,富士施乐、金仕达卫宁、美津龙
976,世发大厦,https://www.haozu.com/sh_xzl_4970/,7.15,,,3.5,1,
977,司麦脱商务中心,https://www.haozu.com/sh_xzl_36287/,3.5,,,,,
978,影城小筑办公楼,https://www.haozu.com/sh_xzl_12309/,6,,,3.5,1,
979,东明广场,https://www.haozu.com/sh_xzl_11730/,2.55,26,42000,2.7,2,上海心奇企业管理咨询有限公司，馨儿宝贝服饰礼品有限公司、利森通讯信息科技有限公司
980,同普路1359创意园,https://www.haozu.com/sh_xzl_36719/,3.48,,,,,
981,威海大楼,https://www.haozu.com/sh_xzl_23599/,5,,,,,
982,中关村科技大厦,https://www.haozu.com/sh_xzl_2117/,9.07,31,34480,3,2,上海博普市场营销策划有限公司、浙江美欣达湖州进出口有限公司、上海侨基国际贸易有限公司、上海乾千铼电子进出口有限公司、上海盛阳投资咨询有限公司
983,虹口新业坊创意商务园,https://www.haozu.com/sh_xzl_28488/,5.01,,,,,
984,P2泰德科技园,https://www.haozu.com/sh_xzl_35166/,7.22,,,,,
985,御环双创园,https://www.haozu.com/sh_xzl_30612/,3.51,,,,,
986,微格科技园,https://www.haozu.com/sh_xzl_39266/,1.7,,,,,
987,华能联合大厦,https://www.haozu.com/sh_xzl_3454/,7.5,38,73000,3.6,6,纽曼思食品、中财集团
988,李子园大厦,https://www.haozu.com/sh_xzl_3094/,3.5,18,75000,3,3,\t企业名称：矩腾网络技术有限公司，所属行业：计算机/互联网/通信/电子、企业名称：泰柯棕化（张家港）有限公司，所属行业：贸易/消费/制造/营运、企业名称：济丰包装（上海）有限公司，所属行业：贸易/消费/制造/营运、企业名称：中核华兴达丰机械工程有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海元钧环保科技有限公司，所属行业：政府/非赢利机构/其他、企业名称：上海安诚财务公司，所属行业：会计/金融/银行/保险
989,中煌大厦,https://www.haozu.com/sh_xzl_4935/,3.65,18,21600,3,3,上海瀚商管理咨询有限公司、上海协为信息科技有限公司、上海柯灿贸易有限公司、金鸿企业管理有限公司
990,久和201科技园,https://www.haozu.com/sh_xzl_5260/,2.9,7,15000,5.0,1,嗣众文化传播有限公司
991,淮海中华大厦,https://www.haozu.com/sh_xzl_3329/,5.18,28,41982,2.8,6,耐克上海分公司、上海舒步飞贸易有限公司、新加坡私人有限公司、唐风广告有限公司、西门子助听器上海有限公司
992,巴黎时韵,https://www.haozu.com/sh_xzl_3658/,5.35,30,30000,3.7,5,奥商诺律师事务所、睿海纵横翻译、上海亚培思文化传播有限公司
993,佑越国际,https://www.haozu.com/sh_xzl_21201/,4.8,8,24400,4.5,5,
994,南泉北路1010号,https://www.haozu.com/sh_xzl_40628/,4.8,,,,,
995,财瑞大厦,https://www.haozu.com/sh_xzl_2464/,7.6,12,14123,3.8,4,德国爱思强股份有限公司上海代表处、上海新索音乐有限公司、斯米克集团
996,海兴大厦,https://www.haozu.com/sh_xzl_12912/,4.9,,,,,
997,四方科创中心,https://www.haozu.com/sh_xzl_21798/,2.1,,42000,3.2,,
998,爵士大厦,https://www.haozu.com/sh_xzl_1378/,4,28,15000,3,3,
999,三邻桥,https://www.haozu.com/sh_xzl_32635/,3.5,,,,,
1000,豪浦莱迪服饰广场,https://www.haozu.com/sh_xzl_21029/,8,,,,,
1001,凤凰大厦,https://www.haozu.com/sh_xzl_18266/,3.23,8,25000,3.9,4,
1002,古北亚繁国际广场,https://www.haozu.com/sh_xzl_2081/,3.82,30,34000,3.9,6,企业名称：优怡商业有限公司，所属行业：贸易/消费/制造/营运、企业名称：跃翊信息科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：融扬生物技术有限公司，所属行业：贸易/消费/制造/营运、企业名称：正梵投资管理有限公司，所属行业：贸易/消费/制造/营运、企业名称：玛斯特酒业有限公司，所属行业：贸易/消费/制造/营运、企业名称：优怡商业有限公司，所属行业：贸易/消费/制造/营运、企业名称：跃翊信息科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：融扬生物技术有限公司，所属行业：贸易/消费/制造/营运、企业名称：正梵投资管理有限公司，所属行业：贸易/消费/制造/营运、企业名称：玛斯特酒业有限公司，所属行业：贸易/消费/制造/营运
1003,上海·宝业中心,https://www.haozu.com/sh_xzl_11541/,5.55,,,,,
1004,众鑫大厦,https://www.haozu.com/sh_xzl_12433/,2.7,,,,,
1005,宝钢不锈钢有限公司,https://www.haozu.com/sh_xzl_35213/,1.3,,,,,
1006,中融恒瑞国际大厦,https://www.haozu.com/sh_xzl_2665/,7.75,26,92344,3.5,10,芝浦机电（上海）有限公司
1007,新天大厦,https://www.haozu.com/sh_xzl_28349/,7.1,,,,,
1008,锦绣坊,https://www.haozu.com/sh_xzl_18497/,10,2,19000,,,秦汉胡同（培训）、戴维营SPA、御味道（日式料理）、星巴克
1009,歌斐中心,https://www.haozu.com/sh_xzl_4903/,10.78,32,74174.84,3.2,12,
1010,WE国际文化创意中心（外滩),https://www.haozu.com/sh_xzl_16967/,9.08,9,20000,3.5,4,
1011,上海国际集团大厦,https://www.haozu.com/sh_xzl_11341/,7.5,23,,3.6,4,
1012,紫竹数字创意港,https://www.haozu.com/sh_xzl_3047/,2.46,6,10020,3,2,"企业名称：上海瑞星软件有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海寰创通信科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海谷马信息技术有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海吉芯电子有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海杰塔化工有限公司，所属行业：能源/原材料""}]"
1013,逸仙大厦,https://www.haozu.com/sh_xzl_10472/,1.6,,16000,,2,
1014,企业公馆,https://www.haozu.com/sh_xzl_35254/,6.5,,,,,
1015,嘉里不夜城,https://www.haozu.com/sh_xzl_1654/,5.04,,,3.1,9,上海依兰亭贸易有限公司(贸易/消费/制造/营运)、上海置固实业(能源/原材料)、上海思瀚科技有限公司(计算机/互联网/通信/电子)、飞利浦电子中国集团(计算机/互联网/通信/电子)、上海天下在网信息技术有限公司(计算机/互联网/通信/电子).
1016,中鑫企业广场,https://www.haozu.com/sh_xzl_3200/,3.44,4,,2.8,,
1017,道洲科创,https://www.haozu.com/sh_xzl_32547/,1.88,,,,,
1018,源达大厦,https://www.haozu.com/sh_xzl_2776/,6.04,30,72422,3.1,6,新南华长寿路大酒店有限公司(贸易/消费/制造/营运)、新华书店普陀区店长寿路店，大同证券经纪有限责任公司上海长寿路证券营业部，朗基投资管理有限公司(专业服务/教育/培训)、美洋投资管理咨询有限公司(会计/金融/银行/保险)
1019,龙阳广场,https://www.haozu.com/sh_xzl_16883/,4.5,5,10000,4,3,上海默申机电设备有限公司、奇迹通讯有限公司
1020,半淞园路20号,https://www.haozu.com/sh_xzl_17084/,7.38,,,,,
1021,base宋园路,https://www.haozu.com/sh_xzl_20482/,10.88,6,8419,5,3,
1022,吴中商务大厦,https://www.haozu.com/sh_xzl_17849/,3.2,10,,4.3,2,
1023,西郊产业园,https://www.haozu.com/sh_xzl_34572/,3.13,,,,,
1024,南浦大厦,https://www.haozu.com/sh_xzl_18707/,3,18,20000,4,3,
1025,丽晶阳光大厦,https://www.haozu.com/sh_xzl_3671/,3.75,26,35000,3.2,4,庆宇集团、上海瑞实电子系统集成有限公司、崇德通用电碳（广州）有限公司、上海元成光学器材有限公司、上海外联发文化传媒有限公司
1026,中环现代大厦,https://www.haozu.com/sh_xzl_2778/,5.5,25,39000,3.5,3,企业名称：雷诺斯国际货运代理，所属行业：物流/运输、企业名称：上海中环投资开发(集团)，所属行业：房地产/建筑、企业名称：埃康广告有限公司，所属行业：广告/媒体、企业名称：茂舜生物科技(上海)有限公司，所属行业：贸易/消费/制造/营运、企业名称：宜信商务投资有限公司，所属行业：会计/金融/银行/保险
1027,新金桥大厦,https://www.haozu.com/sh_xzl_1929/,3.4,39,60000,4,10,企业名称：金桥开发区股份有限公司，所属行业：房地产/建筑、企业名称：宝开软件，所属行业：广告/媒体、企业名称：指月电气，所属行业：贸易/消费/制造/营运、企业名称：贝科工程咨询有限公司，所属行业：房地产/建筑、企业名称：零点市场调查，所属行业：政府/非赢利机构/其他
1028,机电大厦,https://www.haozu.com/sh_xzl_4145/,4.27,25,27300,2.8,4,上海麦兜商务咨询有限公司、英国PCL(集团)有限公司上海代表处、上海山日印刷机械有限公司、广州贝龙环保热力设备股份有限公司上海分公司
1029,和兴大厦,https://www.haozu.com/sh_xzl_17050/,3.3,,6100,3.5,2,
1030,宝鼎大厦,https://www.haozu.com/sh_xzl_4351/,4.37,29,37050,3.6,5,北京联合保险经济有限公司上海分公司、中信建投证券有限公司、新悦浪漫佳缘网
1031,瑞丰国际大厦,https://www.haozu.com/sh_xzl_2855/,5.97,28,64948,3.5,5,企业名称：阿姆斯克(上海)贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上港物流拼箱服务(上海)有限公司，所属行业：物流/运输、企业名称：东方海外物流（中国）有限公司，所属行业：物流/运输、企业名称：上海美设国际货运有限公司，所属行业：物流/运输、企业名称：上海东陆物流有限公司，所属行业：物流/运输
1032,诺诚M7,https://www.haozu.com/sh_xzl_32225/,3.09,,,,,
1033,新华大厦,https://www.haozu.com/sh_xzl_4534/,3.5,,38000,,2,
1034,绿地公园广场,https://www.haozu.com/sh_xzl_4688/,1.9,15,225595,3.65,6,上海乐丁电子科技有限公司、上海创林房地产经纪有限公司公园广场分行
1035,绿地阳光园,https://www.haozu.com/sh_xzl_17877/,4.3,6,13000,3.0,2,
1036,东宽大楼,https://www.haozu.com/sh_xzl_28532/,3.3,,,,,
1037,华祺大厦,https://www.haozu.com/sh_xzl_11365/,8.75,,13500,,,上海恒峰律师事务所
1038,明道大厦,https://www.haozu.com/sh_xzl_10908/,2.7,20,,3.3,2,上海匡复医疗设备发展有限公司、上海亮灿金属材料有限公司
1039,钱江大厦,https://www.haozu.com/sh_xzl_1347/,6.21,27,47170,3.4,6,企业名称：方大建筑，所属行业：房地产/建筑、企业名称：盈翰科技，所属行业：计算机/互联网/通信/电子、企业名称：祥生服饰上海公司，所属行业：贸易/消费/制造/营运、企业名称：上海宏辉港务工程有限公司，所属行业：房地产/建筑、企业名称：上海驰马奥投资有限公司，所属行业：会计/金融/银行/保险
1040,东华创意园,https://www.haozu.com/sh_xzl_2438/,5.92,15,2000,,6,
1041,浦江智地精品商务园,https://www.haozu.com/sh_xzl_27929/,1.84,6,65000,3.5,2,上海郑隆集团
1042,佳才天地,https://www.haozu.com/sh_xzl_40969/,1.5,,,,,
1043,久合201-E栋,https://www.haozu.com/sh_xzl_17737/,3,7,15000,5,,
1044,新慧谷科技园,https://www.haozu.com/sh_xzl_5074/,4.75,,12000,3.5,,
1045,汇智805,https://www.haozu.com/sh_xzl_40496/,6.67,,,,,
1046,天洁大厦,https://www.haozu.com/sh_xzl_1910/,4.9,17,19985,4.2,4,
1047,远东国际广场,https://www.haozu.com/sh_xzl_1425/,6.64,31,93060,2.8,6,企业名称：佳通轮胎，所属行业：贸易/消费/制造/营运、企业名称：现代汽车统一企业，所属行业：贸易/消费/制造/营运、企业名称：施耐德，所属行业：贸易/消费/制造/营运、企业名称：诺华制药，所属行业：贸易/消费/制造/营运、企业名称：芬兰诺基亚电容器有限公司上海代表处，所属行业：计算机/互联网/通信/电子
1048,越界·世博园,https://www.haozu.com/sh_xzl_20292/,8.19,27,50000,,2,
1049,运河湾知识产权园,https://www.haozu.com/sh_xzl_19333/,2.78,,,3,2,
1050,光启城,https://www.haozu.com/sh_xzl_4576/,6.84,24,163869,3.9,4,大华集团、上海华品房地产开发有限公司、中建8局工业设备安装有限责任公司、俱进建设实业有限公司
1051,宝都大厦,https://www.haozu.com/sh_xzl_28871/,3.4,6,,,,
1052,长航大厦,https://www.haozu.com/sh_xzl_11673/,5.9,,30000,2.5,2,
1053,华亭科技大厦,https://www.haozu.com/sh_xzl_40909/,2.6,,,,,
1054,现代交通商务大厦,https://www.haozu.com/sh_xzl_1103/,5.08,24,53000,4,7,上海汇英尹氏商贸有限公司、上海益武金属材料有限公司
1057,中谊大厦,https://www.haozu.com/sh_xzl_12698/,3.59,,,,3,
1058,越界·明园商务中心,https://www.haozu.com/sh_xzl_2844/,4.59,,18689,2.7,2,企业名称：上海长途汽车票东台路代理点，所属行业：专业服务/教育/培训、企业名称：上海贝妮室内装饰装潢有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海蝶信数码科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：日本鸿池运输株式会社上海事务所，所属行业：贸易/消费/制造/营运、企业名称：上海创驰企业管理咨询有限公司，所属行业：专业服务/教育/培训、企业名称：上海华蝉市场营销策划有限公司，所属行业：专业服务/教育/培训、企业名称：《中华商标》杂志社上海站，所属行业：广告/媒体
1059,伟泰大厦,https://www.haozu.com/sh_xzl_12250/,9.9,9,11600,4,2,
1060,宝纳大厦,https://www.haozu.com/sh_xzl_5212/,3.6,9,14145,3.5,2,上海首健医药科技有限公司、上海冠新物流有限公司、金惟楷展示用品有限公司、上海莱依尔美容美发有限公司、爱瑞恩生物技术有限公司
1061,廖创兴金融中心,https://www.haozu.com/sh_xzl_17813/,10.49,36,33600,4.3,8,保罗拉尔夫劳伦贸易（上海）有限公司、麦迪森厨房设备(上海)有限公司
1062,中铁大厦（闸北）,https://www.haozu.com/sh_xzl_16695/,3.5,16,23428,4.2,6,企业名称：上海网晶通讯贸易有限公司，所属行业：计算机/互联网/通信/电子
1063,界龙总部园,https://www.haozu.com/sh_xzl_18373/,5.63,5,,2.8,2,界龙实业集团股份有限公司
1064,东方维京大厦,https://www.haozu.com/sh_xzl_2036/,7.61,30,48000,4,8,上海智宇市场营销策划有限公司，丰田工机（大连）有限公司，德高亚洲工业部，三星道达尔化工贸易（上海）有限公司，日本金属株式会社上海代表处，星道达尔化工贸易（上海），美国甜吻时装有限公司上海代表，丰田工机（大连）有限公司上海，思亲肤化妆品贸易(上海）
1065,天华信息科技园,https://www.haozu.com/sh_xzl_20776/,5.5,10,125465,3.9,,法国Quiksilver、东方财富网有限公司、每日经济报社、上海文思信息技术有限公司、上海捷成航空管理有限公司、世嘉（上海）软件有限公司、宜家（中国）投资有限公司、英佩数码上海有限公司、中国电信呼叫中心、远大医疗管理集团
1066,舜喜大厦,https://www.haozu.com/sh_xzl_21225/,2.5,,,,,
1067,新城大厦,https://www.haozu.com/sh_xzl_11350/,3.8,25,20883,,3,入驻企业：企业名称：百誉羚日用化学，所属行业：贸易/消费/制造/营运、企业名称：东亚会计师事务所有限公司，所属行业：专业服务/教育/培训、企业名称：上海八立经贸有限公司分公司，所属行业：贸易/消费/制造/营运、企业名称：上海八立商务咨询事务所，所属行业：专业服务/教育/培训、企业名称：青岛海尔住宅设施有限公司上海销售分公司，所属行业：房地产/建筑
1068,良友大厦（上海浦东）,https://www.haozu.com/sh_xzl_16955/,9.95,28,38000,2.4,6,久联集团
1069,东亚银行金融大厦,https://www.haozu.com/sh_xzl_3100/,14.17,42,91361,4.2,12,东亚银行、中洲集团上海帕锐骑汽车零配件有限公司、邦信阳律师事务所、香港傲顺航运公司上海代表处、黎曼投资控股有限公司
1070,华辰金融大厦,https://www.haozu.com/sh_xzl_11814/,7.5,25,21000,3.8,4,永诚财产保险股份有限公司
1071,嘉乐·东润广场,https://www.haozu.com/sh_xzl_17598/,2.12,26,161486.7,3,10,
1072,现代广场,https://www.haozu.com/sh_xzl_2842/,6.38,27,54100,3.6,3,企业名称：上海滋明动漫教育中心，所属行业：专业服务/教育/培训、企业名称：长煜(上海)美发美容用品贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海现代广场有限公司，所属行业：房地产/建筑、企业名称：SallyFashionWorkshop，所属行业：计算机/互联网/通信/电子、企业名称：北京天信宇通电子技术有限公司，所属行业：计算机/互联网/通信/电子
1073,恒基名人商业大厦,https://www.haozu.com/sh_xzl_16876/,9.33,22,40000,3.4,9,企业名称：(新尚教育)新世界教育集团，所属行业：专业服务/教育/培训、企业名称：名人购物中心，所属行业：贸易/消费/制造/营运
