,name,link,rent,floors,surface,floor_height,elevator,companys
1702,海森国际大厦,https://www.haozu.com/sh_xzl_4898/,3.65,26,26852,3.5,3,广州东方国际货运有限公司上海分公司、中航狮威国际货运有限公司、上海集德贸易有限公司、行动成功国际教育集团、上海代高墙体材料有限公司
1703,长久商务中心,https://www.haozu.com/sh_xzl_2780/,3.45,25,22500,3.6,3,企业名称：上海豪宇网络科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海百雀羚日用化学有限公司，所属行业：能源/原材料、企业名称：上海纺友贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海科讯技术发展有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海豪宇网络科技有限公司，所属行业：计算机/互联网/通信/电子
1704,锦艺大厦,https://www.haozu.com/sh_xzl_13487/,2.6,18,11183,3.2,1,
1705,宏慧音悦湾,https://www.haozu.com/sh_xzl_1208/,8.88,,39500,4.5,2,上海金宏浦投资管理有限公司
1706,三维大厦,https://www.haozu.com/sh_xzl_3532/,3.1,,17526,3,2,
1707,统一企业广场,https://www.haozu.com/sh_xzl_3066/,6.73,8,27749,3.6,3,上海东方鳄鱼服饰有限公司、上海仰德贸易有限公司、易优百办公用品有限公司、北京普利讯科技发展有限公司、携程中国总部
1708,龙之梦雅仕大厦,https://www.haozu.com/sh_xzl_10617/,9.45,34,85680,2.7,12,
1709,漕河泾科技绿洲,https://www.haozu.com/sh_xzl_19839/,2,,240000,4.5,10,
1710,老四行创意园,https://www.haozu.com/sh_xzl_39061/,5.86,,,,,
1711,广东发展银行大厦,https://www.haozu.com/sh_xzl_2219/,6.4,25,60598,3.7,3,企业名称：日本中越运送株式会社上海代表，所属行业：贸易/消费/制造/营运、企业名称：上海艾能电力工程有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海国有资产经营有限公司，所属行业：会计/金融/银行/保险、企业名称：上海国鑫投资发展有限公司，所属行业：会计/金融/银行/保险、企业名称：古河金属（无锡）有限公司，所属行业：能源/原材料
1712,书豪产业园,https://www.haozu.com/sh_xzl_40054/,1.95,,,,,
1713,台尚创意园,https://www.haozu.com/sh_xzl_24438/,3.37,2,23000,5.5,,
1714,颂尧科创智谷,https://www.haozu.com/sh_xzl_33060/,1.6,,,,,
1715,金桥大厦,https://www.haozu.com/sh_xzl_11915/,3.5,,,,,
1716,苏宁天御国际广场,https://www.haozu.com/sh_xzl_2294/,4.53,11,170000,4.2,4,
1717,稷下商务中心,https://www.haozu.com/sh_xzl_17918/,3.8,6,,3.5,2,
1718,协泰中心,https://www.haozu.com/sh_xzl_2193/,9.26,29,29000,3.6,6,企业名称：安永华明会计事务所，所属行业：计算机/互联网/通信/电子、企业名称：安盟投资有限公司上海办事处，所属行业：会计/金融/银行/保险、企业名称：上海太平洋星辉国际货运有限公司，所属行业：物流/运输、企业名称：比利时贝卡尔特亚洲上海代表处，所属行业：贸易/消费/制造/营运、企业名称：美国RP55有限公司上海代表，所属行业：贸易/消费/制造/营运
1719,由由国际广场,https://www.haozu.com/sh_xzl_3904/,8.28,37,450000,2.8,8,成都创新投资管理公司
1720,快易名商徐汇中心,https://www.haozu.com/sh_xzl_12850/,6.76,16,10000,,2,
1721,中国人寿金融中心,https://www.haozu.com/sh_xzl_24469/,13.52,52,108000,4.0,18,
1722,海东大楼,https://www.haozu.com/sh_xzl_11783/,5.8,12,14400,3.1,1,企业名称：上海虹丽办公设备有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海舒余弘贸易发展有限公司，所属行业：贸易/消费/制造/营运、企业名称：中国国际贸易促进委员会，所属行业：政府/非赢利机构/其他、企业名称：浦东开拓设计有限公司，所属行业：房地产/建筑、企业名称：林园贸易，所属行业：贸易/消费/制造/营运
1723,紫苑大厦,https://www.haozu.com/sh_xzl_18048/,3.5,,,3.5,6,
1724,华拓大厦,https://www.haozu.com/sh_xzl_3880/,2.41,20,51367,4.7,6,农业银行
1725,桂箐园,https://www.haozu.com/sh_xzl_25211/,3.51,6,39400,4.3,6,
1726,汇智1048,https://www.haozu.com/sh_xzl_41152/,6.5,,,,,
1727,华西证券大厦,https://www.haozu.com/sh_xzl_3601/,3.3,20,180000,3,3,
1728,中港汇,https://www.haozu.com/sh_xzl_3678/,6.89,27,27000,3.2,5,宝华城市晶典商业、大众保险有限公司、颐泰（上海）置业有限公司、易成教育
1729,飞马旅鼎信园区,https://www.haozu.com/sh_xzl_17643/,3.8,5,,,,鼎信集团
1730,越界·紫安大厦,https://www.haozu.com/sh_xzl_3177/,5.25,14,13635.4,2.8,2,上海兆虹信息技术有限公司、上海扬扬商务信息咨询有限公司、环视商务信息咨询有限公司
1731,汇银铭尊,https://www.haozu.com/sh_xzl_12514/,4.04,13,130000,3.5,3,上海天厨工贸有限公司、上海冠生园调味品有限公司、上海皮尔博格有色零件部有限公司
1733,临潼188金融创新中心,https://www.haozu.com/sh_xzl_21722/,5.5,,,,,
1734,漕河泾科汇大厦,https://www.haozu.com/sh_xzl_21137/,4.83,20,58603,3.0,,
1735,东交通中心,https://www.haozu.com/sh_xzl_38905/,7.5,,,,,
1736,时代金融中心,https://www.haozu.com/sh_xzl_3457/,13.37,48,111038,3.0,20,企业名称：中国邮政，所属行业：物流/运输、企业名称：世茂集团，所属行业：房地产/建筑、企业名称：联华国际信托有限公司，所属行业：会计/金融/银行/保险、企业名称：富士胶片（中国）投资有限公司，所属行业：会计/金融/银行/保险、企业名称：华泰联合证券有限责任公司，所属行业：会计/金融/银行/保险
1737,景鸿大厦,https://www.haozu.com/sh_xzl_2326/,5.19,21,30000,3.4,3,中国国际电视台、泛欧建筑材料、冠兆贸易、高进科技
1738,上海国际工业设计中心,https://www.haozu.com/sh_xzl_2460/,2.65,5,50000,3.6,2,盛世宝邸财富广场
1739,中欣大厦,https://www.haozu.com/sh_xzl_1312/,11.43,43,28000,4,8,三菱综合材料管理（上海）有限公司，北京天盈九州网络技术有限公司，长安标致雪铁龙汽车有限公司，大金投资有限公司，美国博通公司等等
1740,长风嘉庭国际,https://www.haozu.com/sh_xzl_4258/,5.15,21,125819,3.45,6,
1741,东安花苑,https://www.haozu.com/sh_xzl_2372/,3.2,,20000,,4,
1742,宝业商务楼,https://www.haozu.com/sh_xzl_10339/,3.2,,,,,
1743,上海外经大厦,https://www.haozu.com/sh_xzl_2843/,4.5,20,24000,3.9,3,企业名称：德佑地产，所属行业：房地产/建筑、企业名称：58同城，所属行业：计算机/互联网/通信/电子、企业名称：上海市信息管线有限公司，所属行业：计算机/互联网/通信/电子
1744,思兰创客中心,https://www.haozu.com/sh_xzl_40379/,1.8,,,,,
1745,涌林社,https://www.haozu.com/sh_xzl_36241/,3.22,,,,,
1746,仁恒广场,https://www.haozu.com/sh_xzl_12106/,3.6,25,80000,,2,企业名称：大雅科技信息有限公司，所属行业：计算机/互联网/通信/电子、企业名称：百利投资，所属行业：会计/金融/银行/保险、企业名称：三江投资咨询公司，所属行业：会计/金融/银行/保险、企业名称：发银商贸，所属行业：贸易/消费/制造/营运、企业名称：高天通信技术有限公司，所属行业：计算机/互联网/通信/电子
1747,财富时代大厦,https://www.haozu.com/sh_xzl_2775/,5.5,25,52000,3.8,7,企业名称：上海聚洲信息技术有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海雁翔国际会展有限公司，所属行业：专业服务/教育/培训、企业名称：试优网，所属行业：计算机/互联网/通信/电子、企业名称：上海福尔康不锈钢丸有限公司，所属行业：贸易/消费/制造/营运、企业名称：康佩商务咨询有限公司，所属行业：专业服务/教育/培训
1748,虹桥文创中心,https://www.haozu.com/sh_xzl_30643/,4.1,,,,,
1749,新概念大厦,https://www.haozu.com/sh_xzl_5034/,4.5,20,20500,3.7,4,优酷软件(上海)有限公司、上海成颜丰商贸有限公司、泰得利通软件科技有限公司、上海新世傲股份有限公司
1750,雅儒·江川国际,https://www.haozu.com/sh_xzl_4375/,2.5,3,,3.5,2,
1751,新长征中环大厦,https://www.haozu.com/sh_xzl_18539/,3.34,25,48091.79,3.75,4,
1752,和源·中环企业广场,https://www.haozu.com/sh_xzl_17254/,4.5,17,28500,5.5,8,上海奥赛商贸有限公司、中达集团
1753,复华高科技园区,https://www.haozu.com/sh_xzl_20823/,1.93,,,,,
1754,富杉建材城,https://www.haozu.com/sh_xzl_36500/,5.5,,,,,
1755,力国大楼,https://www.haozu.com/sh_xzl_4607/,3.8,10,12000,3.6,2,云笙科贸有限公司、万敏商贸（上海）有限公司、上海武瑞自动化设备有限公司、江苏科普特健康教育服务中心有限公司、上海三美化工有限公司
1756,上海国金中心,https://www.haozu.com/sh_xzl_11774/,36.1,,370000,4.2,24,
1757,万科颛桥集,https://www.haozu.com/sh_xzl_36143/,3.5,,,,,
1758,明申中心大厦,https://www.haozu.com/sh_xzl_13029/,4.8,28,37425,3.3,4,企业名称：京沪行商业地产，所属行业：房地产/建筑、企业名称：北京亚控科技发展有限公司上海分公司，所属行业：贸易/消费/制造/营运、企业名称：元庆国际贸易(上海)有限公司，所属行业：贸易/消费/制造/营运、企业名称：雪兰莪国际贸易(上海)有限公司，所属行业：贸易/消费/制造/营运、企业名称：泰进国际贸易有限公司，所属行业：贸易/消费/制造/营运
1759,上海投资组合中心大厦,https://www.haozu.com/sh_xzl_10935/,4.8,8,10500,3.3,1,
1760,普陀齐成晟园,https://www.haozu.com/sh_xzl_41343/,3.26,,,,,
1761,浦明路1888号,https://www.haozu.com/sh_xzl_19035/,8,6,,3.7,,
1762,华源世界广场,https://www.haozu.com/sh_xzl_3083/,3.46,,42700,3.2,4,
1763,茉莉庄园,https://www.haozu.com/sh_xzl_39233/,5.5,,,,,
1764,愚园路别墅,https://www.haozu.com/sh_xzl_17136/,6.9,,,,,
1765,志昶大厦,https://www.haozu.com/sh_xzl_21247/,3.63,,,,,
1766,奇亚特,https://www.haozu.com/sh_xzl_20277/,1.88,8,,4.5,2,
1767,中汇大厦,https://www.haozu.com/sh_xzl_3269/,6,8,17247,3.5,4,摩托罗拉、光大证券、国旅运通航空服务有限公司、上海铁洋多式联运有限公司
1768,虹桥天地,https://www.haozu.com/sh_xzl_16860/,8.75,10,380000,,4,
1769,同诠大厦,https://www.haozu.com/sh_xzl_1868/,4.6,25,19000,3.5,3,企业名称：上海正家实业有限公司，所属行业：贸易/消费/制造/营运、企业名称：在苑国际贸易(上海)有限公司，所属行业：贸易/消费/制造/营运、企业名称：和成(中国)有限公司上海分公司，所属行业：贸易/消费/制造/营运、企业名称：仲腾制衣有限公司，所属行业：贸易/消费/制造/营运、企业名称：景年医疗器械有限公司，所属行业：贸易/消费/制造/营运
1770,华宏商务中心,https://www.haozu.com/sh_xzl_2522/,4.93,24,80000,3.5,8,企业名称：上海森立电气有限公司，所属行业：计算机/互联网/通信/电子、企业名称：美图数码科技发展有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海金骑文化传播有限公司，所属行业：广告/媒体、企业名称：上海航欧机电设备有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海晋禾经贸有限公司，所属行业：贸易/消费/制造/营运
1771,环球都会广场,https://www.haozu.com/sh_xzl_25372/,7,,,,,
1772,方正大厦,https://www.haozu.com/sh_xzl_3490/,3,25,37714,4,3,上海生合国际贸易有限公司、上海宏龙资产管理有限公司
1773,汇泉大厦,https://www.haozu.com/sh_xzl_12506/,3.65,15,10800,3.2,3,中国银行
1774,鱼跃大厦,https://www.haozu.com/sh_xzl_23180/,5,9,,,4,
1775,运动LOFT二期、三期,https://www.haozu.com/sh_xzl_20696/,3.98,,33000,6—10,,
1776,共和国际商务广场,https://www.haozu.com/sh_xzl_13446/,3.16,18,70000,3.4,4,中国移动盈港路营业厅、上海纳川电器有限公司，上海历学教育交流中心
1777,虹口SOHO,https://www.haozu.com/sh_xzl_3178/,7.46,26,95000,3.5,8,
1778,万香（上海）创新港,https://www.haozu.com/sh_xzl_3397/,1.6,6,54000,5.5,1,
1779,歆翱申窑艺术中心,https://www.haozu.com/sh_xzl_23182/,2.58,3,,4.2,,
1780,勇卫商务大厦,https://www.haozu.com/sh_xzl_4475/,3.79,6,21000,3,2,天路行交易所、
1781,张江长江众创,https://www.haozu.com/sh_xzl_20250/,4.3,10,,,,
1782,浙铁绿城长风中心,https://www.haozu.com/sh_xzl_3247/,6,19,359500,,4,
1783,徐汇创意阁,https://www.haozu.com/sh_xzl_13150/,4.13,,15000,3.6,2,
1784,静安东贤大厦,https://www.haozu.com/sh_xzl_25919/,4.57,27,41206,,8,
1785,许昌码头中心,https://www.haozu.com/sh_xzl_34650/,3.49,,,,,
1786,复城国际898号大楼,https://www.haozu.com/sh_xzl_10838/,3.1,18,230000,3.5,4,上海浦瓯钢铁有限公司、上海长鸿投资有限公司
1787,北方工业大厦,https://www.haozu.com/sh_xzl_16582/,3.6,24,30000,3.6,2,-
1788,上海嘉里不夜城二期企业广场,https://www.haozu.com/sh_xzl_13541/,7.26,38,10000,3.1,9,上海依兰亭贸易有限公司、上海天下在网信息技术有限公司、飞利浦电子中国集团
1789,晟泓商务楼,https://www.haozu.com/sh_xzl_13336/,1.9,,,,,
1790,永丰国际广场,https://www.haozu.com/sh_xzl_1190/,8.72,26,28901,,6,
1791,绿地旭辉E天地,https://www.haozu.com/sh_xzl_29286/,3.3,,,,,
1792,齐成晟园,https://www.haozu.com/sh_xzl_1263/,3.34,10,10318,4.9,2,
1793,上海节能环保科技园,https://www.haozu.com/sh_xzl_1638/,1.9,5,,3.5,2,
1794,上海天纳工业园-天纳商汇,https://www.haozu.com/sh_xzl_4276/,2,,80000,3.5,1,
1795,华晔创意园,https://www.haozu.com/sh_xzl_1348/,4.48,6,230000,3.6,8,企业名称：新奇投资有限公司，所属行业：会计/金融/银行/保险、企业名称：上海帕莱自动设备有限公司，所属行业：贸易/消费/制造/营运、企业名称：上服进出口公司检测中心，所属行业：专业服务/教育/培训、企业名称：水润亮天音无发展有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海百甲实业有限公司，所属行业：贸易/消费/制造/营运
1796,东海航运大厦,https://www.haozu.com/sh_xzl_10357/,2.44,,,,,
1797,大沽庭.映像288,https://www.haozu.com/sh_xzl_1081/,7.13,3,500,,1,
1798,春申创意园,https://www.haozu.com/sh_xzl_5341/,2.2,5,25000,2.8,1,
1799,金园一路766号,https://www.haozu.com/sh_xzl_23252/,1.8,,,,,
1800,中外运大厦,https://www.haozu.com/sh_xzl_11146/,5.57,33,23000,3.6,4,上海中欧国际船务代理有限公司、上海博飞诺国际货运有限公司
1801,上海波阳创业园,https://www.haozu.com/sh_xzl_16803/,3.01,,,,2,-
1802,3131曹安商务园,https://www.haozu.com/sh_xzl_40896/,2.7,,,,,
1803,静安河滨花园办公楼,https://www.haozu.com/sh_xzl_25910/,5.95,,,,,
1804,企联大厦,https://www.haozu.com/sh_xzl_13526/,4.44,,,,,
1805,久事商务大厦,https://www.haozu.com/sh_xzl_1292/,11.6,40,68080,,,
1806,上海跨国采购中心,https://www.haozu.com/sh_xzl_1902/,5.98,,50607,4.2,5,
1807,展讯研发大楼,https://www.haozu.com/sh_xzl_12348/,4.53,14,21000,3,5,
1808,仲益大厦,https://www.haozu.com/sh_xzl_2322/,7.91,45,110714,,10,企业名称：安联保险，所属行业：会计/金融/银行/保险、企业名称：天柏宽网，所属行业：计算机/互联网/通信/电子、企业名称：三得利饮料，所属行业：贸易/消费/制造/营运、企业名称：三菱电机，所属行业：贸易/消费/制造/营运、企业名称：国浩律师集团事务所，所属行业：专业服务/教育/培训、企业名称：泰康人寿，所属行业：会计/金融/银行/保险、企业名称：东方留学，所属行业：专业服务/教育/培训、企业名称：北欧家具，所属行业：贸易/消费/制造/营运、企业名称：中投证券，所属行业：会计/金融/银行/保险、企业名称：德国汉莎航空，所属行业：贸易/消费/制造/营运、企业名称：环球时报，所属行业：广告/媒体、企业名称：宝熙莱水晶，所属行业：贸易/消费/制造/营运、企业名称：德宋商务咨询，所属行业：会计/金融/银行/保险、企业名称：上海德优人力资源有限公司，所属行业：专业服务/教育/培训、企业名称：久邦留学，所属行业：专业服务/教育/培训、企业名称：联硕物流，所属行业：物流/运输、企业名称：和信租赁，所属行业：房地产/建筑、企业名称：嘉园置地，所属行业：房地产/建筑、企业名称：卓美文化传播，所属行业：广告/媒体、企业名称：卓傲咨询，所属行业：专业服务/教育/培训、企业名称：同亚贸易，所属行业：贸易/消费/制造/营运、企业名称：融意广告传播机构，所属行业：广告/媒体、企业名称：庆科贸易，所属行业：贸易/消费/制造/营运、企业名称：双洲包装，所属行业：贸易/消费/制造/营运、企业名称：千江水月实业有限公司，所属行业：政府/非赢利机构/其他、企业名称：长天科技，所属行业：计算机/互联网/通信/电子、企业名称：永达科技，所属行业：计算机/互联网/通信/电子、企业名称：高校传播，所属行业：广告/媒体、企业名称：加拿大教育中心，所属行业：专业服务/教育/培训
