,name,type,age,floors,rent,hotel,hospital,mall,park1500,store,underground,POIs,floors_hz,surface_hz,floor_height_hz
303,SOHO东海广场,3,10.0,50.0,9.11,66.0,24.0,17.0,4.0,32.0,1.0,7,50.0,80000.0,4.0
304,虹桥南丰城,3,4.0,6.0,6.73,29.0,4.0,0.0,5.0,28.0,1.0,6,36.0,143471.0,3.6
305,金茂大厦,3,19.0,88.0,15.0,8.0,2.0,0.0,3.0,15.0,1.0,6,88.0,287360.0,4.0
306,置汇谷,2,,7.0,4.0,17.0,5.0,10.0,1.0,27.0,1.0,7,7.0,13000.0,3.3
307,建工大唐国际大厦,3,,,9.6,1.0,0.0,0.0,20.0,12.0,0.0,4,22.0,126000.0,4.2
308,海上海,3,12.0,22.0,4.13,8.0,2.0,4.0,11.0,34.0,0.0,6,22.0,120000.0,5.0
309,宝鼎大厦,3,20.0,29.0,4.37,73.0,6.0,2.0,12.0,34.0,1.0,7,29.0,37050.0,3.6
310,金谷中环大厦,3,,,4.03,1.0,0.0,0.0,2.0,3.0,0.0,4,20.0,24906.0,3.5
311,世纪商务大厦,3,13.0,30.0,4.08,49.0,7.0,5.0,3.0,28.0,2.0,7,30.0,43535.0,3.5
312,互联宝地,3,1.0,5.0,5.13,6.0,0.0,0.0,7.0,21.0,2.0,5,,,
313,北岸长风,3,9.0,19.0,5.26,0.0,1.0,1.0,8.0,8.0,0.0,5,19.0,290000.0,3.2
314,近铁虹桥中心,3,,,4.58,15.0,3.0,3.0,2.0,8.0,0.0,6,10.0,44846.0,4.0
315,汇京国际广场,3,5.0,24.0,9.0,26.0,49.0,2.0,6.0,27.0,2.0,7,24.0,86700.0,3.95
316,金轩大厦,3,17.0,28.0,4.7,71.0,4.0,5.0,5.0,24.0,1.0,7,28.0,32000.0,3.8
317,华润时代广场,3,113.0,35.0,8.89,4.0,6.0,0.0,6.0,26.0,1.0,6,34.0,98807.0,3.6
318,宝安大厦,3,18.0,38.0,5.9,44.0,8.0,0.0,4.0,21.0,1.0,6,38.0,89000.0,3.7
319,万象城,3,,,6.77,6.0,2.0,2.0,1.0,18.0,1.0,7,8.0,530000.0,4.1
320,英雄大厦,1,21.0,26.0,3.6,21.0,2.0,4.0,7.0,20.0,1.0,7,26.0,28000.0,3.2
321,东辰大厦,3,23.0,24.0,4.48,30.0,1.0,0.0,9.0,11.0,0.0,5,24.0,26500.0,3.8
322,陆家嘴基金大厦,3,7.0,17.0,8.57,4.0,0.0,0.0,6.0,19.0,2.0,5,17.0,45000.0,4.3
323,中铝大厦,3,2.0,11.0,8.0,0.0,0.0,0.0,6.0,2.0,1.0,4,,,
324,开开大厦,2,20.0,30.0,4.15,41.0,4.0,8.0,2.0,27.0,2.0,7,30.0,,2.45
325,华晔创意园,3,22.0,6.0,4.48,17.0,0.0,2.0,4.0,17.0,1.0,6,6.0,230000.0,3.6
326,中外运大厦,2,19.0,33.0,5.57,169.0,13.0,25.0,12.0,89.0,1.0,7,33.0,23000.0,3.6
327,新宝中心,3,,,2.72,11.0,0.0,0.0,1.0,5.0,0.0,4,14.0,,3.9
328,中航天盛广场,3,,,6.37,9.0,3.0,1.0,0.0,7.0,2.0,6,,97850.0,4.4
329,龙湖虹桥天街,3,4.0,3.0,8.34,1.0,0.0,3.0,0.0,5.0,0.0,4,9.0,425219.0,
330,东泰大厦,2,19.0,27.0,3.3,70.0,5.0,3.0,6.0,74.0,0.0,6,,59000.0,2.4
331,新梅大厦,3,18.0,21.0,3.45,75.0,4.0,3.0,5.0,25.0,0.0,6,21.0,,2.4
332,蕾特商务中心,3,,,1.88,4.0,10.0,0.0,0.0,1.0,0.0,4,11.0,13110.0,3.5
333,宝地广场,3,6.0,20.0,6.9,6.0,11.0,2.0,12.0,42.0,1.0,7,20.0,156400.0,3.5
334,瑞安广场,3,21.0,26.0,11.1,43.0,14.0,6.0,27.0,24.0,2.0,7,26.0,78000.0,3.6
335,一天下大厦,2,14.0,27.0,3.48,19.0,3.0,0.0,7.0,16.0,1.0,6,27.0,45000.0,2.8
336,华祺大厦,3,,,8.75,53.0,23.0,5.0,5.0,44.0,1.0,7,,13500.0,
337,远中科研大楼,2,10.0,9.0,4.2,0.0,2.0,0.0,3.0,0.0,1.0,4,9.0,18000.0,3.0
338,金桥数研基地,3,,,2.45,4.0,0.0,0.0,1.0,1.0,0.0,4,5.0,32500.0,
339,陆家嘴软件园,3,12.0,6.0,7.51,12.0,2.0,3.0,10.0,18.0,1.0,7,6.0,550000.0,4.5
340,胜富仁大厦,3,5.0,11.0,5.0,9.0,2.0,7.0,4.0,13.0,1.0,7,,15282.0,3.9
341,凯利大厦,2,15.0,18.0,5.97,30.0,51.0,1.0,9.0,78.0,1.0,7,18.0,11150.0,3.2
342,爱美高大厦,3,21.0,23.0,10.1,21.0,20.0,6.0,6.0,25.0,2.0,7,23.0,24525.0,3.2
343,50智慧产业科技园,3,,,3.23,22.0,0.0,2.0,6.0,22.0,0.0,5,,12000.0,
344,永华大厦,3,23.0,28.0,7.0,46.0,6.0,0.0,4.0,29.0,2.0,6,28.0,32000.0,2.4
345,申亚金融广场,3,25.0,29.0,5.13,56.0,14.0,1.0,6.0,27.0,0.0,6,29.0,34335.0,3.6
346,上海招商局广场,3,19.0,26.0,6.59,12.0,12.0,12.0,27.0,28.0,0.0,6,26.0,70666.0,3.4
347,中福世福汇,3,15.0,26.0,6.0,134.0,13.0,20.0,15.0,77.0,2.0,7,26.0,23000.0,3.0
348,华鑫天地,3,,,6.03,0.0,0.0,1.0,6.0,6.0,0.0,4,9.0,58122.0,3.5
349,齐鲁大厦,3,22.0,28.0,7.16,42.0,9.0,3.0,0.0,22.0,1.0,6,,46000.0,
350,同乐坊,2,16.0,12.0,8.5,33.0,8.0,2.0,4.0,31.0,2.0,7,12.0,22000.0,
351,慧峰商务大厦,3,12.0,16.0,2.6,1.0,0.0,0.0,0.0,2.0,0.0,3,16.0,17000.0,4.5
352,广东发展银行大厦,2,18.0,25.0,6.4,59.0,7.0,0.0,16.0,29.0,3.0,6,25.0,60598.0,3.7
353,杰地大厦,2,13.0,17.0,4.34,33.0,0.0,6.0,6.0,33.0,3.0,6,17.0,19327.0,3.0
354,滨江万科中心,3,,,7.9,5.0,1.0,0.0,2.0,6.0,0.0,5,25.0,272000.0,4.3
355,致远大厦,3,15.0,28.0,4.33,39.0,6.0,1.0,6.0,29.0,3.0,7,28.0,35000.0,3.0
356,金桥大厦,2,17.0,28.0,3.5,21.0,1.0,6.0,4.0,22.0,0.0,6,,,
357,长海商务楼,3,,,3.29,21.0,0.0,3.0,0.0,26.0,0.0,4,5.0,,3.5
358,协泰中心,3,26.0,29.0,9.26,11.0,1.0,0.0,7.0,22.0,0.0,5,29.0,29000.0,3.6
359,嘉汇国际广场,3,10.0,35.0,6.52,73.0,4.0,3.0,8.0,25.0,1.0,7,35.0,484051.0,3.0
360,蓝宝石大厦,3,15.0,23.0,3.15,10.0,5.0,8.0,4.0,30.0,1.0,7,22.0,,2.6
361,泛太大厦,3,25.0,6.0,3.7,16.0,12.0,2.0,10.0,40.0,0.0,6,6.0,35400.0,2.7
362,福德商务中心,3,22.0,28.0,3.73,23.0,8.0,15.0,7.0,41.0,1.0,7,28.0,72188.17,3.0
363,帝宝国际大厦,3,10.0,9.0,3.6,6.0,3.0,1.0,1.0,15.0,0.0,6,9.0,,3.7
364,长宁88中心,3,4.0,23.0,7.03,38.0,2.0,7.0,4.0,25.0,0.0,6,23.0,175000.0,3.2
365,星外滩10号,3,1.0,20.0,9.64,21.0,0.0,2.0,5.0,37.0,1.0,6,,,
366,春之声大厦,3,11.0,18.0,5.0,19.0,3.0,3.0,6.0,25.0,1.0,7,18.0,13248.0,3.4
367,力玮科技大楼,2,16.0,5.0,3.0,16.0,1.0,0.0,0.0,8.0,0.0,4,5.0,10000.0,3.8
368,大宁商务中心,3,1.0,23.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,1,,48000.0,4.2
369,中国人寿金融中心,3,1.0,58.0,13.52,12.0,6.0,1.0,5.0,25.0,0.0,6,52.0,108000.0,4.0
370,歆翱国际电商大厦,3,3.0,12.0,1.86,11.0,0.0,4.0,2.0,13.0,0.0,5,12.0,24000.0,3.5
371,龙裕财富中心,3,7.0,11.0,5.0,2.0,4.0,14.0,4.0,5.0,0.0,6,11.0,12500.0,1.05
372,浦江智谷商务园,2,10.0,4.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,240000.0,3.5
373,兆丰环球大厦,3,20.0,28.0,6.15,21.0,4.0,3.0,3.0,22.0,2.0,7,28.0,67666.08,3.6
374,富容大厦,2,21.0,28.0,4.87,46.0,5.0,3.0,6.0,25.0,1.0,7,25.0,30076.0,
375,高阳大楼,1,100.0,5.0,4.5,0.0,1.0,2.0,2.0,26.0,0.0,5,5.0,14500.0,4.0
376,乐凯大厦,2,22.0,30.0,4.65,39.0,8.0,12.0,5.0,25.0,2.0,7,28.0,43500.0,
377,华能联合大厦,3,21.0,38.0,7.5,18.0,4.0,1.0,7.0,24.0,0.0,6,38.0,73000.0,3.6
378,华辰金融大厦,3,12.0,25.0,7.5,18.0,6.0,0.0,2.0,7.0,0.0,5,25.0,21000.0,3.8
379,联通国际大厦,3,21.0,27.0,4.0,43.0,2.0,0.0,5.0,21.0,0.0,5,27.0,39150.0,3.6
380,绿地汇中心,3,5.0,20.0,5.65,2.0,1.0,0.0,0.0,1.0,2.0,5,20.0,88349.0,4.5
381,华鼎大厦,3,14.0,29.0,4.07,21.0,1.0,5.0,5.0,16.0,0.0,6,29.0,15000.0,3.0
382,永升大厦,3,14.0,26.0,5.83,18.0,4.0,3.0,5.0,18.0,2.0,7,26.0,36000.0,3.3
383,金钟广场,3,19.0,45.0,8.0,36.0,7.0,23.0,27.0,47.0,1.0,7,45.0,91781.92,3.5
384,中信广场,3,7.0,55.0,9.31,66.0,4.0,14.0,10.0,77.0,2.0,7,55.0,150000.0,4.1
385,中创大厦,2,21.0,22.0,8.04,68.0,13.0,18.0,16.0,34.0,3.0,7,22.0,25000.0,
386,华博科技大楼,3,,,5.0,18.0,5.0,9.0,1.0,38.0,1.0,7,,,3.5
387,巴黎时韵,3,15.0,30.0,5.35,131.0,18.0,3.0,10.0,26.0,1.0,7,30.0,30000.0,3.7
388,兴业太古汇,3,2.0,56.0,14.48,20.0,17.0,13.0,19.0,39.0,3.0,7,6.0,114000.0,3.4
389,歆翱商务楼,3,,,2.2,1.0,1.0,3.0,1.0,5.0,0.0,6,2.0,3000.0,4.0
390,首东国顺大厦,3,,15.0,3.5,1.0,4.0,1.0,6.0,15.0,0.0,6,14.0,21455.0,3.9
391,世贸商城,3,22.0,30.0,5.9,14.0,0.0,2.0,8.0,15.0,1.0,6,30.0,280000.0,4.0
392,中设广场,3,1.0,26.0,2.81,3.0,0.0,0.0,0.0,3.0,0.0,3,23.0,68061.0,4.5
393,上海电子物联产业园,3,11.0,5.0,1.86,12.0,0.0,3.0,2.0,23.0,0.0,5,5.0,130000.0,3.6
394,上海滩国际大厦,3,21.0,29.0,6.09,54.0,4.0,4.0,10.0,50.0,0.0,6,29.0,50000.0,3.8
395,飞雕国际大厦,3,12.0,30.0,6.8,55.0,2.0,10.0,6.0,29.0,2.0,7,30.0,47000.0,3.4
396,龙之梦大厦,3,14.0,26.0,6.78,61.0,6.0,10.0,0.0,24.0,1.0,6,26.0,1380000.0,4.0
397,静安新时代大厦,3,17.0,20.0,6.72,19.0,10.0,17.0,18.0,38.0,3.0,7,20.0,18071.0,3.6
398,曹杨商务大厦,3,11.0,17.0,3.58,7.0,0.0,0.0,5.0,14.0,2.0,5,,31574.0,3.0
399,华都大厦,3,23.0,30.0,6.64,43.0,2.0,7.0,3.0,21.0,1.0,7,30.0,53000.0,3.4
400,鑫达大厦,2,21.0,25.0,3.8,7.0,2.0,1.0,8.0,10.0,0.0,6,25.0,32586.0,3.6
401,七星创业园,3,,,3.2,3.0,2.0,0.0,1.0,11.0,0.0,5,,54000.0,
402,虹桥新地中心,3,3.0,9.0,7.77,0.0,0.0,3.0,0.0,5.0,0.0,3,9.0,76000.0,4.18
403,钦汇园,2,15.0,12.0,4.24,4.0,2.0,0.0,1.0,7.0,0.0,5,12.0,32000.0,3.8
404,新茂大楼,2,16.0,15.0,4.41,14.0,3.0,0.0,5.0,9.0,1.0,6,15.0,32200.0,3.8
405,廖创兴金融中心,3,11.0,36.0,10.49,19.0,6.0,19.0,18.0,40.0,1.0,7,36.0,33600.0,4.3
406,国正中心,3,3.0,25.0,5.44,8.0,3.0,1.0,0.0,11.0,2.0,6,,96591.71,
407,恒生银行大厦,3,20.0,46.0,14.1,11.0,1.0,2.0,6.0,18.0,1.0,7,46.0,116824.0,3.9
408,徐汇晶典大厦,2,13.0,23.0,3.3,20.0,0.0,5.0,6.0,14.0,1.0,6,23.0,18000.0,3.0
409,中国梦谷,3,,,1.91,1.0,0.0,0.0,0.0,2.0,0.0,3,11.0,,4.0
410,中一大楼,2,8.0,7.0,7.0,60.0,3.0,9.0,20.0,30.0,1.0,7,7.0,,2.8
411,三和大厦,2,20.0,31.0,4.87,17.0,8.0,2.0,5.0,37.0,0.0,6,31.0,46124.2,3.5
412,静安东贤大厦,3,2.0,27.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,1,27.0,41206.0,
413,稻盛科研楼,3,,6.0,3.83,1.0,0.0,0.0,0.0,0.0,0.0,2,6.0,5600.0,
414,梅龙镇广场,3,20.0,37.0,10.06,99.0,4.0,21.0,10.0,39.0,2.0,7,37.0,120000.0,3.6
415,沙田大厦,3,14.0,28.0,5.6,49.0,4.0,0.0,4.0,35.0,2.0,6,28.0,26000.0,3.6
416,中环协信天地,3,,,4.34,11.0,2.0,0.0,1.0,10.0,0.0,5,23.0,268127.0,4.2
417,国际航运金融大厦,3,19.0,15.0,8.41,12.0,8.0,0.0,2.0,18.0,2.0,6,15.0,125000.0,3.4
418,圣天地商务大厦,3,13.0,25.0,5.07,41.0,8.0,3.0,2.0,30.0,1.0,7,25.0,11200.0,5.5
419,海宏科创,2,4.0,6.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,4,,,
420,敦奴大厦,3,7.0,16.0,4.1,10.0,0.0,0.0,2.0,13.0,1.0,5,16.0,15000.0,3.4
421,杨浦都市工业园,2,10.0,5.0,2.84,9.0,1.0,1.0,1.0,17.0,0.0,6,,,
422,淮海国际广场,3,,30.0,11.21,0.0,0.0,8.0,21.0,0.0,1.0,4,30.0,73016.0,
423,明申商务广场,3,12.0,25.0,3.55,0.0,1.0,0.0,3.0,10.0,1.0,5,25.0,35619.0,3.0
424,金汇德必易园,2,1.0,9.0,3.89,14.0,4.0,7.0,1.0,11.0,0.0,6,,,
425,宝隆一方大厦,3,8.0,25.0,3.2,0.0,0.0,0.0,1.0,21.0,0.0,3,25.0,27193.0,3.5
426,环球都会广场,3,,,7.0,25.0,9.0,3.0,6.0,26.0,1.0,7,,,
427,BHC中环中心,3,,,3.6,2.0,0.0,1.0,2.0,4.0,0.0,5,24.0,106575.0,4.5
428,吴中商务大厦,2,13.0,9.0,3.2,15.0,0.0,4.0,0.0,14.0,0.0,4,10.0,,4.3
429,华隆大厦,2,113.0,13.0,3.0,19.0,6.0,12.0,9.0,73.0,2.0,7,13.0,24000.0,2.8
430,高登金融大厦,3,20.0,28.0,8.01,60.0,3.0,6.0,10.0,34.0,0.0,6,28.0,15000.0,3.6
431,工商联大厦,3,20.0,35.0,5.12,100.0,11.0,16.0,14.0,60.0,2.0,7,35.0,40000.0,2.7
432,华一实业大厦,2,14.0,25.0,3.69,7.0,0.0,0.0,5.0,7.0,0.0,4,25.0,40000.0,3.6
433,申虹国际大厦,3,8.0,8.0,6.18,2.0,0.0,1.0,0.0,12.0,2.0,5,,32000.0,3.6
434,云顶国际商业广场,3,7.0,20.0,4.91,8.0,4.0,1.0,0.0,9.0,0.0,5,20.0,35216.0,3.2
435,生命人寿大厦,3,14.0,41.0,6.1,4.0,8.0,13.0,3.0,22.0,2.0,7,41.0,90240.0,3.9
436,建华大楼,2,18.0,7.0,9.3,11.0,4.0,4.0,5.0,24.0,0.0,6,7.0,7000.0,3.0
437,133世界广场,3,2.0,12.0,3.41,1.0,0.0,0.0,0.0,0.0,0.0,2,,,
438,力国大楼,2,9.0,10.0,3.8,18.0,2.0,0.0,2.0,14.0,0.0,5,10.0,12000.0,3.6
439,陆家嘴商务广场,3,19.0,34.0,9.5,14.0,0.0,0.0,7.0,12.0,1.0,5,34.0,98130.0,
440,运通星财富广场,3,7.0,17.0,2.46,12.0,2.0,1.0,9.0,6.0,0.0,6,17.0,42000.0,
441,明谷科技园,3,9.0,13.0,3.12,4.0,0.0,0.0,1.0,52.0,0.0,4,13.0,200000.0,3.3
442,莱茵·虹桥中心,3,8.0,9.0,3.49,12.0,3.0,2.0,1.0,22.0,1.0,7,9.0,8000.0,4.0
443,金沙商务广场,3,9.0,13.0,3.0,8.0,4.0,2.0,0.0,8.0,0.0,5,13.0,14300.0,3.6
444,郡江国际大厦,2,10.0,32.0,3.63,27.0,11.0,3.0,0.0,40.0,2.0,6,32.0,64800.0,3.0
445,飘鹰世纪大厦,3,11.0,22.0,4.0,7.0,6.0,3.0,7.0,22.0,1.0,7,22.0,48191.0,3.4
446,张江集电港,2,17.0,22.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,3,22.0,210000.0,4.2
447,华泰中心,3,2.0,7.0,3.75,15.0,2.0,4.0,4.0,9.0,1.0,7,,,
448,虹桥天地,3,4.0,10.0,8.75,18.0,10.0,5.0,8.0,15.0,1.0,7,10.0,380000.0,
449,亚洲大厦,3,11.0,21.0,7.18,46.0,3.0,27.0,15.0,72.0,1.0,7,21.0,25000.0,3.7
450,七宝宝龙城市广场,3,,,4.35,6.0,0.0,1.0,0.0,26.0,0.0,4,4.0,390857.0,
451,同和凤城巷,3,1.0,6.0,4.19,29.0,1.0,0.0,8.0,9.0,1.0,6,5.0,10000.0,3.5
452,航汇大厦,3,1.0,15.0,5.4,1.0,1.0,0.0,0.0,1.0,4.0,5,15.0,80000.0,3.2
453,三林金融众创空间,3,,,3.67,26.0,2.0,2.0,0.0,22.0,0.0,5,6.0,,3.3
454,海螺大厦,2,11.0,26.0,4.27,21.0,9.0,4.0,0.0,24.0,0.0,5,26.0,19617.0,3.5
455,华西证券大厦,2,18.0,20.0,3.3,13.0,2.0,3.0,10.0,29.0,1.0,7,20.0,180000.0,3.0
456,长江新能源大厦,3,,11.0,6.99,131.0,3.0,27.0,15.0,72.0,1.0,7,11.0,9772.0,
457,欧江大厦,3,21.0,31.0,4.0,55.0,1.0,0.0,8.0,22.0,1.0,6,31.0,12000.0,3.2
458,堡尼中心,3,7.0,11.0,4.0,2.0,0.0,0.0,4.0,7.0,0.0,4,11.0,11730.15,4.0
459,绿地M-TOWN,3,2.0,17.0,4.97,1.0,0.0,0.0,0.0,0.0,0.0,2,17.0,127316.0,4.5
460,亚都商务楼,3,14.0,14.0,4.5,69.0,3.0,9.0,7.0,24.0,1.0,7,14.0,18000.0,2.8
461,芭洛商务大厦,3,,,2.3,15.0,0.0,1.0,1.0,7.0,0.0,5,5.0,,5.6
462,众原国际中心,3,,,2.2,0.0,20.0,6.0,8.0,30.0,1.0,6,,,
463,寰启商务大厦,3,3.0,9.0,1.9,3.0,0.0,0.0,0.0,2.0,0.0,3,9.0,,3.5
464,华宁国际广场,3,10.0,28.0,5.21,37.0,6.0,10.0,7.0,23.0,0.0,6,28.0,64922.0,3.5
465,申通信息广场,3,18.0,28.0,6.17,57.0,4.0,3.0,11.0,21.0,2.0,7,28.0,26000.0,3.0
466,展想广场,3,6.0,20.0,6.2,7.0,1.0,1.0,2.0,2.0,0.0,6,20.0,62240.0,4.0
467,上海跨国采购中心,3,,,5.98,2.0,1.0,1.0,8.0,3.0,0.0,6,,50607.0,4.2
468,光宝科技大厦,3,1.0,9.0,5.2,6.0,3.0,1.0,1.0,15.0,0.0,6,9.0,225622.0,4.3
469,外滩SOHO,3,,,11.78,23.0,0.0,20.0,11.0,34.0,0.0,5,31.0,190000.0,3.5
470,银统大厦,3,21.0,24.0,6.42,53.0,11.0,5.0,7.0,40.0,0.0,6,24.0,40000.0,3.5
471,港陆广场,3,21.0,36.0,8.0,70.0,2.0,17.0,21.0,53.0,2.0,7,36.0,44650.0,4.0
472,壹丰广场,3,7.0,35.0,6.75,36.0,9.0,14.0,9.0,59.0,1.0,7,35.0,76389.0,2.84
473,美罗大厦,2,21.0,26.0,8.0,58.0,2.0,15.0,5.0,26.0,3.0,7,26.0,43000.0,3.3
474,久事商务大厦,3,12.0,19.0,11.6,108.0,17.0,16.0,10.0,51.0,1.0,7,40.0,68080.0,
475,苏宁天御国际广场,2,5.0,,4.53,8.0,0.0,1.0,2.0,6.0,0.0,5,11.0,170000.0,4.2
476,远东大厦,2,14.0,18.0,5.98,7.0,8.0,13.0,5.0,23.0,2.0,7,18.0,30000.0,2.5
477,东方蓝海国际广场,2,7.0,24.0,5.44,18.0,4.0,8.0,8.0,17.0,0.0,6,24.0,170000.0,3.6
478,锦明大厦,3,14.0,28.0,3.6,21.0,1.0,6.0,7.0,22.0,0.0,6,28.0,26852.0,2.8
479,美奂大厦,3,,,6.01,13.0,4.0,16.0,0.0,27.0,1.0,6,23.0,40000.0,3.5
480,中城国际大厦,3,,27.0,8.53,7.0,5.0,2.0,8.0,21.0,1.0,7,27.0,19300.0,
481,凯迪克大厦,3,18.0,28.0,5.1,97.0,13.0,13.0,14.0,35.0,1.0,7,30.0,41000.0,
482,徐汇日月光中心,3,1.0,9.0,6.5,26.0,10.0,2.0,5.0,24.0,1.0,7,9.0,130294.0,
483,东苑丽宝广场,3,,,4.6,25.0,9.0,10.0,6.0,30.0,0.0,6,,55000.0,
484,凯龙金领大厦,3,,,3.5,0.0,1.0,1.0,2.0,6.0,0.0,5,12.0,55592.0,4.0
485,金融广场,3,19.0,29.0,7.36,179.0,17.0,25.0,13.0,86.0,1.0,7,29.0,42603.0,3.5
486,亚盛大厦,3,10.0,17.0,8.0,25.0,14.0,15.0,14.0,35.0,1.0,7,17.0,18045.0,3.6
487,爵士大厦,2,21.0,28.0,4.0,37.0,2.0,1.0,5.0,22.0,2.0,7,28.0,15000.0,3.0
488,石油天然气大厦,2,13.0,19.0,5.0,86.0,0.0,10.0,12.0,37.0,0.0,5,19.0,,
489,泓毅大厦,3,7.0,13.0,4.72,1.0,1.0,0.0,1.0,2.0,2.0,6,13.0,22000.0,3.9
490,齐成晟园,3,,,3.34,4.0,0.0,1.0,0.0,10.0,0.0,4,10.0,10318.0,4.9
491,锦辉大厦,2,7.0,21.0,4.51,17.0,8.0,2.0,3.0,20.0,0.0,6,21.0,22000.0,3.4
492,锦科文化产业园,3,4.0,10.0,2.81,1.0,0.0,0.0,0.0,0.0,0.0,2,,,
493,张江微电子港,2,12.0,5.0,9.5,5.0,0.0,1.0,2.0,2.0,1.0,6,5.0,240000.0,3.2
494,上海国际工业设计中心,2,9.0,5.0,2.65,5.0,0.0,2.0,2.0,0.0,0.0,4,5.0,50000.0,3.6
495,三维大厦,1,12.0,23.0,3.1,10.0,6.0,3.0,3.0,18.0,1.0,7,,17526.0,3.0
496,未来资产大厦,3,11.0,31.0,12.31,4.0,2.0,6.0,10.0,11.0,1.0,7,31.0,86547.0,4.0
497,众和金融大厦,2,,28.0,4.22,21.0,1.0,0.0,8.0,46.0,0.0,5,28.0,58000.0,
498,新宝科创园,3,3.0,9.0,2.41,21.0,3.0,3.0,1.0,17.0,0.0,6,9.0,10821.0,3.4
499,嘉宁国际大厦,3,10.0,31.0,8.87,51.0,34.0,1.0,6.0,16.0,0.0,6,31.0,31788.0,
500,瑞金花园商务楼,3,20.0,28.0,3.87,0.0,6.0,2.0,13.0,30.0,2.0,6,28.0,20000.0,3.0
501,宝华城市晶典大厦,3,9.0,20.0,5.46,39.0,3.0,4.0,5.0,42.0,2.0,7,20.0,24500.0,3.5
502,复城国际,3,10.0,18.0,3.18,30.0,18.0,0.0,5.0,20.0,0.0,5,18.0,150000.0,3.5
503,静安设计中心,3,,3.0,8.4,49.0,19.0,3.0,6.0,24.0,0.0,6,3.0,,3.5
504,文新报业大厦,3,19.0,48.0,5.3,124.0,5.0,10.0,0.0,39.0,3.0,6,43.0,71169.166,3.0
505,上服创意园,2,12.0,8.0,5.27,23.0,5.0,3.0,11.0,29.0,1.0,7,7.0,5068.0,3.8
506,中环现代大厦,3,8.0,25.0,5.5,13.0,5.0,5.0,5.0,43.0,2.0,7,25.0,39000.0,3.5
507,御河企业公馆,3,,,3.47,0.0,0.0,1.0,0.0,2.0,0.0,3,,137270.0,
508,春申江大厦,2,21.0,18.0,5.5,147.0,5.0,27.0,7.0,76.0,1.0,7,,20480.0,4.0
509,圣御大厦,2,11.0,12.0,3.2,3.0,1.0,0.0,3.0,2.0,0.0,5,12.0,7000.0,4.0
510,中信泰富广场,3,18.0,45.0,11.12,92.0,4.0,21.0,15.0,38.0,2.0,7,45.0,71300.0,3.5
511,新桥大厦,2,22.0,18.0,4.06,58.0,6.0,5.0,9.0,45.0,4.0,7,18.0,19000.0,3.0
512,凤凰大厦,3,14.0,24.0,3.23,17.0,0.0,0.0,5.0,12.0,1.0,5,8.0,25000.0,3.9
513,百乐门商务楼,2,11.0,4.0,4.5,50.0,10.0,2.0,5.0,41.0,1.0,7,4.0,3500.0,3.3
514,智慧广场,3,8.0,,5.14,8.0,3.0,2.0,5.0,33.0,1.0,7,,62209.0,3.6
515,兆丰世贸大厦,3,19.0,28.0,7.1,32.0,10.0,0.0,5.0,21.0,2.0,6,28.0,48838.0,3.8
516,汇银铭尊,3,7.0,13.0,4.04,7.0,1.0,2.0,5.0,4.0,0.0,6,13.0,130000.0,3.5
517,双鸽大厦,3,14.0,17.0,6.5,19.0,0.0,0.0,0.0,16.0,2.0,4,17.0,40356.0,3.5
518,上海华侨大厦,3,113.0,26.0,4.3,69.0,35.0,7.0,3.0,23.0,1.0,7,26.0,26000.0,3.8
519,同和国际大厦,3,,18.0,4.52,8.0,3.0,1.0,0.0,8.0,2.0,6,18.0,23000.0,3.3
520,浦江高科技园,3,7.0,5.0,1.72,0.0,0.0,0.0,3.0,0.0,0.0,2,5.0,180000.0,3.0
521,中一国际商务大厦,3,9.0,25.0,5.3,7.0,2.0,1.0,4.0,22.0,1.0,7,25.0,39144.0,4.0
522,峻岭广场,3,22.0,38.0,3.85,64.0,11.0,13.0,18.0,0.0,2.0,6,38.0,30000.0,3.6
523,上海银行大厦,3,12.0,46.0,14.94,0.0,0.0,0.0,0.0,0.0,0.0,1,46.0,109233.0,4.0
524,伸大厦,2,9.0,27.0,5.03,27.0,1.0,1.0,7.0,21.0,1.0,7,27.0,34818.0,3.6
525,新梅联合广场,3,12.0,38.0,10.26,34.0,6.0,12.0,4.0,22.0,2.0,7,38.0,110000.0,2.7
526,宏南投资大厦,3,12.0,18.0,3.9,13.0,0.0,5.0,2.0,10.0,1.0,6,18.0,18124.0,3.0
527,云仓创意园,3,,,3.85,39.0,2.0,3.0,3.0,25.0,0.0,6,,8000.0,3.0
528,东方大厦,2,21.0,17.0,4.5,28.0,1.0,0.0,7.0,19.0,1.0,6,17.0,52000.0,3.6
529,中展大厦,2,,16.0,3.51,1.0,0.0,0.0,0.0,3.0,0.0,3,16.0,,
530,共和国际商务广场,3,10.0,18.0,3.16,6.0,1.0,2.0,4.0,15.0,1.0,7,18.0,70000.0,3.4
531,大宁德必易园,3,6.0,4.0,4.66,7.0,0.0,1.0,2.0,14.0,0.0,5,4.0,25000.0,3.5
532,金虹桥国际中心,3,5.0,50.0,9.25,27.0,5.0,11.0,13.0,25.0,1.0,7,50.0,263380.0,3.8
